IDplant,PlantDescription,EAN,Text1,Text2,Text3,No1,No2,No3,Date1,Date2,Date3
2,"ΑΡΤΟΣ ΕΦΕΣΟΥ",,"ΑΡΤΟΣ ΕΦΕΣΟΥ",,,,,,"08/31/10 00:00:00",,
