IDA_FASHMaterials,IDA_FASH,IDSort,Sxolia,IDA_FASHQuantity,IDA_FASHLoose,IDA_FASHRecipe,IDA_FASHDelete
8474,7617,7617,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8475,7618,7618,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8476,7619,7619,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8477,7620,7620,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8478,7621,7621,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8479,7622,7622,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8480,7623,7623,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8481,7624,7624,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8482,7625,7625,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8483,7626,7626,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8484,7507,7507,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8485,7573,7573,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8486,7591,7591,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8487,7592,7592,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8488,7614,7614,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8489,7615,7615,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8490,7616,7616,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8491,7617,7617,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8492,7618,7618,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8493,7619,7619,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8494,7620,7620,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8495,7621,7621,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8496,7622,7622,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8497,7623,7623,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8498,7624,7624,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8499,7625,7625,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8500,7626,7626,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8501,7507,7507,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8502,7573,7573,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8503,7591,7591,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8504,7592,7592,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8505,7614,7614,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8506,7615,7615,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8507,7616,7616,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8508,7617,7617,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8509,7618,7618,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8510,7619,7619,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8511,7620,7620,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8512,7621,7621,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8513,7622,7622,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8514,7623,7623,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8515,7624,7624,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8516,7625,7625,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8517,7626,7626,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8518,7507,7507,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8519,7573,7573,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8520,7591,7591,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8521,7592,7592,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8522,7614,7614,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8523,7615,7615,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8524,7616,7616,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8525,7617,7617,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8526,7618,7618,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8527,7619,7619,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8528,7620,7620,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8529,7621,7621,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8530,7622,7622,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8531,7623,7623,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8532,7624,7624,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8533,7625,7625,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8534,7626,7626,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8535,7507,7507,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8536,7573,7573,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8537,7591,7591,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8538,7592,7592,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8539,7614,7614,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8540,7615,7615,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8541,7616,7616,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8542,7617,7617,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8543,7618,7618,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8544,7619,7619,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8545,7620,7620,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8546,7621,7621,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8547,7622,7622,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8548,7623,7623,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8549,7624,7624,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8550,7625,7625,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8551,7626,7626,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8552,7507,7507,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8553,7573,7573,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8554,7591,7591,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8555,7592,7592,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8556,7614,7614,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8557,7615,7615,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8558,7616,7616,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8559,7617,7617,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8560,7618,7618,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8561,7619,7619,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8562,7620,7620,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8563,7621,7621,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8564,7622,7622,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8565,7623,7623,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8566,7624,7624,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8567,7625,7625,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8568,7626,7626,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8569,7507,7507,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8570,7573,7573,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8571,7591,7591,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8572,7592,7592,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8573,7614,7614,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8574,7615,7615,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8575,7616,7616,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8576,7617,7617,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8577,7618,7618,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8578,7619,7619,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8579,7620,7620,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8580,7621,7621,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8581,7622,7622,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8582,7623,7623,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8583,7624,7624,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8584,7625,7625,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8585,7626,7626,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8586,7507,7507,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8587,7573,7573,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8588,7591,7591,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8589,7592,7592,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8590,7614,7614,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8591,7615,7615,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8592,7616,7616,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8593,7617,7617,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8594,7618,7618,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8595,7619,7619,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8596,7620,7620,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8597,7621,7621,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8598,7622,7622,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8599,7623,7623,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8600,7624,7624,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8601,7625,7625,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8602,7626,7626,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8603,7507,7507,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8604,7573,7573,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8605,7591,7591,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8606,7592,7592,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8607,7614,7614,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8608,7615,7615,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8609,7616,7616,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8610,7617,7617,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8611,7618,7618,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8612,7619,7619,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8613,7620,7620,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8614,7621,7621,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8615,7622,7622,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8616,7623,7623,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8617,7624,7624,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8618,7625,7625,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8619,7626,7626,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8620,7507,7507,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8621,7573,7573,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8622,7591,7591,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8623,7592,7592,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8624,7614,7614,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8625,7615,7615,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8626,7616,7616,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8627,7617,7617,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8628,7618,7618,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8629,7619,7619,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8630,7620,7620,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8631,7621,7621,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8632,7622,7622,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8633,7623,7623,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8634,7624,7624,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8635,7625,7625,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8636,7626,7626,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8637,7507,7507,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8638,7573,7573,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8639,7591,7591,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8640,7592,7592,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8641,7614,7614,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8642,7615,7615,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8643,7616,7616,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8644,7617,7617,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8645,7618,7618,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8646,7619,7619,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8647,7620,7620,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8648,7621,7621,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8649,7622,7622,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8650,7623,7623,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8651,7624,7624,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8652,7625,7625,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8653,7626,7626,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8654,7630,8073,,5.0000000000000000e+01,0.0000000000000000e+00,0,0
8655,7630,7776,,1.3440000000000000e+01,0.0000000000000000e+00,0,0
8656,7630,6921,,1.3440000000000000e+01,0.0000000000000000e+00,0,0
8657,7630,6899,,8.0600000000000005e+00,0.0000000000000000e+00,0,0
8658,7630,6816,,5.3799999999999999e+00,0.0000000000000000e+00,0,0
8659,7630,6863,,2.6899999999999999e+00,0.0000000000000000e+00,0,0
8660,7630,6871,,3.2300000000000000e+00,0.0000000000000000e+00,0,0
8661,7630,6798,"ΚΟΥΛΑ",1.0000000000000000e+02,0.0000000000000000e+00,0,0
8662,7507,7507,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8663,7573,7573,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8664,7591,7591,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8665,7592,7592,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8666,7614,7614,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8667,7615,7615,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8668,7616,7616,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8669,7617,7617,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8670,7618,7618,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8671,7619,7619,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8672,7620,7620,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8673,7621,7621,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8674,7622,7622,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8675,7623,7623,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8676,7624,7624,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8677,7625,7625,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8678,7626,7626,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8679,7507,7507,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8680,7573,7573,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8681,7591,7591,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8682,7592,7592,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8683,7614,7614,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8684,7615,7615,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8685,7616,7616,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8686,7617,7617,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8687,7618,7618,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8688,7619,7619,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8689,7620,7620,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8690,7621,7621,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8691,7622,7622,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8692,7623,7623,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8693,7624,7624,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8694,7625,7625,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8695,7626,7626,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8696,7507,7507,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8697,7573,7573,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8698,7591,7591,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8699,7592,7592,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8700,7614,7614,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8701,7615,7615,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8702,7616,7616,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8703,7617,7617,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8704,7618,7618,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8705,7619,7619,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8706,7620,7620,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8707,7621,7621,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8708,7622,7622,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8709,7623,7623,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8710,7624,7624,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8711,7625,7625,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8712,7626,7626,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8713,7507,7507,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8714,7573,7573,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8715,7591,7591,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8716,7592,7592,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8717,7614,7614,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8718,7615,7615,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8719,7616,7616,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8720,7617,7617,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8721,7618,7618,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8722,7619,7619,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8723,7620,7620,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8724,7621,7621,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8725,7622,7622,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8726,7623,7623,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8727,7624,7624,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8728,7625,7625,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8729,7626,7626,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8730,7507,7507,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8731,7573,7573,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8732,7591,7591,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8733,7592,7592,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8734,7614,7614,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8735,7615,7615,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8736,7616,7616,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8737,7617,7617,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8738,7618,7618,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8739,7619,7619,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8740,7620,7620,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8741,7621,7621,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8742,7622,7622,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8743,7623,7623,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8744,7624,7624,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8745,7625,7625,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8746,7626,7626,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8747,7507,7507,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8748,7573,7573,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8749,7591,7591,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8750,7592,7592,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8751,7614,7614,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8752,7615,7615,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8753,7616,7616,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8754,7617,7617,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8755,7618,7618,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8756,7619,7619,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8757,7620,7620,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8758,7621,7621,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8759,7622,7622,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8760,7623,7623,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8761,7624,7624,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8762,7625,7625,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8763,7626,7626,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8764,7507,7507,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8765,7573,7573,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8766,7591,7591,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8767,7592,7592,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8768,7614,7614,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8769,7615,7615,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8770,7616,7616,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8771,7617,7617,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8772,7618,7618,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8773,7619,7619,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8774,7620,7620,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8775,7621,7621,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8776,7622,7622,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8777,7623,7623,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8778,7624,7624,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8779,7625,7625,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8780,7626,7626,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8781,7507,7507,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8782,7573,7573,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8783,7591,7591,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8784,7592,7592,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8785,7614,7614,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8786,7615,7615,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8787,7616,7616,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8788,7617,7617,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8789,7618,7618,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8790,7619,7619,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8791,7620,7620,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8792,7621,7621,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8793,7622,7622,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8794,7623,7623,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8795,7624,7624,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8796,7625,7625,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8797,7626,7626,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8798,7507,7507,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8799,7573,7573,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8800,7591,7591,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8801,7592,7592,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8802,7614,7614,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8803,7615,7615,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8804,7616,7616,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8805,7617,7617,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8806,7618,7618,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8807,7619,7619,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8808,7620,7620,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8809,7621,7621,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8810,7622,7622,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8811,7623,7623,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8812,7624,7624,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8813,7625,7625,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8814,7626,7626,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8815,7631,7631,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8816,7507,7507,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8817,7573,7573,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8818,7591,7591,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8819,7592,7592,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8820,7614,7614,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8821,7615,7615,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8822,7616,7616,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8823,7617,7617,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8824,7618,7618,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8825,7619,7619,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8826,7620,7620,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8827,7621,7621,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8828,7622,7622,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8829,7623,7623,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8830,7624,7624,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8831,7625,7625,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8832,7626,7626,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8833,7507,7507,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8834,7573,7573,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8835,7591,7591,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8836,7592,7592,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8837,7614,7614,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8838,7615,7615,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
8839,7616,7616,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
