IDProdDate,Date,Print,PrDateSxolia
1746,"06/05/10 00:00:00",0,
1747,"06/07/10 00:00:00",0,
1748,"06/08/10 00:00:00",0,
1749,"06/09/10 00:00:00",0,
1750,"06/10/10 00:00:00",0,
1751,"06/11/10 00:00:00",0,
1752,"06/12/10 00:00:00",0,
1753,"06/14/10 00:00:00",0,
1754,"06/15/10 00:00:00",0,
1755,"06/16/10 00:00:00",0,
1756,"06/17/10 00:00:00",0,
1757,"06/18/10 00:00:00",0,
1758,"06/19/10 00:00:00",0,
1759,"06/21/10 00:00:00",0,
1760,"06/22/10 00:00:00",0,
1761,"06/23/10 00:00:00",0,
1762,"06/24/10 00:00:00",0,
1763,"06/25/10 00:00:00",0,
1764,"06/26/10 00:00:00",0,
1765,"06/28/10 00:00:00",0,
1766,"06/29/10 00:00:00",0,
1767,"06/30/10 00:00:00",0,
1768,"07/01/10 00:00:00",0,
1769,"07/02/10 00:00:00",0,
1770,"07/03/10 00:00:00",0,
1771,"07/05/10 00:00:00",0,
1772,"07/06/10 00:00:00",0,
1773,"07/07/10 00:00:00",0,
1774,"07/08/10 00:00:00",0,
1775,"07/09/10 00:00:00",0,
1776,"07/10/10 00:00:00",0,
1777,"07/12/10 00:00:00",0,
1778,"07/13/10 00:00:00",0,
1779,"07/14/10 00:00:00",0,
1780,"07/15/10 00:00:00",0,
1781,"07/16/10 00:00:00",0,
1782,"07/17/10 00:00:00",0,
1783,"07/19/10 00:00:00",0,
1784,"07/20/10 00:00:00",0,
1785,"07/21/10 00:00:00",0,
1786,"07/22/10 00:00:00",0,
1787,"07/23/10 00:00:00",0,
1788,"07/24/10 00:00:00",0,
1789,"07/26/10 00:00:00",0,
1790,"07/27/10 00:00:00",0,
1791,"07/28/10 00:00:00",0,
1792,"07/29/10 00:00:00",0,
1793,"07/30/10 00:00:00",0,
1794,"07/31/10 00:00:00",0,
1795,"08/02/10 00:00:00",0,
1796,"08/03/10 00:00:00",0,
1797,"08/04/10 00:00:00",0,
1798,"08/05/10 00:00:00",0,
1799,"08/06/10 00:00:00",0,
1800,"08/07/10 00:00:00",0,
1801,"08/09/10 00:00:00",0,
1802,"08/10/10 00:00:00",0,
1803,"08/11/10 00:00:00",0,
1804,"08/12/10 00:00:00",0,
1805,"08/13/10 00:00:00",0,
1806,"08/14/10 00:00:00",0,
1807,"08/16/10 00:00:00",0,
1808,"08/17/10 00:00:00",0,
1809,"08/18/10 00:00:00",0,
1810,"08/19/10 00:00:00",0,
1811,"08/20/10 00:00:00",0,
1812,"08/21/10 00:00:00",0,
1813,"08/23/10 00:00:00",0,
1814,"08/24/10 00:00:00",0,
1815,"08/25/10 00:00:00",0,
1816,"08/26/10 00:00:00",0,
1817,"08/27/10 00:00:00",0,
1818,"08/28/10 00:00:00",0,
1819,"08/30/10 00:00:00",0,
1820,"08/31/10 00:00:00",0,
1821,"09/01/10 00:00:00",0,
1822,"09/02/10 00:00:00",0,
1823,"09/03/10 00:00:00",0,
1824,"09/04/10 00:00:00",0,
1825,"09/06/10 00:00:00",0,
1826,"09/07/10 00:00:00",0,
1827,"09/08/10 00:00:00",0,
1828,"09/09/10 00:00:00",0,
1829,"09/10/10 00:00:00",0,
1830,"09/11/10 00:00:00",0,
1831,"09/13/10 00:00:00",0,
1832,"09/14/10 00:00:00",0,
1833,"09/15/10 00:00:00",0,
1834,"09/16/10 00:00:00",0,
1835,"09/17/10 00:00:00",0,
1836,"09/18/10 00:00:00",0,
1837,"09/20/10 00:00:00",0,
1838,"09/21/10 00:00:00",0,
1839,"09/22/10 00:00:00",0,
1840,"09/23/10 00:00:00",0,
1841,"09/24/10 00:00:00",0,
1842,"09/25/10 00:00:00",0,
1843,"09/27/10 00:00:00",0,
1844,"09/28/10 00:00:00",0,
1845,"09/29/10 00:00:00",0,
1846,"09/30/10 00:00:00",0,
1847,"10/01/10 00:00:00",0,
1848,"10/02/10 00:00:00",0,
1849,"10/04/10 00:00:00",0,
1850,"10/05/10 00:00:00",0,
1851,"10/06/10 00:00:00",0,
1852,"10/07/10 00:00:00",0,
1853,"10/08/10 00:00:00",0,
1854,"10/09/10 00:00:00",0,
1855,"10/11/10 00:00:00",0,
1856,"10/12/10 00:00:00",0,
1857,"10/13/10 00:00:00",0,
1858,"10/14/10 00:00:00",0,
1859,"10/15/10 00:00:00",0,
1860,"10/16/10 00:00:00",0,
1861,"10/18/10 00:00:00",0,
1862,"10/19/10 00:00:00",0,
1863,"10/20/10 00:00:00",0,
1864,"10/21/10 00:00:00",0,
1865,"10/22/10 00:00:00",0,
1866,"10/23/10 00:00:00",0,
1867,"10/25/10 00:00:00",0,
1868,"10/26/10 00:00:00",0,
1869,"10/27/10 00:00:00",0,
1870,"10/29/10 00:00:00",0,
1871,"10/30/10 00:00:00",0,
1872,"11/01/10 00:00:00",0,
1873,"11/02/10 00:00:00",0,
1874,"11/03/10 00:00:00",0,
1875,"11/04/10 00:00:00",0,
1876,"11/05/10 00:00:00",0,
1877,"11/06/10 00:00:00",0,
1878,"11/08/10 00:00:00",0,
1879,"11/09/10 00:00:00",0,
1880,"11/10/10 00:00:00",0,
1881,"11/11/10 00:00:00",0,
1882,"11/12/10 00:00:00",0,
1883,"11/13/10 00:00:00",0,
1884,"11/15/10 00:00:00",0,
1885,"11/16/10 00:00:00",0,
1886,"11/17/10 00:00:00",0,
1887,"11/18/10 00:00:00",0,
1888,"11/19/10 00:00:00",0,
1889,"11/20/10 00:00:00",0,
1890,"11/22/10 00:00:00",0,
1891,"11/23/10 00:00:00",0,
1892,"11/24/10 00:00:00",0,
1893,"11/25/10 00:00:00",0,
1894,"11/26/10 00:00:00",0,
1895,"11/27/10 00:00:00",0,
1896,"11/29/10 00:00:00",0,
1897,"11/30/10 00:00:00",0,
1898,"12/01/10 00:00:00",0,
1899,"12/02/10 00:00:00",0,
1900,"12/03/10 00:00:00",0,
1901,"12/04/10 00:00:00",0,
1902,"12/06/10 00:00:00",0,
1903,"12/07/10 00:00:00",0,
1904,"12/08/10 00:00:00",0,
1905,"12/09/10 00:00:00",0,
1906,"12/10/10 00:00:00",0,
1907,"12/11/10 00:00:00",0,
1908,"12/13/10 00:00:00",0,
1909,"12/14/10 00:00:00",0,
1910,"12/15/10 00:00:00",0,
1911,"12/16/10 00:00:00",0,
1912,"12/17/10 00:00:00",0,
1913,"12/18/10 00:00:00",0,
1914,"12/20/10 00:00:00",0,
1915,"12/21/10 00:00:00",0,
1916,"12/22/10 00:00:00",0,
1917,"12/23/10 00:00:00",0,
1918,"12/24/10 00:00:00",0,
1919,"12/27/10 00:00:00",0,
1920,"12/28/10 00:00:00",0,
1921,"12/29/10 00:00:00",0,
1922,"12/30/10 00:00:00",0,
1923,"12/31/10 00:00:00",0,
1924,"01/04/11 00:00:00",0,
1925,"01/05/11 00:00:00",0,
1928,"01/07/11 00:00:00",0,
1929,"01/08/11 00:00:00",0,
1930,"01/10/11 00:00:00",0,
1931,"01/11/11 00:00:00",0,
1932,"01/12/11 00:00:00",0,
1933,"01/13/11 00:00:00",0,
1934,"01/14/11 00:00:00",0,
1935,"01/15/11 00:00:00",0,
1936,"01/17/11 00:00:00",0,
1937,"01/18/11 00:00:00",0,
1938,"01/19/11 00:00:00",0,
1939,"01/20/11 00:00:00",0,
1940,"01/21/11 00:00:00",0,
1941,"01/22/11 00:00:00",0,
1942,"01/24/11 00:00:00",0,
1943,"01/25/11 00:00:00",0,
1944,"01/26/11 00:00:00",0,
1945,"01/27/11 00:00:00",0,
1946,"01/28/11 00:00:00",0,
1947,"01/29/11 00:00:00",0,
1948,"01/31/11 00:00:00",0,
1949,"02/01/11 00:00:00",0,
1950,"02/02/11 00:00:00",0,
1951,"02/03/11 00:00:00",0,
1952,"02/04/11 00:00:00",0,
1953,"02/05/11 00:00:00",0,
1954,"02/07/11 00:00:00",0,
1955,"02/08/11 00:00:00",0,
1956,"02/09/11 00:00:00",0,
1957,"02/10/11 00:00:00",0,
1958,"02/11/11 00:00:00",0,
1959,"02/12/11 00:00:00",0,
1960,"02/14/11 00:00:00",0,
1961,"02/15/11 00:00:00",0,
1962,"02/16/11 00:00:00",0,
1963,"02/17/11 00:00:00",0,
1964,"02/18/11 00:00:00",0,
1965,"02/19/11 00:00:00",0,
1966,"02/21/11 00:00:00",0,
1967,"02/22/11 00:00:00",0,
1968,"02/23/11 00:00:00",0,
1969,"02/24/11 00:00:00",0,
1970,"02/25/11 00:00:00",0,
1971,"02/26/11 00:00:00",0,
1972,"02/28/11 00:00:00",0,
1973,"03/01/11 00:00:00",0,
1974,"03/02/11 00:00:00",0,
1975,"03/03/11 00:00:00",0,
1976,"03/04/11 00:00:00",0,
1977,"03/05/11 00:00:00",0,
1978,"03/07/11 00:00:00",0,
1979,"03/08/11 00:00:00",0,
1980,"03/09/11 00:00:00",0,
1981,"03/10/11 00:00:00",0,
1982,"03/11/11 00:00:00",0,
1983,"03/12/11 00:00:00",0,
1984,"03/14/11 00:00:00",0,
1985,"03/15/11 00:00:00",0,
1986,"03/16/11 00:00:00",0,
1987,"03/17/11 00:00:00",0,
1988,"03/18/11 00:00:00",0,
1989,"03/19/11 00:00:00",0,
1990,"03/21/11 00:00:00",0,
1991,"03/22/11 00:00:00",0,
1992,"03/23/11 00:00:00",0,
1993,"03/24/11 00:00:00",0,
1994,"03/26/11 00:00:00",0,
1995,"03/28/11 00:00:00",0,
1996,"03/29/11 00:00:00",0,
1997,"03/30/11 00:00:00",0,
1998,"03/31/11 00:00:00",0,
1999,"04/01/11 00:00:00",0,
2000,"04/02/11 00:00:00",0,
2001,"04/04/11 00:00:00",0,
2002,"04/05/11 00:00:00",0,
2003,"04/06/11 00:00:00",0,
2004,"04/07/11 00:00:00",0,
2005,"04/08/11 00:00:00",0,
2006,"04/09/11 00:00:00",0,
2007,"04/11/11 00:00:00",0,
2008,"04/12/11 00:00:00",0,
2009,"04/13/11 00:00:00",0,
2010,"04/14/11 00:00:00",0,
2011,"04/15/11 00:00:00",0,
2012,"04/16/11 00:00:00",0,
2013,"04/18/11 00:00:00",0,
2014,"04/19/11 00:00:00",0,
2015,"04/20/11 00:00:00",0,
2016,"04/21/11 00:00:00",0,
2017,"04/22/11 00:00:00",0,
2018,"04/23/11 00:00:00",0,
2019,"04/26/11 00:00:00",0,
2020,"04/27/11 00:00:00",0,
2022,"04/28/11 00:00:00",0,
2023,"04/29/11 00:00:00",0,
2024,"04/30/11 00:00:00",0,
2025,"05/02/11 00:00:00",0,
2028,"05/03/11 00:00:00",0,
2029,"05/04/11 00:00:00",0,
2031,"05/05/11 00:00:00",0,
2032,"05/06/11 00:00:00",0,
2033,"05/07/11 00:00:00",0,
2034,"05/09/11 00:00:00",0,
2035,"05/10/11 00:00:00",0,
2036,"05/11/11 00:00:00",0,
2037,"05/12/11 00:00:00",0,
2038,"05/13/11 00:00:00",0,
2039,"05/14/11 00:00:00",0,
2040,"05/16/11 00:00:00",0,
2041,"05/17/11 00:00:00",0,
2042,"05/18/11 00:00:00",0,
2043,"05/19/11 00:00:00",0,
2044,"05/20/11 00:00:00",0,
2045,"05/21/11 00:00:00",0,
2046,"05/23/11 00:00:00",0,
2047,"05/24/11 00:00:00",0,
2048,"05/25/11 00:00:00",0,
2049,"05/26/11 00:00:00",0,
2050,"05/27/11 00:00:00",0,
2051,"05/28/11 00:00:00",0,
2052,"05/30/11 00:00:00",0,
2053,"05/31/11 00:00:00",0,
2054,"06/01/11 00:00:00",0,
2055,"06/02/11 00:00:00",0,
2056,"06/03/11 00:00:00",0,
2057,"06/04/11 00:00:00",0,
2058,"06/06/11 00:00:00",0,
2059,"06/07/11 00:00:00",0,
2060,"06/08/11 00:00:00",0,
2061,"06/09/11 00:00:00",0,
2062,"06/10/11 00:00:00",0,
2063,"06/11/11 00:00:00",0,
2064,"06/14/11 00:00:00",0,
2065,"06/15/11 00:00:00",0,
2066,"06/16/11 00:00:00",0,
2067,"06/17/11 00:00:00",0,
2068,"06/18/11 00:00:00",0,
2069,"06/20/11 00:00:00",0,
2070,"06/21/11 00:00:00",0,
2071,"06/22/11 00:00:00",0,
2072,"06/23/11 00:00:00",0,
2073,"06/24/11 00:00:00",0,
2074,"06/25/11 00:00:00",0,
2075,"06/27/11 00:00:00",0,
2076,"06/28/11 00:00:00",0,
2077,"06/29/11 00:00:00",0,
2078,"06/30/11 00:00:00",0,
2079,"07/01/11 00:00:00",0,
2080,"07/02/11 00:00:00",0,
2081,"07/04/11 00:00:00",0,
2082,"07/05/11 00:00:00",0,
2083,"07/06/11 00:00:00",0,
2084,"07/07/11 00:00:00",0,
2085,"07/08/11 00:00:00",0,
2086,"07/09/11 00:00:00",0,
2087,"07/11/11 00:00:00",0,
2088,"07/12/11 00:00:00",0,
2089,"07/13/11 00:00:00",0,
2090,"07/14/11 00:00:00",0,
2091,"07/15/11 00:00:00",0,
2092,"07/16/11 00:00:00",0,
2093,"07/18/11 00:00:00",0,
2094,"07/19/11 00:00:00",0,
2095,"07/20/11 00:00:00",0,
2096,"07/21/11 00:00:00",0,
2097,"07/22/11 00:00:00",0,
2098,"07/23/11 00:00:00",0,
2099,"07/25/11 00:00:00",0,
2100,"07/26/11 00:00:00",0,
2101,"07/27/11 00:00:00",0,
2102,"07/28/11 00:00:00",0,
2103,"07/29/11 00:00:00",0,
2104,"07/30/11 00:00:00",0,
2105,"08/01/11 00:00:00",0,
2106,"08/02/11 00:00:00",0,
2107,"08/03/11 00:00:00",0,
2108,"08/04/11 00:00:00",0,
2109,"08/05/11 00:00:00",0,
2110,"08/06/11 00:00:00",0,
2111,"08/08/11 00:00:00",0,
2112,"08/09/11 00:00:00",0,
2113,"08/10/11 00:00:00",0,
2114,"08/11/11 00:00:00",0,
2115,"08/12/11 00:00:00",0,
2116,"08/13/11 00:00:00",0,
2117,"08/16/11 00:00:00",0,
2118,"08/17/11 00:00:00",0,
2119,"08/18/11 00:00:00",0,
2120,"08/19/11 00:00:00",0,
2121,"08/20/11 00:00:00",0,
2122,"08/22/11 00:00:00",0,
2123,"08/23/11 00:00:00",0,
2124,"08/24/11 00:00:00",0,
2125,"08/25/11 00:00:00",0,
2126,"08/26/11 00:00:00",0,
2127,"08/27/11 00:00:00",0,
2128,"08/29/11 00:00:00",0,
2129,"08/30/11 00:00:00",0,
2130,"08/31/11 00:00:00",0,
2131,"09/01/11 00:00:00",0,
2132,"09/02/11 00:00:00",0,
2133,"09/03/11 00:00:00",0,
2134,"09/05/11 00:00:00",0,
2135,"09/06/11 00:00:00",0,
2136,"09/07/11 00:00:00",0,
2137,"09/08/11 00:00:00",0,
2138,"09/09/11 00:00:00",0,
2139,"09/10/11 00:00:00",0,
2140,"09/12/11 00:00:00",0,
2141,"09/13/11 00:00:00",0,
2142,"09/14/11 00:00:00",0,
2143,"09/15/11 00:00:00",0,
2144,"09/16/11 00:00:00",0,
2145,"09/17/11 00:00:00",0,
2146,"09/19/11 00:00:00",0,
2147,"09/20/11 00:00:00",0,
2148,"09/21/11 00:00:00",0,
2149,"09/22/11 00:00:00",0,
2150,"09/23/11 00:00:00",0,
2151,"09/24/11 00:00:00",0,
2152,"09/26/11 00:00:00",0,
2153,"09/27/11 00:00:00",0,
2154,"09/28/11 00:00:00",0,
2155,"09/29/11 00:00:00",0,
2156,"09/30/11 00:00:00",0,
2157,"10/01/11 00:00:00",0,
2158,"10/03/11 00:00:00",0,
2159,"10/04/11 00:00:00",0,
2160,"10/05/11 00:00:00",0,
2161,"10/06/11 00:00:00",0,
2162,"10/07/11 00:00:00",0,
2163,"10/08/11 00:00:00",0,
2164,"10/10/11 00:00:00",0,
2165,"10/11/11 00:00:00",0,
2166,"10/12/11 00:00:00",0,
2167,"10/13/11 00:00:00",0,
2168,"10/14/11 00:00:00",0,
2169,"10/15/11 00:00:00",0,
2170,"10/17/11 00:00:00",0,
2171,"10/18/11 00:00:00",0,
2172,"10/19/11 00:00:00",0,
2173,"10/20/11 00:00:00",0,
2174,"10/21/11 00:00:00",0,
2175,"10/22/11 00:00:00",0,
2176,"10/24/11 00:00:00",0,
2177,"10/25/11 00:00:00",0,
2178,"10/26/11 00:00:00",0,
2179,"10/27/11 00:00:00",0,
2180,"10/29/11 00:00:00",0,
2181,"10/31/11 00:00:00",0,
2182,"11/01/11 00:00:00",0,
2183,"11/02/11 00:00:00",0,
2184,"11/03/11 00:00:00",0,
2185,"11/04/11 00:00:00",0,
2186,"11/05/11 00:00:00",0,
2187,"11/07/11 00:00:00",0,
2188,"11/08/11 00:00:00",0,
2189,"11/09/11 00:00:00",0,
2190,"11/10/11 00:00:00",0,
2191,"11/11/11 00:00:00",0,
2192,"11/12/11 00:00:00",0,
2193,"11/14/11 00:00:00",0,
2194,"11/15/11 00:00:00",0,
2195,"11/16/11 00:00:00",0,
2196,"11/17/11 00:00:00",0,
2197,"11/18/11 00:00:00",0,
2198,"11/19/11 00:00:00",0,
2199,"11/21/11 00:00:00",0,
2200,"11/22/11 00:00:00",0,
2201,"11/23/11 00:00:00",0,
2202,"11/24/11 00:00:00",0,
2203,"11/25/11 00:00:00",0,
2204,"11/26/11 00:00:00",0,
2205,"11/28/11 00:00:00",0,
2206,"11/29/11 00:00:00",0,
2207,"11/30/11 00:00:00",0,
2209,"12/01/11 00:00:00",0,
2210,"12/02/11 00:00:00",0,
2211,"12/03/11 00:00:00",0,
2212,"12/05/11 00:00:00",0,
2213,"12/06/11 00:00:00",0,
2214,"12/07/11 00:00:00",0,
2215,"12/08/11 00:00:00",0,
2216,"12/09/11 00:00:00",0,
2217,"12/10/11 00:00:00",0,
2218,"12/12/11 00:00:00",0,
2219,"12/13/11 00:00:00",0,
2220,"12/14/11 00:00:00",0,
2221,"12/15/11 00:00:00",0,
2222,"12/16/11 00:00:00",0,
2223,"12/17/11 00:00:00",0,
2224,"12/19/11 00:00:00",0,
2225,"12/20/11 00:00:00",0,
2226,"12/21/11 00:00:00",0,
2227,"12/22/11 00:00:00",0,
2228,"12/23/11 00:00:00",0,
2229,"12/24/11 00:00:00",0,
2230,"12/27/11 00:00:00",0,
2231,"12/28/11 00:00:00",0,
2232,"12/29/11 00:00:00",0,
2233,"12/30/11 00:00:00",0,
2234,"12/31/11 00:00:00",0,
2236,"01/03/12 00:00:00",0,
2237,"01/04/12 00:00:00",0,
2238,"01/05/12 00:00:00",0,
2239,"01/07/12 00:00:00",0,
2240,"01/09/12 00:00:00",0,
2241,"01/10/12 00:00:00",0,
2242,"01/11/12 00:00:00",0,
2243,"01/12/12 00:00:00",0,
2244,"01/13/12 00:00:00",0,
2245,"01/14/12 00:00:00",0,
2246,"01/16/12 00:00:00",0,
2247,"01/17/12 00:00:00",0,
2248,"01/18/12 00:00:00",0,
2249,"01/19/12 00:00:00",0,
2250,"01/20/12 00:00:00",0,
2251,"01/21/12 00:00:00",0,
2252,"01/23/12 00:00:00",0,
2253,"01/24/12 00:00:00",0,
2254,"01/25/12 00:00:00",0,
2255,"01/26/12 00:00:00",0,
2256,"01/27/12 00:00:00",0,
2257,"01/28/12 00:00:00",0,
2258,"01/30/12 00:00:00",0,
2259,"01/31/12 00:00:00",0,
2260,"02/01/12 00:00:00",0,
2261,"02/02/12 00:00:00",0,
2262,"02/03/12 00:00:00",0,
2263,"02/04/12 00:00:00",0,
2264,"02/06/12 00:00:00",0,
2265,"02/07/12 00:00:00",0,
2266,"02/08/12 00:00:00",0,
2267,"02/09/12 00:00:00",0,
2268,"02/10/12 00:00:00",0,
2269,"02/11/12 00:00:00",0,
2270,"02/13/12 00:00:00",0,
2271,"02/14/12 00:00:00",0,
2272,"02/15/12 00:00:00",0,
2273,"02/16/12 00:00:00",0,
2274,"02/17/12 00:00:00",0,
2275,"02/18/12 00:00:00",0,
2276,"02/20/12 00:00:00",0,
2277,"02/21/12 00:00:00",0,
2278,"02/22/12 00:00:00",0,
2279,"02/23/12 00:00:00",0,
2280,"02/24/12 00:00:00",0,
2281,"02/25/12 00:00:00",0,
2282,"02/27/12 00:00:00",0,
2283,"02/28/12 00:00:00",0,
2284,"02/29/12 00:00:00",0,
2285,"03/01/12 00:00:00",0,
2286,"03/02/12 00:00:00",0,
2287,"03/03/12 00:00:00",0,
2288,"03/05/12 00:00:00",0,
2289,"03/06/12 00:00:00",0,
2290,"03/07/12 00:00:00",0,
2291,"03/08/12 00:00:00",0,
2292,"03/09/12 00:00:00",0,
2293,"03/10/12 00:00:00",0,
2294,"03/12/12 00:00:00",0,
2295,"03/13/12 00:00:00",0,
2296,"03/14/12 00:00:00",0,
2297,"03/16/12 00:00:00",0,
2298,"03/17/12 00:00:00",0,
2299,"03/19/12 00:00:00",0,
2300,"03/20/12 00:00:00",0,
2301,"03/21/12 00:00:00",0,
2302,"03/22/12 00:00:00",0,
2303,"03/23/12 00:00:00",0,
2304,"03/24/12 00:00:00",0,
2305,"03/26/12 00:00:00",0,
2306,"03/27/12 00:00:00",0,
2307,"03/28/12 00:00:00",0,
2308,"03/29/12 00:00:00",0,
2309,"03/30/12 00:00:00",0,
2310,"03/31/12 00:00:00",0,
2311,"04/02/12 00:00:00",0,
2312,"04/03/12 00:00:00",0,
2313,"04/04/12 00:00:00",0,
2314,"04/05/12 00:00:00",0,
2315,"04/06/12 00:00:00",0,
2316,"04/07/12 00:00:00",0,
2317,"04/09/12 00:00:00",0,
2318,"04/10/12 00:00:00",0,
2319,"04/11/12 00:00:00",0,
2320,"04/12/12 00:00:00",0,
2321,"04/13/12 00:00:00",0,
2322,"04/14/12 00:00:00",0,
2323,"04/17/12 00:00:00",0,
2324,"04/18/12 00:00:00",0,
2325,"04/19/12 00:00:00",0,
2326,"04/20/12 00:00:00",0,
2327,"04/21/12 00:00:00",0,
2328,"04/23/12 00:00:00",0,
2329,"04/24/12 00:00:00",0,
2330,"04/25/12 00:00:00",0,
2331,"04/26/12 00:00:00",0,
2332,"04/27/12 00:00:00",0,
2333,"04/28/12 00:00:00",0,
2334,"04/30/12 00:00:00",0,
2335,"05/02/12 00:00:00",0,
2336,"05/03/12 00:00:00",0,
2337,"05/04/12 00:00:00",0,
2339,"05/05/12 00:00:00",0,
2340,"05/07/12 00:00:00",0,
2342,"05/08/12 00:00:00",0,
2343,"05/09/12 00:00:00",0,
2344,"05/10/12 00:00:00",0,
2345,"05/11/12 00:00:00",0,
2346,"05/12/12 00:00:00",0,
2347,"05/14/12 00:00:00",0,
2348,"05/15/12 00:00:00",0,
2349,"05/16/12 00:00:00",0,
2350,"05/17/12 00:00:00",0,
2351,"05/18/12 00:00:00",0,
2352,"05/19/12 00:00:00",0,
2353,"05/21/12 00:00:00",0,
2354,"05/22/12 00:00:00",0,
2355,"05/23/12 00:00:00",0,
2356,"05/24/12 00:00:00",0,
2357,"05/25/12 00:00:00",0,
2358,"05/26/12 00:00:00",0,
2359,"05/28/12 00:00:00",0,
2360,"05/29/12 00:00:00",0,
2361,"05/30/12 00:00:00",0,
2362,"05/31/12 00:00:00",0,
2363,"06/01/12 00:00:00",0,
2364,"06/02/12 00:00:00",0,
2365,"06/05/12 00:00:00",0,
2366,"06/06/12 00:00:00",0,
2367,"06/07/12 00:00:00",0,
2368,"06/08/12 00:00:00",0,
2369,"06/09/12 00:00:00",0,
2370,"06/11/12 00:00:00",0,
2371,"06/12/12 00:00:00",0,
2372,"06/13/12 00:00:00",0,
2373,"06/14/12 00:00:00",0,
2374,"06/15/12 00:00:00",0,
2375,"06/16/12 00:00:00",0,
2376,"06/18/12 00:00:00",0,
2377,"06/19/12 00:00:00",0,
2378,"06/20/12 00:00:00",0,
2379,"06/21/12 00:00:00",0,
2380,"06/22/12 00:00:00",0,
2381,"06/23/12 00:00:00",0,
2382,"06/25/12 00:00:00",0,
2383,"06/26/12 00:00:00",0,
2384,"06/27/12 00:00:00",0,
2385,"06/28/12 00:00:00",0,
2386,"06/29/12 00:00:00",0,
2387,"06/30/12 00:00:00",0,
2388,"07/02/12 00:00:00",0,
2389,"07/03/12 00:00:00",0,
2390,"07/04/12 00:00:00",0,
2391,"07/05/12 00:00:00",0,
2392,"07/06/12 00:00:00",0,
2394,"07/07/12 00:00:00",0,
2395,"07/09/12 00:00:00",0,
2396,"07/10/12 00:00:00",0,
2397,"07/11/12 00:00:00",0,
2398,"07/12/12 00:00:00",0,
2399,"07/13/12 00:00:00",0,
2400,"07/14/12 00:00:00",0,
2401,"07/16/12 00:00:00",0,
2402,"07/17/12 00:00:00",0,
2403,"07/18/12 00:00:00",0,
2404,"07/19/12 00:00:00",0,
2405,"07/20/12 00:00:00",0,
2406,"07/21/12 00:00:00",0,
2407,"07/23/12 00:00:00",0,
2408,"07/24/12 00:00:00",0,
2410,"07/25/12 00:00:00",0,
2411,"07/26/12 00:00:00",0,
2413,"07/27/12 00:00:00",0,
2414,"07/28/12 00:00:00",0,
2415,"07/30/12 00:00:00",0,
2416,"07/31/12 00:00:00",0,
2417,"08/01/12 00:00:00",0,
2418,"08/02/12 00:00:00",0,
2419,"08/03/12 00:00:00",0,
2420,"08/04/12 00:00:00",0,
2421,"08/06/12 00:00:00",0,
2422,"08/07/12 00:00:00",0,
2423,"08/08/12 00:00:00",0,
2424,"08/09/12 00:00:00",0,
2425,"08/10/12 00:00:00",0,
2426,"08/11/12 00:00:00",0,
2427,"08/13/12 00:00:00",0,
2428,"08/14/12 00:00:00",0,
2429,"08/16/12 00:00:00",0,
2430,"08/17/12 00:00:00",0,
2431,"08/18/12 00:00:00",0,
2432,"08/20/12 00:00:00",0,
2433,"08/21/12 00:00:00",0,
2434,"08/22/12 00:00:00",0,
2435,"08/23/12 00:00:00",0,
2436,"08/24/12 00:00:00",0,
2437,"08/25/12 00:00:00",0,
2438,"08/27/12 00:00:00",0,
2440,"08/28/12 00:00:00",0,
2441,"08/29/12 00:00:00",0,
2442,"08/30/12 00:00:00",0,
2443,"08/31/12 00:00:00",0,
2444,"09/01/12 00:00:00",0,
2445,"09/03/12 00:00:00",0,
2446,"09/04/12 00:00:00",0,
2447,"09/05/12 00:00:00",0,
2448,"09/06/12 00:00:00",0,
2449,"09/07/12 00:00:00",0,
2450,"09/08/12 00:00:00",0,
2454,"09/10/12 00:00:00",0,
2455,"09/11/12 00:00:00",0,
2456,"09/12/12 00:00:00",0,
2457,"09/13/12 00:00:00",0,
2458,"09/14/12 00:00:00",0,
2459,"09/15/12 00:00:00",0,
2460,"09/17/12 00:00:00",0,
2461,"09/18/12 00:00:00",0,
2462,"09/19/12 00:00:00",0,
2463,"09/20/12 00:00:00",0,
2464,"09/21/12 00:00:00",0,
2465,"09/22/12 00:00:00",0,
2466,"09/24/12 00:00:00",0,
2467,"09/25/12 00:00:00",0,
2468,"09/26/12 00:00:00",0,
2469,"09/27/12 00:00:00",0,
2470,"09/28/12 00:00:00",0,
2471,"09/29/12 00:00:00",0,
2472,"10/01/12 00:00:00",0,
2473,"10/02/12 00:00:00",0,
2474,"10/03/12 00:00:00",0,
2475,"10/04/12 00:00:00",0,
2476,"10/05/12 00:00:00",0,
2477,"10/06/12 00:00:00",0,
2478,"10/08/12 00:00:00",0,
2479,"10/09/12 00:00:00",0,
2480,"10/10/12 00:00:00",0,
2481,"10/11/12 00:00:00",0,
2482,"10/12/12 00:00:00",0,
2483,"10/13/12 00:00:00",0,
2484,"10/15/12 00:00:00",0,
2485,"10/16/12 00:00:00",0,
2486,"10/17/12 00:00:00",0,
2487,"10/18/12 00:00:00",0,
2488,"10/19/12 00:00:00",0,
2489,"10/20/12 00:00:00",0,
2490,"10/22/12 00:00:00",0,
2491,"10/23/12 00:00:00",0,
2492,"10/24/12 00:00:00",0,
2493,"10/25/12 00:00:00",0,
2494,"10/26/12 00:00:00",0,
2495,"10/27/12 00:00:00",0,
2496,"10/29/12 00:00:00",0,
2497,"10/30/12 00:00:00",0,
