IDC_FASH,IDSort,IDC_FASHSxolia,IDC_FASHQuantity,IDC_FASHLoose,IDC_FASHRecipe,IDC_FASHDelete
7067,6915,,1.6399999999999999e+00,0.0000000000000000e+00,0,0
7067,7279,,9.0999999999999996e+00,0.0000000000000000e+00,0,0
7067,7513,,4.0000000000000000e+01,0.0000000000000000e+00,0,0
7068,6750,"ΠΑΓΑΚΙΑ ανάλογα",3.6000000000000000e+01,0.0000000000000000e+00,0,0
7068,6817,,2.0000000000000000e+00,0.0000000000000000e+00,0,0
7068,6871,,5.0000000000000000e+00,0.0000000000000000e+00,0,0
7068,6880,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
7068,6889,,3.5000000000000003e-02,0.0000000000000000e+00,0,0
7068,6893,,5.0000000000000003e-02,0.0000000000000000e+00,0,0
7068,6894,,2.5000000000000001e-02,0.0000000000000000e+00,0,0
7068,7231,,1.0000000000000000e+02,0.0000000000000000e+00,0,0
7068,7279,,5.0000000000000000e+00,0.0000000000000000e+00,0,0
7068,7887,,1.0000000000000001e-01,0.0000000000000000e+00,0,0
7069,6750,"ΠΑΓΑΚΙΑ ανάλογα",3.6000000000000000e+01,0.0000000000000000e+00,0,0
7069,6817,,2.0000000000000000e+00,0.0000000000000000e+00,0,0
7069,6871,,5.0000000000000000e+00,0.0000000000000000e+00,0,0
7069,6880,"για κατάψυξη  ICE",1.0000000000000000e+00,0.0000000000000000e+00,0,0
7069,6889,"βάζαμε 70 γρμ. Τωρα όχι",3.5000000000000003e-02,0.0000000000000000e+00,0,0
7069,6893,"ΑΣΠΡΟ    0,100",5.0000000000000003e-02,0.0000000000000000e+00,0,0
7069,6894,"0,05",2.5000000000000001e-02,0.0000000000000000e+00,0,0
7069,7231,,1.0000000000000000e+02,0.0000000000000000e+00,0,0
7069,7279,"Αιγοπρόβιο",5.0000000000000000e+00,0.0000000000000000e+00,0,0
7069,7887,,1.0000000000000001e-01,0.0000000000000000e+00,0,0
7070,6750,,5.3000000000000000e+01,0.0000000000000000e+00,0,0
7070,6798,,1.0000000000000000e+02,0.0000000000000000e+00,0,0
7070,6809,,1.7500000000000000e+01,0.0000000000000000e+00,0,0
7070,6814,,2.0000000000000000e+00,0.0000000000000000e+00,0,0
7070,6816,,3.5000000000000000e+00,0.0000000000000000e+00,0,0
7070,6863,,2.0000000000000000e+00,0.0000000000000000e+00,0,0
7070,6866,,1.0000000000000000e-03,0.0000000000000000e+00,0,0
7070,6871,,2.5000000000000000e+00,0.0000000000000000e+00,0,0
7070,6880,,2.0000000000000000e+00,0.0000000000000000e+00,0,0
7070,6882,,1.5000000000000000e+00,0.0000000000000000e+00,0,0
7070,6913,,2.0000000000000000e+00,0.0000000000000000e+00,0,0
7071,6750,"27",4.0000000000000000e+00,0.0000000000000000e+00,0,0
7071,6803,"100",4.7000000000000000e+01,0.0000000000000000e+00,0,0
7071,6805,,3.3000000000000000e+01,0.0000000000000000e+00,0,0
7071,6816,"36",3.8000000000000000e+01,0.0000000000000000e+00,0,0
7071,6821,,2.1099999999999999e+00,0.0000000000000000e+00,0,0
7071,6828,"4,5",1.7500000000000000e+00,0.0000000000000000e+00,0,0
7071,6838,"όκληρο α",1.2000000000000000e+01,0.0000000000000000e+00,0,0
7071,6863,"0,33",7.5000000000000000e-01,0.0000000000000000e+00,0,0
7071,6873,,2.5000000000000000e-01,0.0000000000000000e+00,0,0
7071,6877,,1.7500000000000000e+00,0.0000000000000000e+00,0,0
7071,6889,"0,22",1.9000000000000000e-01,0.0000000000000000e+00,0,0
7071,6891,,2.3999999999999999e-01,0.0000000000000000e+00,0,0
7007,6750,,4.7000000000000000e+01,0.0000000000000000e+00,0,0
7007,6797,,3.5000000000000000e+01,0.0000000000000000e+00,0,0
7007,6798,,1.0000000000000000e-03,0.0000000000000000e+00,0,0
7007,6805,,6.0000000000000000e+01,0.0000000000000000e+00,0,0
7007,6816,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
7007,6863,,2.0000000000000000e+00,0.0000000000000000e+00,0,0
7007,6871,"καλικαίρι        3,1",8.4999999999999998e-01,0.0000000000000000e+00,0,0
7007,6921,,1.5000000000000000e+00,0.0000000000000000e+00,0,0
7007,6986,,1.0000000000000000e+01,0.0000000000000000e+00,0,0
7007,7195,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
7007,7520,,5.0000000000000000e-01,0.0000000000000000e+00,0,0
7008,6750,,6.4290000000000006e+01,0.0000000000000000e+00,0,0
7008,6797,,3.0000000000000000e+01,0.0000000000000000e+00,0,0
7008,6805,,2.0000000000000000e+01,0.0000000000000000e+00,0,0
7008,6806,,4.5000000000000000e+01,0.0000000000000000e+00,0,0
7008,6808,,1.0000000000000000e-04,0.0000000000000000e+00,0,0
7008,6814,"αν δεν μπει υγρο προζ",1.0000000000000001e-05,0.0000000000000000e+00,0,0
7008,6816,,4.0000000000000002e-01,0.0000000000000000e+00,0,0
7008,6863,,2.0000000000000000e+00,0.0000000000000000e+00,0,0
7008,6867,,2.0000000000000000e+00,0.0000000000000000e+00,0,0
7008,6871,"καλοκαίρι",4.5000000000000001e-01,0.0000000000000000e+00,0,0
7008,6921,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
7008,6986,,1.0000000000000000e+01,0.0000000000000000e+00,0,0
7008,7195,"0,5",1.0000000000000000e+00,0.0000000000000000e+00,0,0
7009,6750,,5.5000000000000000e+01,0.0000000000000000e+00,0,0
7009,6797,"65 ΜΑΛΑΚΟ",6.0000000000000000e+01,0.0000000000000000e+00,0,0
7009,6805,"30 ΔΥΝΑΤΟ",3.5000000000000000e+01,0.0000000000000000e+00,0,0
7009,6814,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
7009,6816,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
7009,6863,,2.0000000000000000e+00,0.0000000000000000e+00,0,0
7009,6871,"ΧΕΙΜΩΝΑ 1,750",1.5000000000000000e+00,0.0000000000000000e+00,0,0
7009,6877,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
7009,6921,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
7009,6986,,1.0000000000000000e+01,0.0000000000000000e+00,0,0
7010,6750,,6.5000000000000000e+01,0.0000000000000000e+00,0,0
7010,6800,,4.5000000000000000e+01,0.0000000000000000e+00,0,0
7010,6805,,2.0000000000000000e+01,0.0000000000000000e+00,0,0
7010,6812,,1.5000000000000000e+01,0.0000000000000000e+00,0,0
7010,6863,,2.0000000000000000e+00,0.0000000000000000e+00,0,0
7010,6871,"ΚΑΛΟΚΑΙΡΙ 1,5%     1,8",8.0000000000000004e-01,0.0000000000000000e+00,0,0
7010,6882,"ΔΟΚΙΜΗ",0.0000000000000000e+00,0.0000000000000000e+00,0,0
7010,6921,,2.0000000000000000e+00,0.0000000000000000e+00,0,0
7010,6986,,1.0000000000000000e+01,0.0000000000000000e+00,0,0
7010,7195,,1.5000000000000000e+00,0.0000000000000000e+00,0,0
7010,7600,,1.5000000000000000e+01,0.0000000000000000e+00,0,0
7011,6750,,5.2299999999999997e+01,0.0000000000000000e+00,0,0
7011,6803,,2.0000000000000000e+01,0.0000000000000000e+00,0,0
7011,6805,"95  ΣΑΡΑΝΤΟΠΟΥΛΟΣ",7.5000000000000000e+01,0.0000000000000000e+00,0,0
7011,6814,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
7011,6816,,3.0000000000000000e+00,0.0000000000000000e+00,0,0
7011,6863,,1.8999999999999999e+00,0.0000000000000000e+00,0,0
7011,6870,,1.4299999999999999e+00,0.0000000000000000e+00,0,0
7011,6871,,3.7999999999999998e+00,0.0000000000000000e+00,0,0
7011,6877,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
7011,6913,,3.4800000000000000e+00,0.0000000000000000e+00,0,0
7011,6986,,1.0000000000000000e+01,0.0000000000000000e+00,0,0
7012,6750,,5.3399999999999999e+01,0.0000000000000000e+00,0,0
7012,6803,,1.8649999999999999e+01,0.0000000000000000e+00,0,0
7012,6811,,8.1349999999999994e+01,0.0000000000000000e+00,0,0
7012,6816,,1.0000000000000000e+01,0.0000000000000000e+00,0,0
7012,6871,,3.1099999999999999e+00,0.0000000000000000e+00,0,0
7012,6878,,2.0699999999999998e+00,0.0000000000000000e+00,0,0
7012,6880,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
7012,6913,,1.2400000000000000e+00,0.0000000000000000e+00,0,0
7012,6921,,1.2400000000000000e+00,0.0000000000000000e+00,0,0
7012,6950,,9.8399999999999999e+00,0.0000000000000000e+00,0,0
7013,6858,,2.0000000000000000e-02,0.0000000000000000e+00,0,0
7013,6916,,1.0000000000000000e-02,0.0000000000000000e+00,0,0
7013,6935,,2.5000000000000001e-02,0.0000000000000000e+00,0,0
7013,7006,,5.9999999999999998e-02,0.0000000000000000e+00,0,0
7015,6935,,6.3200000000000003e+00,0.0000000000000000e+00,0,0
7015,6997,,1.7917999999999999e+01,0.0000000000000000e+00,0,0
7016,6750,,4.8500000000000000e+01,0.0000000000000000e+00,0,0
7016,6798,,1.0000000000000000e+01,0.0000000000000000e+00,0,0
7016,6801,,2.0000000000000000e+01,0.0000000000000000e+00,0,0
7016,6806,,7.0000000000000000e+01,0.0000000000000000e+00,0,0
7016,6863,,2.5000000000000000e+00,0.0000000000000000e+00,0,0
7016,6871,"ΧΕΙΜΩΝΑ 1,8",1.3999999999999999e+00,0.0000000000000000e+00,0,0
7016,6877,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
7016,6913,,3.7500000000000000e+00,0.0000000000000000e+00,0,0
7016,6959,,6.9999999999999996e-01,0.0000000000000000e+00,0,0
7017,6750,,6.5000000000000000e+01,0.0000000000000000e+00,0,0
7017,6805,,9.0000000000000000e+01,0.0000000000000000e+00,0,0
7017,6816,,4.0000000000000002e-01,0.0000000000000000e+00,0,0
7017,6863,,2.2000000000000002e+00,0.0000000000000000e+00,0,0
7017,6871,"καλοκαίρι 0,5%",1.0000000000000000e+00,0.0000000000000000e+00,0,0
7017,6986,,2.0000000000000000e+01,0.0000000000000000e+00,0,0
7018,6750,,6.0000000000000000e+01,0.0000000000000000e+00,0,0
7018,6803,,1.0000000000000000e+01,0.0000000000000000e+00,0,0
7018,6805,,3.5000000000000000e+01,0.0000000000000000e+00,0,0
7018,6806,,5.5000000000000000e+01,0.0000000000000000e+00,0,0
7018,6814,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
7018,6816,,2.5000000000000000e+00,0.0000000000000000e+00,0,0
7018,6827,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
7018,6863,,2.2000000000000002e+00,0.0000000000000000e+00,0,0
7018,6871,,2.5000000000000000e+00,0.0000000000000000e+00,0,0
7018,6877,,8.0000000000000004e-01,0.0000000000000000e+00,0,0
7018,6878,,2.0000000000000000e+00,0.0000000000000000e+00,0,0
7018,6921,,1.0000000000000000e-03,0.0000000000000000e+00,0,0
7018,7887,,2.9999999999999999e-01,0.0000000000000000e+00,0,0
7019,6750,,6.6000000000000000e+01,0.0000000000000000e+00,0,0
7019,6806,,8.5000000000000000e+01,0.0000000000000000e+00,0,0
7019,6808,,1.5000000000000000e+01,0.0000000000000000e+00,0,0
7019,6809,"ΌΧΙ ΑΠΑΡΑΙΤΗΤΟ",1.0000000000000000e+01,0.0000000000000000e+00,0,0
7019,6863,,1.3999999999999999e+00,0.0000000000000000e+00,0,0
7019,6866,,7.4999999999999997e-02,0.0000000000000000e+00,0,0
7019,6871,,1.8999999999999999e+00,0.0000000000000000e+00,0,0
7019,6882,,2.0000000000000000e+00,0.0000000000000000e+00,0,0
7019,6885,,5.0000000000000000e-01,0.0000000000000000e+00,0,0
7019,6921,,5.0000000000000000e-01,0.0000000000000000e+00,0,0
7019,6983,,1.0000000000000000e+01,0.0000000000000000e+00,0,0
7019,7265,,1.0000000000000001e-01,0.0000000000000000e+00,0,0
7021,6750,,6.8500000000000000e+01,0.0000000000000000e+00,0,0
7021,6797,,3.0000000000000000e+01,0.0000000000000000e+00,0,0
7021,6805,,2.0000000000000000e+01,0.0000000000000000e+00,0,0
7021,6806,,5.0000000000000000e+01,0.0000000000000000e+00,0,0
7021,6814,,3.5000000000000000e+00,0.0000000000000000e+00,0,0
7021,6816,,4.0000000000000002e-01,0.0000000000000000e+00,0,0
7021,6863,,2.0000000000000000e+00,0.0000000000000000e+00,0,0
7021,6868,,8.0000000000000002e-02,0.0000000000000000e+00,0,0
7021,6871,"1,25",5.0000000000000000e-01,0.0000000000000000e+00,0,0
7021,6921,,2.0000000000000000e+00,0.0000000000000000e+00,0,0
7021,7195,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
7021,7520,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
7022,6750,,6.6000000000000000e+01,0.0000000000000000e+00,0,0
7022,6806,,8.5000000000000000e+01,0.0000000000000000e+00,0,0
7022,6808,,1.0000000000000000e+01,0.0000000000000000e+00,0,0
7022,6816,,5.0000000000000000e-01,0.0000000000000000e+00,0,0
7022,6863,,2.0000000000000000e+00,0.0000000000000000e+00,0,0
7022,6867,,2.0000000000000000e+00,0.0000000000000000e+00,0,0
7022,6871,"1,5",5.9999999999999998e-01,0.0000000000000000e+00,0,0
7022,6921,,2.0000000000000000e+00,0.0000000000000000e+00,0,0
7022,6986,,1.0000000000000000e+01,0.0000000000000000e+00,0,0
7022,7195,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
7023,6750,,6.6000000000000000e+01,0.0000000000000000e+00,0,0
7023,6805,,1.0000000000000000e+02,0.0000000000000000e+00,0,0
7023,6863,,2.0000000000000000e+00,0.0000000000000000e+00,0,0
7023,6871,,1.5000000000000000e+00,0.0000000000000000e+00,0,0
7023,6920,,3.0000000000000000e+00,0.0000000000000000e+00,0,0
7023,6986,,5.0000000000000000e+00,0.0000000000000000e+00,0,0
7023,7375,,3.4999999999999998e-01,0.0000000000000000e+00,0,0
7023,7520,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
7023,7887,,4.0000000000000002e-01,0.0000000000000000e+00,0,0
7024,6750,,6.4290000000000006e+01,0.0000000000000000e+00,0,0
7024,6797,,2.2500000000000000e+01,0.0000000000000000e+00,0,0
7024,6805,,2.0000000000000000e+01,0.0000000000000000e+00,0,0
7024,6806,,4.2500000000000000e+01,0.0000000000000000e+00,0,0
7024,6808,,1.0000000000000000e+01,0.0000000000000000e+00,0,0
7024,6814,"αν δεν μπει υγρο προζ",1.0000000000000001e-05,0.0000000000000000e+00,0,0
7024,6816,,4.0000000000000002e-01,0.0000000000000000e+00,0,0
7024,6863,,2.0000000000000000e+00,0.0000000000000000e+00,0,0
7024,6867,,2.0000000000000000e+00,0.0000000000000000e+00,0,0
7024,6871,"καλοκαίρι",1.2000000000000000e+00,0.0000000000000000e+00,0,0
7024,6877,,5.0000000000000000e-01,0.0000000000000000e+00,0,0
7024,6921,,1.0000000000000000e+00,0.0000000000000000e+00,0,0
7024,6986,,1.0000000000000000e+01,0.0000000000000000e+00,0,0
7025,6750,,6.0000000000000000e+01,0.0000000000000000e+00,0,0
