IDGDA,KCal,Proteins,Carbohydrates,Sugars,Fats,SatFats,Fibres,Sodium,Salt
3,2500,6.0000000000000000e+01,3.4000000000000000e+02,1.1000000000000000e+02,8.0000000000000000e+01,3.0000000000000000e+01,2.5000000000000000e+01,2.3999999999999999e+00,6.0000000000000000e+00
