IDB_FASH,IDSort,IDB_FASHQuantity,IDB_FASHLoose,IDB_FASHRecipe,IDB_FASHDelete
7257,6863,2.5000000000000001e-02,0.0000000000000000e+00,1,0
7257,6896,1.0000000000000000e-02,0.0000000000000000e+00,1,0
7257,7546,3.4999999999999998e-01,0.0000000000000000e+00,0,0
7258,6750,4.9000000000000000e+01,0.0000000000000000e+00,0,0
7258,6798,1.0000000000000000e+02,0.0000000000000000e+00,0,0
7258,6863,2.3999999999999999e+00,0.0000000000000000e+00,0,0
7258,6885,1.2000000000000000e+00,0.0000000000000000e+00,0,0
7258,6920,6.0000000000000000e+00,0.0000000000000000e+00,0,0
7258,7279,4.0000000000000000e+00,0.0000000000000000e+00,0,0
7258,7887,4.0000000000000002e-01,0.0000000000000000e+00,0,0
7259,7259,1.0000000000000000e+00,0.0000000000000000e+00,0,0
7260,7260,1.0000000000000000e+00,0.0000000000000000e+00,0,0
7261,7261,1.0000000000000000e+00,0.0000000000000000e+00,0,0
7263,7263,1.0000000000000000e+00,0.0000000000000000e+00,0,0
7264,7264,1.0000000000000000e+00,0.0000000000000000e+00,0,0
7265,7265,1.0000000000000000e+00,0.0000000000000000e+00,0,0
7266,7266,1.0000000000000000e+00,0.0000000000000000e+00,0,0
7267,7267,1.0000000000000000e+00,0.0000000000000000e+00,0,0
7268,7268,1.0000000000000000e+00,0.0000000000000000e+00,0,0
7269,7269,1.0000000000000000e+00,0.0000000000000000e+00,0,0
7270,7270,1.0000000000000000e+00,0.0000000000000000e+00,0,0
7272,7272,1.0000000000000000e+00,0.0000000000000000e+00,0,0
7275,7275,1.0000000000000000e+00,0.0000000000000000e+00,0,0
7276,7276,1.0000000000000000e+00,0.0000000000000000e+00,0,0
7277,7277,1.0000000000000000e+00,0.0000000000000000e+00,0,0
7278,7278,1.0000000000000000e+00,0.0000000000000000e+00,0,0
7279,7279,1.0000000000000000e+00,0.0000000000000000e+00,0,0
7285,7285,1.0000000000000000e+00,0.0000000000000000e+00,0,0
7292,7292,1.0000000000000000e+00,0.0000000000000000e+00,0,0
7298,7298,1.0000000000000000e+00,0.0000000000000000e+00,0,0
7307,7307,1.0000000000000000e+00,0.0000000000000000e+00,0,0
7309,7309,1.0000000000000000e+00,0.0000000000000000e+00,0,0
7310,7310,1.0000000000000000e+00,0.0000000000000000e+00,0,0
7314,7314,1.0000000000000000e+00,0.0000000000000000e+00,0,0
7317,7317,1.0000000000000000e+00,0.0000000000000000e+00,0,0
7318,7318,1.0000000000000000e+00,0.0000000000000000e+00,0,0
7331,7331,1.0000000000000000e+00,0.0000000000000000e+00,0,0
7332,7332,1.0000000000000000e+00,0.0000000000000000e+00,0,0
7334,7334,1.0000000000000000e+00,0.0000000000000000e+00,0,0
7336,7336,1.0000000000000000e+00,0.0000000000000000e+00,0,0
7337,7337,1.0000000000000000e+00,0.0000000000000000e+00,0,0
7338,7338,1.0000000000000000e+00,0.0000000000000000e+00,0,0
7339,7339,1.0000000000000000e+00,0.0000000000000000e+00,0,0
7351,7351,1.0000000000000000e+00,0.0000000000000000e+00,0,0
7354,6750,5.2000000000000000e+01,0.0000000000000000e+00,0,0
7354,6798,3.5000000000000000e+01,0.0000000000000000e+00,0,0
7354,6806,4.0000000000000000e+01,0.0000000000000000e+00,0,0
7354,6812,2.5000000000000000e+01,0.0000000000000000e+00,0,0
7354,6816,2.0000000000000000e+00,0.0000000000000000e+00,0,0
7354,6863,2.1000000000000001e+00,0.0000000000000000e+00,0,0
7354,6871,1.8000000000000000e+00,0.0000000000000000e+00,0,0
7354,6877,1.0000000000000000e+00,0.0000000000000000e+00,0,0
7354,6920,6.7500000000000000e+00,0.0000000000000000e+00,0,0
7354,6921,6.7500000000000000e+00,0.0000000000000000e+00,0,0
7354,7375,2.0000000000000001e-01,0.0000000000000000e+00,0,0
7354,7639,3.4999999999999998e-01,0.0000000000000000e+00,0,0
7358,6750,5.8000000000000000e+01,0.0000000000000000e+00,0,0
7358,6798,3.5000000000000000e+01,0.0000000000000000e+00,0,0
7358,6802,1.5000000000000000e+01,0.0000000000000000e+00,0,0
7358,6863,2.0000000000000000e+00,0.0000000000000000e+00,0,0
7358,6867,1.2000000000000000e+00,0.0000000000000000e+00,0,0
7358,6871,1.5000000000000000e+00,0.0000000000000000e+00,0,0
7358,6877,8.0000000000000004e-01,0.0000000000000000e+00,0,0
7358,6916,3.5000000000000000e+00,0.0000000000000000e+00,0,0
7358,7205,5.0000000000000000e+01,0.0000000000000000e+00,0,0
7358,7383,2.5000000000000000e-01,0.0000000000000000e+00,0,0
7358,7639,3.4999999999999998e-01,0.0000000000000000e+00,0,0
7360,6750,5.7000000000000000e+01,0.0000000000000000e+00,0,0
7360,6798,6.0000000000000000e+01,0.0000000000000000e+00,0,0
7360,6806,3.0000000000000000e+01,0.0000000000000000e+00,0,0
7360,6813,1.0000000000000000e+01,0.0000000000000000e+00,0,0
7360,6863,1.6000000000000001e+00,0.0000000000000000e+00,0,0
7360,6871,1.5000000000000000e+00,0.0000000000000000e+00,0,0
7360,6877,8.0000000000000004e-01,0.0000000000000000e+00,0,0
7360,6882,8.0000000000000004e-01,0.0000000000000000e+00,0,0
7360,6916,3.5000000000000000e+00,0.0000000000000000e+00,0,0
7360,7213,3.4000000000000002e-01,0.0000000000000000e+00,0,0
7360,7639,3.4999999999999998e-01,0.0000000000000000e+00,0,0
7362,6750,6.0000000000000000e+01,0.0000000000000000e+00,0,0
7362,6798,5.5000000000000000e+01,0.0000000000000000e+00,0,0
7362,6799,3.0000000000000000e+01,0.0000000000000000e+00,0,0
7362,6802,1.5000000000000000e+01,0.0000000000000000e+00,0,0
7362,6816,2.0000000000000000e+00,0.0000000000000000e+00,0,0
7362,6863,1.8000000000000000e+00,0.0000000000000000e+00,0,0
7362,6869,4.0000000000000002e-01,0.0000000000000000e+00,0,0
7362,6871,3.0000000000000000e+00,0.0000000000000000e+00,0,0
7362,6877,8.0000000000000004e-01,0.0000000000000000e+00,0,0
7362,6882,2.0000000000000000e+00,0.0000000000000000e+00,0,0
7362,6916,3.5000000000000000e+00,0.0000000000000000e+00,0,0
7362,7639,1.0000000000000000e-04,0.0000000000000000e+00,0,0
7363,6750,5.6000000000000000e+01,0.0000000000000000e+00,0,0
7363,6798,5.0000000000000000e+01,0.0000000000000000e+00,0,0
7363,6805,5.0000000000000000e+01,0.0000000000000000e+00,0,0
7363,6816,3.0000000000000000e+00,0.0000000000000000e+00,0,0
7363,6863,1.8000000000000000e+00,0.0000000000000000e+00,0,0
7363,6871,3.2500000000000000e+00,0.0000000000000000e+00,0,0
7363,6873,1.2000000000000000e+00,0.0000000000000000e+00,0,0
7363,6877,8.0000000000000004e-01,0.0000000000000000e+00,0,0
7363,6913,5.0000000000000000e+00,0.0000000000000000e+00,0,0
7363,7375,4.0000000000000002e-01,0.0000000000000000e+00,0,0
7363,7407,1.0000000000000000e+01,0.0000000000000000e+00,0,0
7363,7639,3.4999999999999998e-01,0.0000000000000000e+00,0,0
7365,7365,1.0000000000000000e+00,0.0000000000000000e+00,0,0
7367,6750,2.2219999999999999e+01,0.0000000000000000e+00,0,0
7367,6804,5.5549999999999997e+01,0.0000000000000000e+00,0,0
7367,6816,2.2000000000000002e+00,0.0000000000000000e+00,0,0
7367,6871,2.2200000000000002e+00,0.0000000000000000e+00,0,0
7367,6880,1.1000000000000001e+00,0.0000000000000000e+00,0,0
7367,6914,0.0000000000000000e+00,0.0000000000000000e+00,0,0
7367,6951,4.4439999999999998e+01,0.0000000000000000e+00,0,0
7369,6750,4.0000000000000000e+00,0.0000000000000000e+00,0,0
7369,6804,5.0000000000000000e+00,0.0000000000000000e+00,0,0
7369,6871,1.0000000000000001e-01,0.0000000000000000e+00,0,0
7369,6880,1.0000000000000001e-01,0.0000000000000000e+00,0,0
7369,6951,2.0000000000000000e+00,0.0000000000000000e+00,0,0
7370,6750,1.3999999999999999e+00,0.0000000000000000e+00,0,0
7370,6804,3.0000000000000000e+00,0.0000000000000000e+00,0,0
7370,6816,1.0000000000000001e-01,0.0000000000000000e+00,0,0
7370,6863,5.0000000000000003e-02,0.0000000000000000e+00,0,0
7370,6880,5.9999999999999998e-02,0.0000000000000000e+00,0,0
7370,6914,1.3000000000000000e+00,0.0000000000000000e+00,0,0
7372,6750,4.0000000000000002e-01,0.0000000000000000e+00,0,0
7372,6803,1.2500000000000000e+00,0.0000000000000000e+00,0,0
7372,6804,1.2500000000000000e+00,0.0000000000000000e+00,0,0
7372,6816,1.0000000000000001e-01,0.0000000000000000e+00,0,0
7372,6863,5.9999999999999998e-02,0.0000000000000000e+00,0,0
7372,6871,2.0000000000000001e-01,0.0000000000000000e+00,0,0
7372,6899,2.5000000000000000e-01,0.0000000000000000e+00,0,0
7372,6913,1.0000000000000000e+00,0.0000000000000000e+00,0,0
7372,6919,2.9999999999999999e-01,0.0000000000000000e+00,0,0
7373,6750,6.7700000000000003e+01,0.0000000000000000e+00,0,0
7373,6797,4.0000000000000000e+01,0.0000000000000000e+00,0,0
7373,6863,1.8999999999999999e+00,0.0000000000000000e+00,0,0
7373,7198,5.3000000000000003e-01,0.0000000000000000e+00,0,0
7373,7338,2.0000000000000000e+01,0.0000000000000000e+00,0,0
7373,7600,4.0000000000000000e+01,0.0000000000000000e+00,0,0
7374,6750,6.5000000000000000e+01,0.0000000000000000e+00,0,0
7374,6797,8.1000000000000000e+01,0.0000000000000000e+00,0,0
7374,6802,1.8000000000000000e+01,0.0000000000000000e+00,0,0
7374,6863,1.6000000000000001e+00,0.0000000000000000e+00,0,0
7374,6868,8.0000000000000004e-01,0.0000000000000000e+00,0,0
7374,6869,2.0000000000000000e+00,0.0000000000000000e+00,0,0
7374,6871,2.2000000000000002e+00,0.0000000000000000e+00,0,0
7374,6900,5.0000000000000000e+00,0.0000000000000000e+00,0,0
7374,6913,5.0000000000000000e+00,0.0000000000000000e+00,0,0
7374,6945,4.0000000000000000e+00,0.0000000000000000e+00,0,0
7374,6961,4.0000000000000000e+00,0.0000000000000000e+00,0,0
7374,6962,4.0000000000000000e+00,0.0000000000000000e+00,0,0
7374,7639,3.4999999999999998e-01,0.0000000000000000e+00,0,0
7375,7375,1.0000000000000000e+00,0.0000000000000000e+00,0,0
7376,7376,1.0000000000000000e+00,0.0000000000000000e+00,0,0
7378,6808,2.1000000000000001e+00,0.0000000000000000e+00,1,0
7378,6829,1.0000000000000000e+01,0.0000000000000000e+00,1,0
7378,6833,5.0000000000000000e+00,0.0000000000000000e+00,1,0
7378,6834,1.5000000000000000e+01,0.0000000000000000e+00,1,0
7378,6899,1.5000000000000000e+00,0.0000000000000000e+00,1,0
7378,7379,2.0000000000000000e+00,0.0000000000000000e+00,1,0
7378,8073,1.0000000000000000e+01,0.0000000000000000e+00,0,0
7379,7379,1.0000000000000000e+00,0.0000000000000000e+00,0,0
7380,7380,1.0000000000000000e+00,0.0000000000000000e+00,0,0
7382,7382,1.0000000000000000e+00,0.0000000000000000e+00,0,0
7383,7383,1.0000000000000000e+00,0.0000000000000000e+00,0,0
7384,7384,1.0000000000000000e+00,0.0000000000000000e+00,0,0
7385,7385,1.0000000000000000e+00,0.0000000000000000e+00,0,0
7386,7386,1.0000000000000000e+00,0.0000000000000000e+00,0,0
7390,7390,1.0000000000000000e+00,0.0000000000000000e+00,0,0
7391,7391,1.0000000000000000e+00,0.0000000000000000e+00,0,0
7394,6797,8.0000000000000000e+00,0.0000000000000000e+00,0,0
7394,6817,2.2570000000000001e+00,0.0000000000000000e+00,0,0
7394,6838,1.8810000000000000e+00,0.0000000000000000e+00,0,0
7394,6862,1.3200000000000001e-01,0.0000000000000000e+00,0,0
7394,6890,1.8800000000000000e-01,0.0000000000000000e+00,0,0
7394,6913,1.8810000000000000e+00,0.0000000000000000e+00,0,0
7394,6921,2.2570000000000001e+00,0.0000000000000000e+00,0,0
7395,6817,1.5000000000000000e+00,0.0000000000000000e+00,0,0
7395,6900,1.5000000000000000e+00,0.0000000000000000e+00,0,0
7395,7222,3.0000000000000000e+00,0.0000000000000000e+00,0,0
7397,6830,1.0000000000000000e+00,0.0000000000000000e+00,1,0
7397,7223,1.0000000000000000e+00,0.0000000000000000e+00,1,0
7397,7248,1.0000000000000000e+00,0.0000000000000000e+00,1,0
7398,6846,2.0000000000000001e-01,0.0000000000000000e+00,1,0
7398,6848,5.9999999999999998e-01,0.0000000000000000e+00,1,0
7398,7251,5.0000000000000001e-03,0.0000000000000000e+00,1,0
7400,7400,1.0000000000000000e+00,0.0000000000000000e+00,0,0
7404,6750,1.8180000000000000e+01,0.0000000000000000e+00,0,0
7404,6797,1.3640000000000001e+01,0.0000000000000000e+00,0,0
7404,6803,6.8180000000000007e+01,0.0000000000000000e+00,0,0
7404,6816,1.1359999999999999e+01,0.0000000000000000e+00,0,0
7404,6863,2.2700000000000000e+00,0.0000000000000000e+00,0,0
7404,6871,3.6400000000000001e+00,0.0000000000000000e+00,0,0
7404,6913,1.0000000000000000e+01,0.0000000000000000e+00,0,0
7404,7279,1.3300000000000000e+02,0.0000000000000000e+00,0,0
7404,8073,3.1820000000000000e+01,0.0000000000000000e+00,0,0
7405,6750,6.0000000000000000e+00,0.0000000000000000e+00,0,0
7405,6798,1.0000000000000000e+02,0.0000000000000000e+00,0,0
7405,6832,4.0000000000000000e+00,0.0000000000000000e+00,0,0
7405,6862,2.0000000000000000e+00,0.0000000000000000e+00,0,0
7405,6863,2.0000000000000000e+00,0.0000000000000000e+00,0,0
7405,6871,5.2999999999999998e+00,0.0000000000000000e+00,0,0
7405,6899,1.5000000000000000e+01,0.0000000000000000e+00,0,0
7405,7279,5.5000000000000000e+01,0.0000000000000000e+00,0,0
7405,8073,2.0000000000000000e+01,0.0000000000000000e+00,0,0
7406,6750,5.0000000000000000e+01,0.0000000000000000e+00,0,0
7406,6804,5.0000000000000000e+01,0.0000000000000000e+00,0,0
7406,6805,5.0000000000000000e+01,0.0000000000000000e+00,0,0
7406,6863,3.0000000000000000e+00,0.0000000000000000e+00,0,0
7406,7279,1.5000000000000000e+01,0.0000000000000000e+00,0,0
7407,7407,1.0000000000000000e+00,0.0000000000000000e+00,0,0
7408,7408,1.0000000000000000e+00,0.0000000000000000e+00,0,0
7409,7409,1.0000000000000000e+00,0.0000000000000000e+00,0,0
7410,7410,1.0000000000000000e+00,0.0000000000000000e+00,0,0
7411,7411,1.0000000000000000e+00,0.0000000000000000e+00,0,0
7437,6750,6.3000000000000000e+01,0.0000000000000000e+00,1,0
7437,6797,3.0000000000000000e+01,0.0000000000000000e+00,1,0
7437,6805,2.5000000000000000e+01,0.0000000000000000e+00,1,0
7437,6806,4.5000000000000000e+01,0.0000000000000000e+00,1,0
7437,6808,1.0000000000000000e-03,0.0000000000000000e+00,1,0
7437,6814,1.0000000000000000e+00,0.0000000000000000e+00,1,0
7437,6863,2.0000000000000000e+00,0.0000000000000000e+00,1,0
7437,6868,8.9999999999999997e-02,0.0000000000000000e+00,1,0
7437,6870,1.0000000000000000e+00,0.0000000000000000e+00,1,0
7437,6871,1.5000000000000000e+00,0.0000000000000000e+00,1,0
7437,6882,2.0000000000000000e+00,0.0000000000000000e+00,1,0
7437,6921,2.0000000000000000e+00,0.0000000000000000e+00,1,0
7437,7261,1.5000000000000000e+00,0.0000000000000000e+00,1,0
7443,6750,5.6000000000000000e+01,0.0000000000000000e+00,0,0
7443,6805,7.5000000000000000e+01,0.0000000000000000e+00,0,0
7443,6863,1.0000000000000000e+00,0.0000000000000000e+00,0,0
7443,6871,5.0000000000000000e-01,0.0000000000000000e+00,0,0
7443,6877,1.0000000000000000e+00,0.0000000000000000e+00,0,0
7443,6913,2.0000000000000000e+00,0.0000000000000000e+00,0,0
7443,7572,2.5000000000000000e+01,0.0000000000000000e+00,0,0
7444,6750,3.2000000000000000e+01,0.0000000000000000e+00,0,0
7444,6798,5.0000000000000000e+01,0.0000000000000000e+00,0,0
7444,6871,2.5000000000000000e+00,0.0000000000000000e+00,0,0
7444,6920,3.0000000000000000e+00,0.0000000000000000e+00,0,0
7444,6955,1.2500000000000000e+01,0.0000000000000000e+00,0,0
7458,7458,1.0000000000000000e+00,0.0000000000000000e+00,0,0
7460,7460,1.0000000000000000e+00,0.0000000000000000e+00,0,0
7464,6750,5.0000000000000000e+01,0.0000000000000000e+00,0,0
7464,6803,6.6665999999999997e+01,0.0000000000000000e+00,0,0
7464,6805,3.3332999999999998e+01,0.0000000000000000e+00,0,0
7464,6816,8.0000000000000000e+00,0.0000000000000000e+00,0,0
7464,6828,4.0000000000000000e+00,0.0000000000000000e+00,0,0
7464,6863,2.0000000000000000e+00,0.0000000000000000e+00,0,0
7464,6870,1.0000000000000000e+00,0.0000000000000000e+00,0,0
7464,6871,6.0000000000000000e+00,0.0000000000000000e+00,0,0
7464,6880,1.5000000000000000e+00,0.0000000000000000e+00,0,0
7464,7279,5.0000000000000000e+00,0.0000000000000000e+00,0,0
7468,6805,2.0000000000000000e+01,0.0000000000000000e+00,1,0
7468,6829,6.0000000000000000e+00,0.0000000000000000e+00,1,0
7468,6832,1.6000000000000000e+01,0.0000000000000000e+00,1,0
7468,6833,3.8000000000000000e+01,0.0000000000000000e+00,1,0
7468,6834,1.0000000000000000e+02,0.0000000000000000e+00,1,0
7468,6899,1.0000000000000000e+01,0.0000000000000000e+00,1,0
7468,7574,5.3000000000000000e+01,0.0000000000000000e+00,0,0
7468,7631,3.0000000000000000e+00,0.0000000000000000e+00,0,0
7468,8073,3.1899999999999999e+00,0.0000000000000000e+00,0,0
7468,8074,1.7499999999999999e-01,0.0000000000000000e+00,0,0
7469,7469,1.0000000000000000e+00,0.0000000000000000e+00,0,0
7470,6750,3.1000000000000001e+00,0.0000000000000000e+00,0,0
7470,6803,4.0000000000000000e+00,0.0000000000000000e+00,0,0
7470,6871,2.9999999999999999e-01,0.0000000000000000e+00,0,0
7470,6880,1.6000000000000000e-01,0.0000000000000000e+00,0,0
7470,6899,4.0000000000000002e-01,0.0000000000000000e+00,0,0
7470,6914,3.0000000000000000e+00,0.0000000000000000e+00,0,0
7470,6954,4.0000000000000000e+00,0.0000000000000000e+00,0,0
7471,7471,1.0000000000000000e+00,0.0000000000000000e+00,0,0
7478,6750,5.6299999999999997e+01,0.0000000000000000e+00,0,0
7478,6800,8.6299999999999997e+01,0.0000000000000000e+00,0,0
7478,6809,1.5070000000000000e+01,0.0000000000000000e+00,0,0
7478,6863,1.8300000000000001e+00,0.0000000000000000e+00,0,0
7478,6869,2.7000000000000002e-01,0.0000000000000000e+00,0,0
7478,6871,2.0000000000000000e+00,0.0000000000000000e+00,0,0
7478,6877,1.0000000000000000e+00,0.0000000000000000e+00,0,0
7478,6882,1.9199999999999999e+00,0.0000000000000000e+00,0,0
7478,6921,1.9600000000000000e+00,0.0000000000000000e+00,0,0
7478,7365,1.3699999999999999e+01,0.0000000000000000e+00,0,0
7479,6750,5.9000000000000000e+01,0.0000000000000000e+00,0,0
7479,6798,5.5500000000000000e+01,0.0000000000000000e+00,0,0
7479,6870,1.0000000000000000e-03,0.0000000000000000e+00,0,0
7479,6871,3.0000000000000000e+00,0.0000000000000000e+00,0,0
7479,6880,2.0000000000000000e+00,0.0000000000000000e+00,0,0
7479,6882,1.0000000000000000e+00,0.0000000000000000e+00,0,0
7479,6913,3.7000000000000002e+00,0.0000000000000000e+00,0,0
7479,6949,1.0000000000000000e+00,0.0000000000000000e+00,0,0
7479,6951,4.4500000000000000e+01,0.0000000000000000e+00,0,0
7480,6750,6.3500000000000000e+01,0.0000000000000000e+00,0,0
7480,6799,1.0000000000000000e+01,0.0000000000000000e+00,0,0
7480,6802,3.0000000000000000e+01,0.0000000000000000e+00,0,0
7480,6805,4.0000000000000000e+01,0.0000000000000000e+00,0,0
7480,6813,2.0000000000000000e+01,0.0000000000000000e+00,0,0
7480,6863,2.0000000000000000e+00,0.0000000000000000e+00,0,0
7480,6869,4.0000000000000002e-01,0.0000000000000000e+00,0,0
7480,6870,1.1299999999999999e+00,0.0000000000000000e+00,0,0
7480,6871,2.0000000000000000e+00,0.0000000000000000e+00,0,0
7480,6879,9.3999999999999995e-01,0.0000000000000000e+00,0,0
7480,6882,1.1299999999999999e+00,0.0000000000000000e+00,0,0
7480,6913,4.6799999999999997e+00,0.0000000000000000e+00,0,0
7480,6952,1.0000000000000000e+00,0.0000000000000000e+00,0,0
7480,6959,2.6000000000000001e-01,0.0000000000000000e+00,0,0
7480,7265,5.5000000000000004e-01,0.0000000000000000e+00,0,0
7481,6750,5.9000000000000000e+01,0.0000000000000000e+00,0,0
7481,6798,5.5500000000000000e+01,0.0000000000000000e+00,0,0
7481,6870,1.0000000000000000e-03,0.0000000000000000e+00,0,0
7481,6871,3.0000000000000000e+00,0.0000000000000000e+00,0,0
7481,6880,2.0000000000000000e+00,0.0000000000000000e+00,0,0
7481,6882,1.0000000000000000e+00,0.0000000000000000e+00,0,0
7481,6913,3.7000000000000002e+00,0.0000000000000000e+00,0,0
7481,6949,1.0000000000000000e+00,0.0000000000000000e+00,0,0
7481,6951,4.4500000000000000e+01,0.0000000000000000e+00,0,0
7482,6750,5.4000000000000000e+01,0.0000000000000000e+00,0,0
7482,6798,7.8000000000000000e+01,0.0000000000000000e+00,0,0
7482,6866,1.0000000000000000e-03,0.0000000000000000e+00,0,0
7482,6871,4.7999999999999998e+00,0.0000000000000000e+00,0,0
7482,6877,1.5000000000000000e+00,0.0000000000000000e+00,0,0
7482,6878,2.8999999999999999e+00,0.0000000000000000e+00,0,0
7482,6948,2.1000000000000000e+01,0.0000000000000000e+00,0,0
7482,6949,1.0000000000000000e+00,0.0000000000000000e+00,0,0
7484,6750,9.3799999999999994e-01,0.0000000000000000e+00,0,0
7484,6890,2.8999999999999998e-03,0.0000000000000000e+00,0,0
7484,6899,0.0000000000000000e+00,0.0000000000000000e+00,0,0
7484,6921,9.3799999999999994e-01,0.0000000000000000e+00,0,0
7484,7553,2.2500000000000000e+00,0.0000000000000000e+00,0,0
7496,7496,1.0000000000000000e+00,0.0000000000000000e+00,0,0
7497,7497,1.0000000000000000e+00,0.0000000000000000e+00,0,0
7498,7498,1.0000000000000000e+00,0.0000000000000000e+00,0,0
7504,6750,5.0000000000000000e+01,0.0000000000000000e+00,0,0
7504,6803,1.0000000000000000e+02,0.0000000000000000e+00,0,0
7504,6816,1.0000000000000000e+01,0.0000000000000000e+00,0,0
7504,6828,1.0000000000000000e+01,0.0000000000000000e+00,0,0
7504,6863,2.0000000000000000e+00,0.0000000000000000e+00,0,0
7504,6870,1.0000000000000000e+00,0.0000000000000000e+00,0,0
7504,6871,6.0000000000000000e+00,0.0000000000000000e+00,0,0
7504,6877,1.5000000000000000e+00,0.0000000000000000e+00,0,0
7504,7279,1.0000000000000000e+01,0.0000000000000000e+00,0,0
7506,7506,1.0000000000000000e+00,0.0000000000000000e+00,0,0
7507,7507,1.0000000000000000e+00,0.0000000000000000e+00,0,0
7509,7509,1.0000000000000000e+00,0.0000000000000000e+00,0,0
7510,7510,1.0000000000000000e+00,0.0000000000000000e+00,0,0
7511,7511,1.0000000000000000e+00,0.0000000000000000e+00,0,0
7512,7512,1.0000000000000000e+00,0.0000000000000000e+00,0,0
7513,6750,1.0000000000000000e+02,0.0000000000000000e+00,0,0
7513,6798,1.0000000000000000e+02,0.0000000000000000e+00,0,0
7513,6871,5.0000000000000000e+01,0.0000000000000000e+00,0,0
7515,7515,1.0000000000000000e+00,0.0000000000000000e+00,0,0
7517,6797,1.0000000000000000e+01,0.0000000000000000e+00,0,0
7517,6798,8.0000000000000000e+01,0.0000000000000000e+00,0,0
7517,6799,1.0000000000000000e+01,0.0000000000000000e+00,0,0
7517,6809,2.0000000000000000e+01,0.0000000000000000e+00,0,0
7517,6863,2.6600000000000001e+00,0.0000000000000000e+00,0,0
7517,6871,4.0000000000000000e+00,0.0000000000000000e+00,0,0
7517,6885,1.0000000000000000e+00,0.0000000000000000e+00,0,0
7517,6914,3.4399999999999999e+01,0.0000000000000000e+00,0,0
7517,7279,1.0000000000000000e+01,0.0000000000000000e+00,0,0
7518,6750,5.4000000000000000e+01,0.0000000000000000e+00,0,0
7518,6816,2.5000000000000000e+00,0.0000000000000000e+00,0,0
7518,6863,2.7000000000000002e+00,0.0000000000000000e+00,0,0
7518,6871,4.0000000000000002e-01,0.0000000000000000e+00,0,0
7518,6920,3.2000000000000002e+00,0.0000000000000000e+00,0,0
7518,7200,1.0000000000000000e+02,0.0000000000000000e+00,0,0
7518,7520,1.2000000000000000e+00,0.0000000000000000e+00,0,0
7518,7887,1.7000000000000001e-01,0.0000000000000000e+00,0,0
7520,7520,1.0000000000000000e+00,0.0000000000000000e+00,0,0
7521,6863,2.0000000000000000e-02,0.0000000000000000e+00,1,0
7521,6896,5.0000000000000001e-03,0.0000000000000000e+00,1,0
7521,6918,2.0000000000000001e-01,0.0000000000000000e+00,1,0
7521,7546,2.0000000000000001e-01,0.0000000000000000e+00,1,0
7521,7547,3.0000000000000001e-03,0.0000000000000000e+00,1,0
7521,7590,2.7999999999999998e+00,0.0000000000000000e+00,1,0
7522,6805,2.0000000000000000e+01,0.0000000000000000e+00,1,0
7522,6829,6.0000000000000000e+00,0.0000000000000000e+00,1,0
7522,6832,1.6000000000000000e+01,0.0000000000000000e+00,1,0
7522,6833,3.8000000000000000e+01,0.0000000000000000e+00,1,0
7522,6834,1.0000000000000000e+02,0.0000000000000000e+00,1,0
7522,6899,1.0000000000000000e+01,0.0000000000000000e+00,1,0
7522,7631,5.0000000000000000e+00,0.0000000000000000e+00,0,0
7523,6797,1.4999999999999999e-01,0.0000000000000000e+00,0,0
7523,7279,1.2500000000000000e-01,0.0000000000000000e+00,0,0
7524,6842,5.0000000000000000e-01,0.0000000000000000e+00,1,0
7524,6863,2.0000000000000000e-02,0.0000000000000000e+00,1,0
7524,6896,1.0000000000000000e-02,0.0000000000000000e+00,1,0
7524,6933,1.4999999999999999e-01,0.0000000000000000e+00,0,0
7524,7251,2.0000000000000000e-02,0.0000000000000000e+00,1,0
7524,7548,2.0000000000000000e+00,0.0000000000000000e+00,1,0
7524,7549,5.0000000000000000e-01,0.0000000000000000e+00,1,0
7524,7631,8.0000000000000002e-02,0.0000000000000000e+00,1,0
7525,6797,7.4999999999999997e-02,0.0000000000000000e+00,1,0
7525,6842,5.0000000000000000e-01,0.0000000000000000e+00,1,0
7525,6848,5.0000000000000000e-01,0.0000000000000000e+00,1,0
7525,6863,2.0000000000000000e-02,0.0000000000000000e+00,1,0
7525,6896,1.0000000000000000e-02,0.0000000000000000e+00,1,0
7525,7251,2.0000000000000000e-02,0.0000000000000000e+00,1,0
7525,7548,2.0000000000000000e+00,0.0000000000000000e+00,1,0
7525,7631,1.7999999999999999e-01,0.0000000000000000e+00,0,0
7540,6863,2.0000000000000000e-02,0.0000000000000000e+00,1,0
7540,6896,5.0000000000000001e-03,0.0000000000000000e+00,1,0
7540,6918,2.0000000000000001e-01,0.0000000000000000e+00,1,0
7540,7546,2.0000000000000001e-01,0.0000000000000000e+00,1,0
7540,7547,3.0000000000000001e-03,0.0000000000000000e+00,1,0
7540,7590,2.7999999999999998e+00,0.0000000000000000e+00,1,0
7544,6750,6.6000000000000000e+01,0.0000000000000000e+00,0,0
7544,6805,1.0000000000000000e+02,0.0000000000000000e+00,0,0
7544,6809,5.0000000000000000e+00,0.0000000000000000e+00,0,0
7544,6863,2.0000000000000000e+00,0.0000000000000000e+00,0,0
7544,6871,1.5000000000000000e+00,0.0000000000000000e+00,0,0
7544,6920,9.9999999999999995e-07,0.0000000000000000e+00,0,0
7544,7375,3.4999999999999998e-01,0.0000000000000000e+00,0,0
7544,7520,1.0000000000000000e+00,0.0000000000000000e+00,0,0
7546,7546,1.0000000000000000e+00,0.0000000000000000e+00,0,0
