IDB_FASH,IDSort,IDB_FASHQuantity,IDB_FASHLoose,IDB_FASHRecipe,IDB_FASHDelete
6960,6960,1.0000000000000000e+00,0.0000000000000000e+00,0,0
6961,6961,1.0000000000000000e+00,0.0000000000000000e+00,0,0
6962,6962,1.0000000000000000e+00,0.0000000000000000e+00,0,0
6963,6963,1.0000000000000000e+00,0.0000000000000000e+00,0,0
6964,6964,1.0000000000000000e+00,0.0000000000000000e+00,0,0
6965,6965,1.0000000000000000e+00,0.0000000000000000e+00,0,0
6966,6966,1.0000000000000000e+00,0.0000000000000000e+00,0,0
6967,6967,1.0000000000000000e+00,0.0000000000000000e+00,0,0
6968,6968,1.0000000000000000e+00,0.0000000000000000e+00,0,0
6969,6969,1.0000000000000000e+00,0.0000000000000000e+00,0,0
6970,6970,1.0000000000000000e+00,0.0000000000000000e+00,0,0
6971,6971,1.0000000000000000e+00,0.0000000000000000e+00,0,0
6972,6972,1.0000000000000000e+00,0.0000000000000000e+00,0,0
6973,6973,1.0000000000000000e+00,0.0000000000000000e+00,0,0
6974,6974,1.0000000000000000e+00,0.0000000000000000e+00,0,0
6975,6975,1.0000000000000000e+00,0.0000000000000000e+00,0,0
6976,6976,1.0000000000000000e+00,0.0000000000000000e+00,0,0
6977,6977,1.0000000000000000e+00,0.0000000000000000e+00,0,0
6978,6978,1.0000000000000000e+00,0.0000000000000000e+00,0,0
6979,6979,1.0000000000000000e+00,0.0000000000000000e+00,0,0
6981,6750,1.0000000000000000e+00,0.0000000000000000e+00,0,0
6981,6805,2.0000000000000000e+00,0.0000000000000000e+00,0,0
6981,6871,1.0000000000000000e-02,0.0000000000000000e+00,0,0
6982,6750,5.5000000000000000e+01,0.0000000000000000e+00,0,0
6982,6805,1.0000000000000000e+02,0.0000000000000000e+00,0,0
6982,6863,2.0000000000000000e+00,0.0000000000000000e+00,0,0
6982,6871,2.0000000000000000e+00,0.0000000000000000e+00,0,0
6983,6750,5.5000000000000000e+01,0.0000000000000000e+00,0,0
6983,6805,1.0500000000000000e+02,0.0000000000000000e+00,0,0
6983,6863,8.5000000000000000e+00,0.0000000000000000e+00,0,0
6983,6871,2.5000000000000000e+00,0.0000000000000000e+00,0,0
6983,6959,6.3000000000000000e-01,0.0000000000000000e+00,0,0
6984,6750,4.3299999999999997e+01,0.0000000000000000e+00,0,0
6984,6798,8.0000000000000000e+01,0.0000000000000000e+00,0,0
6984,6803,2.0000000000000000e+01,0.0000000000000000e+00,0,0
6984,6816,5.2999999999999998e+00,0.0000000000000000e+00,0,0
6984,6828,2.6699999999999999e+00,0.0000000000000000e+00,0,0
6984,6863,2.0000000000000000e+00,0.0000000000000000e+00,0,0
6984,6871,6.0000000000000000e+00,0.0000000000000000e+00,0,0
6984,6880,1.0000000000000000e+00,0.0000000000000000e+00,0,0
6984,6913,1.2000000000000000e+01,0.0000000000000000e+00,0,0
6985,6750,5.0000000000000000e+01,0.0000000000000000e+00,0,0
6985,6798,5.0000000000000000e+01,0.0000000000000000e+00,0,0
6985,6805,5.0000000000000000e+01,0.0000000000000000e+00,0,0
6985,6816,5.3300000000000001e+00,0.0000000000000000e+00,0,0
6985,6828,3.1099999999999999e+00,0.0000000000000000e+00,0,0
6985,6863,2.0000000000000000e+00,0.0000000000000000e+00,0,0
6985,6871,5.3300000000000001e+00,0.0000000000000000e+00,0,0
6985,6913,1.2000000000000000e+01,0.0000000000000000e+00,0,0
6986,6750,3.7500000000000000e+01,0.0000000000000000e+00,0,0
6986,7198,2.0000000000000001e-01,0.0000000000000000e+00,0,0
6986,8072,3.7500000000000000e+01,0.0000000000000000e+00,0,0
6987,6750,6.5000000000000002e-01,0.0000000000000000e+00,0,0
6987,6798,1.2500000000000000e+00,0.0000000000000000e+00,0,0
6987,6863,3.0000000000000001e-03,0.0000000000000000e+00,0,0
6987,7279,1.2500000000000000e+00,0.0000000000000000e+00,0,0
6988,6797,2.5000000000000000e+00,0.0000000000000000e+00,0,0
6988,6817,1.0000000000000000e+00,0.0000000000000000e+00,0,0
6988,6862,3.0000000000000001e-03,0.0000000000000000e+00,0,0
6988,6891,4.0000000000000001e-03,0.0000000000000000e+00,0,0
6988,6899,5.5000000000000004e-01,0.0000000000000000e+00,0,0
6988,6913,2.0000000000000000e+00,0.0000000000000000e+00,0,0
6991,6750,1.0000000000000000e+01,0.0000000000000000e+00,0,0
6991,6816,1.2000000000000000e+01,0.0000000000000000e+00,0,0
6991,6819,6.0000000000000000e+00,0.0000000000000000e+00,0,0
6992,6750,1.0000000000000000e+01,0.0000000000000000e+00,0,0
6992,6816,1.2000000000000000e+01,0.0000000000000000e+00,0,0
6992,6819,6.0000000000000000e+00,0.0000000000000000e+00,0,0
6993,6816,2.9999999999999999e-02,0.0000000000000000e+00,1,0
6993,6842,1.0000000000000000e-03,0.0000000000000000e+00,1,0
6993,6845,4.0000000000000002e-01,0.0000000000000000e+00,1,0
6993,6846,1.0000000000000000e-04,0.0000000000000000e+00,1,0
6993,6863,3.5000000000000003e-02,0.0000000000000000e+00,1,0
6993,6896,4.0000000000000001e-03,0.0000000000000000e+00,1,0
6993,6920,8.0000000000000002e-02,0.0000000000000000e+00,1,0
6993,7248,1.0000000000000000e+00,0.0000000000000000e+00,1,0
6993,7250,5.0000000000000001e-03,0.0000000000000000e+00,1,0
6993,7251,5.0000000000000001e-03,0.0000000000000000e+00,1,0
6995,6750,4.0000000000000000e+00,0.0000000000000000e+00,1,0
6995,6797,3.0000000000000000e+00,0.0000000000000000e+00,1,0
6995,6833,8.0000000000000000e+00,0.0000000000000000e+00,1,0
6995,6834,8.0000000000000000e+00,0.0000000000000000e+00,1,0
6995,6863,1.0000000000000000e-02,0.0000000000000000e+00,1,0
6995,6896,1.0000000000000000e-02,0.0000000000000000e+00,1,0
6995,6899,1.5000000000000000e+00,0.0000000000000000e+00,1,0
6995,6917,2.0000000000000000e+00,0.0000000000000000e+00,1,0
6996,6808,1.5000000000000000e+00,0.0000000000000000e+00,1,0
6996,6816,1.3999999999999999e+00,0.0000000000000000e+00,1,0
6996,6829,7.0000000000000000e+00,0.0000000000000000e+00,1,0
6996,6890,1.0000000000000000e-02,0.0000000000000000e+00,1,0
6996,6891,1.0000000000000000e-02,0.0000000000000000e+00,1,0
6996,6919,2.5000000000000000e-01,0.0000000000000000e+00,1,0
6997,6750,6.2500000000000000e+00,0.0000000000000000e+00,0,0
6997,6803,3.2999999999999998e+00,0.0000000000000000e+00,0,0
6997,6811,8.5000000000000000e+00,0.0000000000000000e+00,0,0
6997,6814,2.3000000000000001e-01,0.0000000000000000e+00,0,0
6997,6816,1.8000000000000000e+00,0.0000000000000000e+00,0,0
6997,6863,2.3999999999999999e-01,0.0000000000000000e+00,0,0
6997,6871,2.5000000000000000e-01,0.0000000000000000e+00,0,0
6997,6877,1.4999999999999999e-01,0.0000000000000000e+00,0,0
6997,6878,2.3999999999999999e-01,0.0000000000000000e+00,0,0
6997,6921,1.2000000000000000e-01,0.0000000000000000e+00,0,0
6998,6797,1.0000000000000000e+01,0.0000000000000000e+00,0,0
6998,6816,1.2500000000000000e+00,0.0000000000000000e+00,0,0
6998,6838,2.2000000000000002e+00,0.0000000000000000e+00,0,0
6998,6862,1.1500000000000000e-01,0.0000000000000000e+00,0,0
6998,6863,2.0000000000000000e-02,0.0000000000000000e+00,0,0
6998,6874,5.0000000000000003e-02,0.0000000000000000e+00,0,0
6998,6890,1.0000000000000001e-01,0.0000000000000000e+00,0,0
6998,6892,5.0000000000000003e-02,0.0000000000000000e+00,0,0
6998,6905,5.0000000000000000e-01,0.0000000000000000e+00,0,0
6998,6921,5.0000000000000000e+00,0.0000000000000000e+00,0,0
6998,6929,1.0000000000000000e+00,0.0000000000000000e+00,0,0
6999,6797,2.0000000000000000e+00,0.0000000000000000e+00,0,0
6999,6817,2.0000000000000001e-01,0.0000000000000000e+00,0,0
6999,6862,1.4999999999999999e-02,0.0000000000000000e+00,0,0
6999,6891,5.0000000000000001e-03,0.0000000000000000e+00,0,0
6999,6903,5.0000000000000000e-01,0.0000000000000000e+00,0,0
6999,6917,1.7499999999999999e-01,0.0000000000000000e+00,0,0
6999,6924,1.7499999999999999e-01,0.0000000000000000e+00,0,0
6999,6929,4.4999999999999998e-02,0.0000000000000000e+00,0,0
6999,7285,3.4999999999999998e-01,0.0000000000000000e+00,0,0
6999,8030,3.4999999999999998e-01,0.0000000000000000e+00,0,0
7000,6797,5.2000000000000002e+00,0.0000000000000000e+00,0,0
7000,6862,1.4999999999999999e-01,0.0000000000000000e+00,0,0
7000,6890,2.9999999999999999e-02,0.0000000000000000e+00,0,0
7000,6921,3.0000000000000000e+00,0.0000000000000000e+00,0,0
7000,6929,2.0000000000000001e-01,0.0000000000000000e+00,0,0
7000,6930,1.2000000000000000e+00,0.0000000000000000e+00,0,0
7001,6797,1.7000000000000000e+00,0.0000000000000000e+00,0,0
7001,6816,6.9999999999999996e-01,0.0000000000000000e+00,0,0
7001,6862,2.0000000000000000e-02,0.0000000000000000e+00,0,0
7001,6891,4.0000000000000001e-03,0.0000000000000000e+00,0,0
7001,6905,5.9999999999999998e-01,0.0000000000000000e+00,0,0
7001,6913,1.1499999999999999e+00,0.0000000000000000e+00,0,0
7001,6921,1.4999999999999999e-01,0.0000000000000000e+00,0,0
7001,7221,7.5000000000000000e-01,0.0000000000000000e+00,0,0
7002,6750,3.7500000000000000e-01,0.0000000000000000e+00,0,0
7002,6890,1.0000000000000000e-02,0.0000000000000000e+00,0,0
7002,6892,2.0000000000000000e-03,0.0000000000000000e+00,0,0
7002,6905,2.9999999999999999e-01,0.0000000000000000e+00,0,0
7002,6921,3.7500000000000000e-01,0.0000000000000000e+00,0,0
7002,6947,1.0000000000000000e+00,0.0000000000000000e+00,0,0
7003,6797,4.0000000000000002e-01,0.0000000000000000e+00,0,0
7003,6816,5.0000000000000000e-01,0.0000000000000000e+00,0,0
7003,6829,2.0000000000000001e-01,0.0000000000000000e+00,0,0
7003,6838,2.0000000000000000e-02,0.0000000000000000e+00,0,0
7003,6862,5.9999999999999998e-02,0.0000000000000000e+00,0,0
7003,6899,7.5000000000000000e-01,0.0000000000000000e+00,0,0
7003,6919,2.0000000000000001e-01,0.0000000000000000e+00,0,0
7003,7221,1.0000000000000001e-01,0.0000000000000000e+00,0,0
7003,7628,2.2000000000000000e-01,0.0000000000000000e+00,0,0
7005,6750,1.2000000000000000e+01,0.0000000000000000e+00,0,0
7005,6798,2.1000000000000000e+01,0.0000000000000000e+00,0,0
7005,6809,2.0000000000000000e+00,0.0000000000000000e+00,0,0
7005,6814,4.0000000000000002e-01,0.0000000000000000e+00,0,0
7005,6816,6.9999999999999996e-01,0.0000000000000000e+00,0,0
7005,6863,4.0000000000000002e-01,0.0000000000000000e+00,0,0
7005,6866,2.9999999999999999e-02,0.0000000000000000e+00,0,0
7005,6871,5.0000000000000000e-01,0.0000000000000000e+00,0,0
7005,6880,4.0000000000000002e-01,0.0000000000000000e+00,0,0
7005,6913,4.0000000000000002e-01,0.0000000000000000e+00,0,0
7006,6798,1.0000000000000000e+02,0.0000000000000000e+00,0,0
7006,6816,1.0353000000000000e+01,0.0000000000000000e+00,0,0
7006,6863,1.8819999999999999e+00,0.0000000000000000e+00,0,0
7006,6871,5.8819999999999997e+00,0.0000000000000000e+00,0,0
7006,6880,1.8819999999999999e+00,0.0000000000000000e+00,0,0
7006,6891,4.7000000000000000e-02,0.0000000000000000e+00,0,0
7006,6899,1.5000000000000000e+01,0.0000000000000000e+00,0,0
7006,7279,9.4120000000000008e+00,0.0000000000000000e+00,0,0
7006,7866,1.1294000000000000e+01,0.0000000000000000e+00,0,0
7006,8073,3.1763999999999999e+01,0.0000000000000000e+00,0,0
7193,7193,1.0000000000000000e+00,0.0000000000000000e+00,0,0
7195,7195,1.0000000000000000e+00,0.0000000000000000e+00,0,0
7196,7196,1.0000000000000000e+00,0.0000000000000000e+00,0,0
7197,7197,1.0000000000000000e+00,0.0000000000000000e+00,0,0
7198,7198,1.0000000000000000e+00,0.0000000000000000e+00,0,0
7199,7199,1.0000000000000000e+00,0.0000000000000000e+00,0,0
7200,7200,1.0000000000000000e+00,0.0000000000000000e+00,0,0
7201,7201,1.0000000000000000e+00,0.0000000000000000e+00,0,0
7202,7202,1.0000000000000000e+00,0.0000000000000000e+00,0,0
7203,7203,1.0000000000000000e+00,0.0000000000000000e+00,0,0
7204,7204,1.0000000000000000e+00,0.0000000000000000e+00,0,0
7205,7205,1.0000000000000000e+00,0.0000000000000000e+00,0,0
7206,7206,1.0000000000000000e+00,0.0000000000000000e+00,0,0
7207,7207,1.0000000000000000e+00,0.0000000000000000e+00,0,0
7210,7210,1.0000000000000000e+00,0.0000000000000000e+00,0,0
7211,7211,1.0000000000000000e+00,0.0000000000000000e+00,0,0
7212,7212,1.0000000000000000e+00,0.0000000000000000e+00,0,0
7213,7213,1.0000000000000000e+00,0.0000000000000000e+00,0,0
7214,7214,1.0000000000000000e+00,0.0000000000000000e+00,0,0
7215,7215,1.0000000000000000e+00,0.0000000000000000e+00,0,0
7217,7217,1.0000000000000000e+00,0.0000000000000000e+00,0,0
7218,7218,1.0000000000000000e+00,0.0000000000000000e+00,0,0
7219,7219,1.0000000000000000e+00,0.0000000000000000e+00,0,0
7220,7220,1.0000000000000000e+00,0.0000000000000000e+00,0,0
7221,7221,1.0000000000000000e+00,0.0000000000000000e+00,0,0
7222,7222,1.0000000000000000e+00,0.0000000000000000e+00,0,0
7223,7223,1.0000000000000000e+00,0.0000000000000000e+00,0,0
7224,7224,1.0000000000000000e+00,0.0000000000000000e+00,0,0
7225,7225,1.0000000000000000e+00,0.0000000000000000e+00,0,0
7227,7227,1.0000000000000000e+00,0.0000000000000000e+00,0,0
7228,7228,1.0000000000000000e+00,0.0000000000000000e+00,0,0
7229,7229,1.0000000000000000e+00,0.0000000000000000e+00,0,0
7230,7230,1.0000000000000000e+00,0.0000000000000000e+00,0,0
7231,7231,1.0000000000000000e+00,0.0000000000000000e+00,0,0
7233,7233,1.0000000000000000e+00,0.0000000000000000e+00,0,0
7235,7235,1.0000000000000000e+00,0.0000000000000000e+00,0,0
7236,7236,1.0000000000000000e+00,0.0000000000000000e+00,0,0
7237,7237,1.0000000000000000e+00,0.0000000000000000e+00,0,0
7238,7238,1.0000000000000000e+00,0.0000000000000000e+00,0,0
7239,7239,1.0000000000000000e+00,0.0000000000000000e+00,0,0
7240,7240,1.0000000000000000e+00,0.0000000000000000e+00,0,0
7241,7241,1.0000000000000000e+00,0.0000000000000000e+00,0,0
7242,7242,1.0000000000000000e+00,0.0000000000000000e+00,0,0
7243,7243,1.0000000000000000e+00,0.0000000000000000e+00,0,0
7244,7244,1.0000000000000000e+00,0.0000000000000000e+00,0,0
7245,7245,1.0000000000000000e+00,0.0000000000000000e+00,0,0
7246,7246,1.0000000000000000e+00,0.0000000000000000e+00,0,0
7247,6797,3.5000000000000000e+00,0.0000000000000000e+00,0,0
7247,6817,1.6000000000000001e+00,0.0000000000000000e+00,0,0
7247,6828,2.5000000000000000e-01,0.0000000000000000e+00,0,0
7247,6891,3.0000000000000001e-03,0.0000000000000000e+00,0,0
7247,6899,1.3999999999999999e+00,0.0000000000000000e+00,0,0
7247,6913,1.8999999999999999e+00,0.0000000000000000e+00,0,0
7247,6919,5.0000000000000000e-01,0.0000000000000000e+00,0,0
7248,7248,1.0000000000000000e+00,0.0000000000000000e+00,0,0
7250,7250,1.0000000000000000e+00,0.0000000000000000e+00,0,0
7251,7251,1.0000000000000000e+00,0.0000000000000000e+00,0,0
7252,7252,1.0000000000000000e+00,0.0000000000000000e+00,0,0
7253,6750,3.0000000000000000e+00,0.0000000000000000e+00,0,0
7253,6816,3.5000000000000000e+00,0.0000000000000000e+00,0,0
7253,6819,5.0000000000000000e-01,0.0000000000000000e+00,0,0
7253,6820,3.3000000000000002e-01,0.0000000000000000e+00,0,0
7254,6905,2.0000000000000001e-01,0.0000000000000000e+00,1,0
7254,7000,4.5000000000000000e+00,0.0000000000000000e+00,1,0
7254,7227,5.9999999999999998e-01,0.0000000000000000e+00,1,0
7255,6833,2.9999999999999999e-01,0.0000000000000000e+00,0,0
7255,6834,3.4999999999999998e-01,0.0000000000000000e+00,1,0
7255,6896,2.0000000000000000e-03,0.0000000000000000e+00,0,0
7255,6899,1.0000000000000001e-01,0.0000000000000000e+00,0,0
7256,6847,8.0000000000000000e+00,0.0000000000000000e+00,1,0
7256,6863,2.5000000000000001e-02,0.0000000000000000e+00,1,0
7256,6896,1.0000000000000000e-02,0.0000000000000000e+00,1,0
7257,6834,4.0000000000000000e+00,0.0000000000000000e+00,1,0
7257,6847,8.0000000000000000e+00,0.0000000000000000e+00,1,0
