IDSort,IDSortStorage,SortDescr,IDRaw,IDCategory,IDSortSubCategory,IDMUnit,PieceWeithg,IDOperation,SortYield,SortActivate,Price,IDSortRecipe,IDSortDelete,IDSortLoked,Icon,Text1,Text2,Text3,No1,No2,No3,Date1,Date2,Memo1,YesNo1,YesNo2
7102,"15102","ΔΙΑΙΤΗΣ  ΠΡΙΝΤΕΖΗ",,"Φ_Γ","13",1,1.0000000000000000e+00,"Α04",8.4999999999999998e-01,0,6.1950,1,0,0,,,,,,,,,,,0,0
7104,"15106","ΑΦΡΑΤΟ",,"Φ_Γ","13",1,1.0000000000000000e+00,"Α03",9.0000000000000002e-01,1,5.7520,1,0,0,,,,,,,,,,,0,0
7105,"15107","ΛΑΙΤ  ΚΟΥΛΟΥΡΙΑ",,"Φ_Γ","13",1,1.0000000000000000e+00,"Α04",8.3999999999999997e-01,0,6.1911,1,0,0,,,,,,,,,,,0,0
7106,"15108","ΚΟΥΚΙΣ ΒΡΩΜΗΣ",,"Φ_Γ","13",1,1.0000000000000000e+00,"Α04",9.3000000000000005e-01,1,6.1911,1,0,0,,,,,,,,,,,0,0
7107,"15109","ΚΟΥΚΙΣ ΣΟΚΟΛΑΤΑΣ",,"Φ_Γ","13",1,1.0000000000000000e+00,"Α04",9.5000000000000007e-01,1,6.1911,1,0,0,,,,,,,,,,,0,0
7108,"15110","ΟΛΙΚΗΣ ΠΡΙΝΤΕΖΗ",,"Φ_Γ","13",1,1.0000000000000000e+00,"Α04",8.7000000000000000e-01,0,5.7489,1,0,0,,,,,,,,,,,0,0
7109,"15111","ΚΟΥΛΟΥΡΙΑ  ΜΕΛΙΟΥ",,"Φ_Γ","13",1,1.0000000000000000e+00,"Α04",8.8000000000000000e-01,0,5.7489,1,0,0,,,,,,,,,,,0,0
7110,"15112","ΛΙΒΑΝΕΖΙΚΟ",,"Φ_Γ","13",1,1.0000000000000000e+00,"Α04",8.9000000000000001e-01,1,5.7489,1,0,0,,,,,,,,,,,0,0
7111,"15113","ΣΟΥΣΑΜΕΝΙΟ   ΝΗΣΤΙΣΙΜΟ",,"Φ_Γ","13",1,1.0000000000000000e+00,"Α04",8.6499999999999999e-01,1,5.7489,1,0,0,,,,,,,,,,,0,0
7112,"15115","ΠΛΕΞΟΥΔΑ ΦΙΛΙΠΠΟΣ",,"Φ_Γ","13",1,1.0000000000000000e+00,"Α03",8.0000000000000004e-01,1,5.7489,1,0,0,,,,,,,,,,,0,0
7113,"15116","ΚΟΥΛΟΥΡΙ ΔΙΑΙΤΗΣ",,"Φ_Γ","13",1,1.0000000000000000e+00,"Α04",8.4999999999999998e-01,0,5.7489,1,0,0,,,,,,,,,,,0,0
7114,"15117","ΑΠΛΟ ΟΡΕΣΤΙΔΗΣ",,"Φ_Γ","13",1,1.0000000000000000e+00,"Α03",9.2000000000000004e-01,0,6.5000,1,0,0,,,,,,,,,,,0,0
7115,"15118","ΚΑΝΕΛΑΣ ΟΚΤΑΡΑΚΙ",,"Φ_Γ","13",1,1.0000000000000000e+00,"Α04",9.0000000000000002e-01,1,5.7489,1,0,0,,,,,,,,,,,0,0
7116,"15121","ΚΟΥΚΙΣ KELLOGG'S",,"Φ_Γ","13",1,1.0000000000000000e+00,"Α04",9.0000000000000002e-01,1,6.1911,1,0,0,,,,,,,,,,,0,0
7117,"15122","ΚΟΥΛΟΥΡΙ ΤΗΣ ΓΙΑΓΙΑΣ",,"Φ_Γ","13",1,1.0000000000000000e+00,"Α04",8.5999999999999999e-01,0,5.7489,1,0,0,,,,,,,,,,,0,0
7118,"15123","ΓΙΑΝΝΙΩΤΙΚΟ",,"Φ_Γ","13",1,1.0000000000000000e+00,"Α03",9.2000000000000004e-01,0,5.7520,1,0,0,,,,,,,,,,,0,0
7119,"15124","ΟΛΙΚΗΣ ΟΡΕΣΤΙΔΗ",,"Φ_Γ","13",1,1.0000000000000000e+00,"Α03",9.2000000000000004e-01,0,5.7489,1,0,0,,,,,,,,,,,0,0
7120,"15125","ΣΜΥΡΝΕΙΚΟ ΚΟΥΦΟΠΟΥΛΟΣ",,"Φ_Γ","13",1,1.0000000000000000e+00,"Α03",9.0000000000000002e-01,1,5.7489,1,0,0,,,,,,,,,,,0,0
7121,"15126","ΚΟΥΛΟΥΡΙΑ ΚΑΡΟΤΟΥ-ΒΑΛΣΑΜΙΔΗ",,"Φ_Γ","13",1,1.0000000000000000e+00,"Α03",8.0000000000000004e-01,0,6.1911,1,0,0,,,,,,,,,,,0,0
7122,"15127","ΛΑΔΟΚΟΥΛΟΥΡΟ ΒΑΛΣΑΜΙΔΗΣ",,"Φ_Γ","13",1,1.0000000000000000e+00,"Α03",9.2000000000000004e-01,0,5.7489,1,0,0,,,,,,,,,,,0,0
7123,"15128","ΚΟΥΚΙΣ ΛΙΒΑΝΕΖΙΚΟ ΒΑΛΣΑΜΙΔΗ",,"Φ_Γ","13",1,1.0000000000000000e+00,"Α04",8.4999999999999998e-01,1,5.7520,1,0,0,,,,,,,,,,,0,0
7124,"15129","ΚΟΥΚΙΣ ΑΝΑΜΠΕΛ",,"Φ_Γ","13",1,1.0000000000000000e+00,"Α04",9.2000000000000004e-01,0,5.7489,1,0,0,,,,,,,,,,,0,0
7125,"15130","ΗΜΙΓΛΥΚΑ ΔΙΑΙΤΗΣ",,"Φ_Γ","13",1,1.0000000000000000e+00,"Α04",8.4999999999999998e-01,0,5.7520,1,0,0,,,,,,,,,,,0,0
7127,"16051","ΚΡΙΤΣΙΝΙ ΚΛΑΣΙΚΟ",,"Φ_Γ","16",1,1.0000000000000000e+00,"Α07",7.2999999999999998e-01,1,7.0756,1,0,0,,,,,,,,,,,0,0
7128,"16052","ΚΡΙΤΣΙΝΙ ΕΛΙΑΣ",,"Φ_Γ","16",1,1.0000000000000000e+00,"Α07",7.1999999999999997e-01,1,7.0756,1,0,0,,,,,,,,,,,0,0
7129,"16053","ΚΡΙΤΣΙΝΙ ΚΑΛΑΜΠΟΚΙΟΥ(ΜΠΟΥΚΙΤΣΑ)",,"Φ_Γ","16",1,1.0000000000000000e+00,"Α07",7.1999999999999997e-01,1,7.0756,1,0,0,,,,,,,,,,,0,0
7130,"16054","ΚΡΙΤΣΙΝΙ ΟΛΙΚΗΣ",,"Φ_Γ","16",1,1.0000000000000000e+00,"Α07",6.6000000000000003e-01,1,7.0756,1,0,0,,,,,,,,,,,0,0
7131,"16055","ΚΡΙΤΣΙΝΙ ΚΛΑΣΣΙΚΟ ΜΠΟΥΚΙΤΣΑ",,"Φ_Γ","16",1,1.0000000000000000e+00,"Α07",7.9000000000000004e-01,1,7.0756,1,0,0,,,,,,,,,,,0,0
7132,"16056","ΚΡΙΤΣΙΝΙ ΣΙΚΑΛΕΩΣ-ΚΟΥΦΟΠΟΥΛΟΣ",,"Φ_Γ","16",1,1.0000000000000000e+00,"Α07",7.9000000000000004e-01,1,7.0756,1,0,0,,,,,,,,,,,0,0
7133,"16057","ΚΡΙΤΣΙΝΙ ΚΑΛΑΜΠΟΚΙΟΥ-ΚΟΥΦΟΠΟΥΛΟΣ",,"Φ_Γ","16",1,1.0000000000000000e+00,"Α07",7.9000000000000004e-01,1,7.0756,1,0,0,,,,,,,,,,,0,0
7134,"16068","ΚΡΙΤΣΙΝΙ ΜΠΟΥΚΙΤΣΑ ΟΛΙΚΗΣ",,"Φ_Γ","16",1,1.0000000000000000e+00,"Α07",6.9000000000000006e-01,1,7.0756,1,0,0,,,,,,,,,,,0,0
7135,"17001","ΤΥΡΟΠΙΤΑΚΙ  ΚΟΥΡΟΥ",,"Φ_Γ","17",1,1.0000000000000000e+00,"ΑΨ05",9.5000000000000007e-01,1,8.8490,1,0,0,,,,,,,,,,,0,0
7136,"17002","ΛΟΥΚΑΝΟΠΙΤΑΚΙ ΚΟΥΡΟΥ",,"Φ_Γ","17",1,1.0000000000000000e+00,"Α06",9.5000000000000007e-01,1,8.8490,1,0,0,,,,,,,,,,,0,0
7137,"17003","ΛΟΥΚΑΝΙΚΟ ΚΟΥΡΟΥ",,"Φ_Γ","17",2,1.4000000000000001e-01,"Α06",9.2000000000000004e-01,1,1.1500,1,0,0,,,,,,,,,,,0,0
7138,"17004","ΠΙΤΑ ΣΤΡΙΦΤΗ ΚΟΛΟΚΙΘΙ",,"Φ_Γ","17",2,1.7999999999999999e-01,"Α08",8.8000000000000000e-01,1,1.2380,1,0,0,,,,,,,,,,,0,0
7139,"17005","ΠΙΤΑ  ΣΤΡΙΦΤΗ ΤΥΡΙ",,"Φ_Γ","17",2,1.7999999999999999e-01,"Α08",8.8000000000000000e-01,1,1.2380,1,0,0,,,,,,,,,,,0,0
7140,"17006","ΠΙΤΑ ΣΤΡΙΦΤΗ ΣΠΑΝΑΚΙ-ΤΥΡΙ",,"Φ_Γ","17",2,1.8500000000000000e-01,"Α08",8.5999999999999999e-01,1,1.2380,1,0,0,,,,,,,,,,,0,0
7142,"17008","ΤΥΡΟΠΙΤΑ  ΣΦΟΛΙΑΤΑ",,"Φ_Γ","17",2,1.3000000000000000e-01,"Α06",8.5999999999999999e-01,1,1.1500,1,0,0,,,,,,,,,,,0,0
7143,"17009","ΚΟΥΛΟΥΡΙ ΜΕ ΖΑΜΠΟΝ-ΚΑΣΕΡΙ",,"Φ_Γ","17",2,1.6500000000000001e-01,"Α06",8.1000000000000005e-01,1,1.2380,1,0,0,,,,,,,,,,,0,0
7144,"17010","ΠΙΤΣΑ (ΚΟΜΑΤΙ)",,"Φ_Γ","17",2,1.4999999999999999e-01,"Α08",8.0000000000000004e-01,1,1.2380,1,0,0,,,,,,,,,,,0,0
7145,"17011","ΧΩΡΙΑΤΙΚΗ ΠΙΤΑ ΜΕ ΤΥΡΙ",,"Φ_Γ","17",2,1.6500000000000001e-01,"Α06",7.8000000000000003e-01,1,1.2380,1,0,0,,,,,,,,,,,0,0
7146,"17012","ΧΩΡΙΑΤΙΚΗ ΠΙΤΑ ΜΕ ΣΠΑΝΑΚΙ-ΤΥΡΙ",,"Φ_Γ","17",2,2.0699999999999999e-01,"Α06",8.0000000000000004e-01,1,1.2380,1,0,0,,,,,,,,,,,0,0
7147,"36001","ΜΠΟΥΓΑΤΣΑ ΜΕ ΚΡΕΜΑ ΕΜΠΟΡΕΥΜΑ",,"ΕΜΠ","36",2,1.7499999999999999e-01,"Α08",9.2000000000000004e-01,1,2.5000,1,0,0,,,,,,,,,,,0,0
7148,"17014","ΧΩΡΙΑΤΙΚΗ ΠΙΤΑ ΜΕ ΣΠΑΝΑΚΙ ΝΗΣΤΙΣΙΜΗ",,"Φ_Γ","17",2,2.0699999999999999e-01,"Α06",9.4000000000000006e-01,1,1.2380,1,0,0,,,,,,,,,,,0,0
7149,"17015","ΠΙΤΑΚΙ ΛΑΔΙΟΥ ΜΕ ΤΥΡΙ",,"Φ_Γ","17",1,1.0000000000000000e+00,"Α06",9.0000000000000002e-01,1,8.8490,1,0,0,,,,,,,,,,,0,0
7150,"17016","ΠΙΤΑΚΙ ΛΑΔΙΟΥ ΜΕ ΣΠΑΝΑΚΙ",,"Φ_Γ","17",1,1.0000000000000000e+00,"Α06",9.0000000000000002e-01,1,8.8490,1,0,0,,,,,,,,,,,0,0
7151,"17017","ΠΙΤΑ ΣΤΡΙΦΤΗ ΜΕ ΠΡΑΣΟ",,"Φ_Γ","17",2,1.9000000000000000e-01,"Α08",9.0000000000000002e-01,1,1.2380,1,0,0,,,,,,,,,,,0,0
7152,"17018","ΣΦΟΛΙΑΤΑ ΖΑΜΠΟΝ-ΚΑΣΕΡΙ",,"Φ_Γ","17",2,1.5500000000000000e-01,"Α08",8.9000000000000001e-01,1,1.2380,1,0,0,,,,,,,,,,,0,0
7153,"17019","ΠΑΤΑΤΟΠΙΤΑΚΙ",,"Φ_Γ","17",1,1.0000000000000000e+00,"Α08",9.0000000000000002e-01,1,6.6370,1,0,0,,,,,,,,,,,0,0
7154,"18087","ΜΕΛΟΜΑΚΑΡΟΝΑ",,"Φ_Γ","18",1,1.0000000000000000e+00,"Α04",9.0000000000000002e-01,1,6.9910,1,0,0,,,,,,,,,,,0,0
7155,"18090","ΡΕΒΑΝΙ",,"Φ_Γ","18",1,1.0000000000000000e+00,"Α04",9.2000000000000004e-01,1,6.1911,1,0,0,,,,,,,,,,,0,0
7156,"18091","ΚΑΡΥΔΟΠΙΤΑ",,"Φ_Γ","18",2,1.7499999999999999e-01,"Α04",9.0000000000000002e-01,1,1.2382,1,0,0,,,,,,,,,,,0,0
7157,"18093","ΣΚΑΛΤΣΟΥΝΗ",,"Φ_Γ","18",1,1.0000000000000000e+00,"Α04",6.5000000000000002e-01,0,7.0800,1,0,0,,,,,,,,,,,0,0
7158,"18094","ΜΕΘΥΣΜΕΝΑ",,"Φ_Γ","18",1,1.0000000000000000e+00,"Α04",1.0000000000000000e+00,1,7.0756,1,0,0,,,,,,,,,,,0,0
7159,"18097","ΜΠΑΚΛΑΒΑΔΑΚΙ",,"Φ_Γ","18",1,1.0000000000000000e+00,"Ζ01",1.0000000000000000e+00,1,7.9600,1,0,0,,,,,,,,,,,0,0
7160,"19007","ΚΡΟΥΑΣΑΝ 80 ΓΡΜ. ΑΔΕΙΟ",,"Φ_Γ","19",2,7.0000000000000007e-02,"Α06",8.4999999999999998e-01,1,1.0000,1,0,0,,,,,,,,,,,0,0
7161,"19008","ΚΡΟΥΑΣΑΝΑΚΙ ΠΡΑΛΙΝΑ 25",,"Φ_Γ","19",1,1.0000000000000000e+00,"Α06",8.5999999999999999e-01,1,8.8500,1,0,0,,,,,,,,,,,0,0
7162,"19055","ΣΦΟΛΙΑΤΟΚΟΥΛΟΥΡΑ",,"Φ_Γ","19",2,8.5000000000000006e-02,"Α06",7.7000000000000002e-01,1,0.7518,1,0,0,,,,,,,,,,,0,0
7163,"19056","ΣΦΟΛΙΑΤΑ     ΤΑΚΑ",,"Φ_Γ","19",1,1.0000000000000000e+00,"Α04",8.0000000000000004e-01,0,0.0000,1,0,0,,,,,,,,,,,0,0
7164,"19093","ΠΕΤΑΛΟ",,"Φ_Γ","13",1,1.0000000000000000e+00,"Α04",9.0000000000000002e-01,1,5.7489,1,0,0,,,,,,,,,,,0,0
7165,"20036","ΚΡΑΚΕΡ ΚΑΛΑΜΠΟΚΙΟΥ",,"Φ_Γ","20",1,1.0000000000000000e+00,"Α06",7.5000000000000000e-01,1,8.4070,1,0,0,,,,,,,,,,,0,0
7166,"20044","ΦΡΥΓΑΝΙΑ  250 γρ.",,"Φ_Γ","20",2,2.5000000000000000e-01,"Α10",7.5000000000000000e-01,1,1.5040,1,0,0,,,,,,,,,,,0,0
7167,"20045","ΦΡΥΓΑΝΙΑ ΟΛΙΚΗΣ 250 γρ.",,"Φ_Γ","20",2,2.5000000000000000e-01,"Α10",8.0000000000000004e-01,1,1.5040,1,0,0,,,,,,,,,,,0,0
7168,"20067","ΠΑΞΙΜΑΔΙ ΔΗΜΗΤΡΙΑΚΩΝ 250 γρ.",,"Φ_Γ","20",2,2.5000000000000000e-01,"Α10",8.0000000000000004e-01,1,1.5040,1,0,0,,,,,,,,,,,0,0
7169,"21001","ΜΠΑΤΟΝ ΣΑΛΕ ΒΑΛΣΑΜΙΔΗ",,"Φ_Γ","21",1,1.0000000000000000e+00,"Α04",9.5000000000000007e-01,1,5.7520,1,0,0,,,,,,,,,,,0,0
7171,"21120","ΑΛΜΥΡΟ",,"Φ_Γ","21",1,1.0000000000000000e+00,"Α04",9.2000000000000004e-01,1,6.2000,1,0,0,,,,,,,,,,,0,0
7172,"12001","ΠΕΙΝΙΡΛΙ ΕΦΕΣΟΥ",,"Φ_Γ","12",2,2.0000000000000001e-01,"Α06",9.5000000000000007e-01,1,1.2380,1,0,0,,,,,,,,,,,0,0
7182,"10036","ΑΡΤOΠ/ΣΜΑ Τ.ΚΟΥΛΟΥΡΑ",,"Φ_Γ","10",2,3.4999999999999998e-01,"Α02",8.0000000000000004e-01,1,0.7500,1,0,0,,,,,,,,,,,0,0
7184,"15132","ΚΟΥΚΙΣ ΣΟΚΟΛΑΤΑΣ ΜΕ ΔΑΚΡΥ",,"Φ_Γ","13",1,1.0000000000000000e+00,"Α04",8.5999999999999999e-01,1,6.1911,1,0,0,,,,,,,,,,,0,0
7185,"15104","ΚΟΥΛΟΥΡΙ ΜΕ ΤΑΧΙΝΙ",,"Φ_Γ","13",1,1.0000000000000000e+00,"Α03",9.0000000000000002e-01,1,5.7520,1,0,0,,,,,,,,,,,0,0
7188,"14126","ΚΕΙΚ ΜΑΦΙΝ ΑΣΠΡΟ",,"Φ_Γ","14",2,8.0000000000000002e-02,"Α04",9.0000000000000002e-01,1,0.7970,1,0,0,,,,,,,,,,,0,0
7189,"17020","ΠΙΤΑΚΙΑ ΚΟΛΟΚΙΘΙ",,"Φ_Γ","17",1,1.0000000000000000e+00,"Α08",9.3000000000000005e-01,0,6.6370,1,0,0,,,,,,,,,,,0,0
7190,"19057","ΔΙΠΛΕΣ ΤΑΚΑΣ",,"Φ_Γ","19",1,1.0000000000000000e+00,"Α06",9.0000000000000002e-01,0,6.1950,1,0,0,,,,,,,,,,,0,0
7191,"10049","ΤΟΣΤ ΠΟΛΥΣΠΟΡΟ",,"Φ_Γ","10",2,5.0000000000000000e-01,"Α09",8.1000000000000005e-01,1,1.5040,1,0,0,,,,,,,,,,,0,0
7192,"17007","ΚΟΥΛΟΥΡΙ ΜΕ ΤΥΡΙ",,"Φ_Γ","17",2,1.4999999999999999e-01,"Α06",8.1000000000000005e-01,1,1.2380,1,0,0,,,,,,,,,,,0,0
7193,"200704","DECORATION CORN",8,"Α_ΥΛΗ","2007",1,1.0000000000000000e+00,"Χ_Φ",1.0000000000000000e+00,1,2.9920,1,0,0,,,,,,,,,,,0,0
7195,"200844","ΒΕΛΤΙΩΤΙΚΟ LANGZEIT",124,"Α_ΥΛΗ","2008",1,1.0000000000000000e+00,"Χ_Φ",1.0000000000000000e+00,1,3.9140,1,0,0,,,,,,,,,,,0,0
7196,"202333","SOLEO",1050,"Α_ΥΛΗ","2023",1,1.0000000000000000e+00,"Χ_Φ",1.0000000000000000e+00,1,3.8700,1,0,0,,,,,,,,,,,0,0
7197,"202332","ΚΡΗΤΙΚΟ ΜΕΙΓΜΑ ΓΙΑ ΨΩΜΙ",1062,"Α_ΥΛΗ","2023",1,1.0000000000000000e+00,"Χ_Φ",1.0000000000000000e+00,1,2.9600,1,0,0,,,,,,,,,,,0,0
7198,"200842","STARTER   LV 1",1032,"Α_ΥΛΗ","2008",1,1.0000000000000000e+00,"Χ_Φ",1.0000000000000000e+00,1,1.1000,1,0,0,,,,,,,,,,,0,0
7199,"200843","ΑΛΑΤΙ  ΔΙΑΚΟΣΜHΤΙΚΟ",120,"Α_ΥΛΗ","2008",1,1.0000000000000000e+00,"Χ_Φ",1.0000000000000000e+00,1,3.3200,1,0,0,,,,,,,,,,,0,0
7200,"200130","ΑΛΕΥΡΙ ΠΙΤΑΣ",4,"Α_ΥΛΗ","2001",1,1.0000000000000000e+00,"Χ_Φ",1.0000000000000000e+00,1,0.5510,1,0,0,,,,,,,,,,,0,0
7201,"200405","ΦΡΑΟΥΛΑ",797,"Α_ΥΛΗ","2004",1,1.0000000000000000e+00,"Χ_Φ",1.0000000000000000e+00,1,0.0000,1,0,0,,,,,,,,,,,0,0
7202,"200406","ΒΕΡΥΚΟΚΟ",782,"Α_ΥΛΗ","2004",1,1.0000000000000000e+00,"Χ_Φ",1.0000000000000000e+00,1,0.0000,1,0,0,,,,,,,,,,,0,0
7203,"200407","ΒΥΣΣΙΝΟ",786,"Α_ΥΛΗ","2004",1,1.0000000000000000e+00,"Χ_Φ",1.0000000000000000e+00,1,3.2580,1,0,0,,,,,,,,,,,0,0
7204,"32009","ΧΥΜΟΣ ΑΜΙΤΑ ΜΟΤΙΟΝ ΕΜΠΟΡΕΥΜΑ",72,"ΕΜΠ","32",2,1.0000000000000000e+00,"Χ_Φ",1.0000000000000000e+00,0,0.0000,1,0,0,,,,,,,,,,,0,0
7205,"200108","ΑΛΕΥΡΙ ΚΡΙΘΑΡΙΟΥ",901,"Α_ΥΛΗ","2001",1,1.0000000000000000e+00,"Χ_Φ",1.0000000000000000e+00,1,0.7100,1,0,0,,,,,,,,,,,0,0
7206,"200114","ΑΛΕΥΡΙ ΦΥΛΛΟΥ",15,"Α_ΥΛΗ","2001",1,1.0000000000000000e+00,"Χ_Φ",1.0000000000000000e+00,1,0.5500,1,0,0,,,,,,,,,,,0,0
7207,"201213","ΠΑΠΡΙΚΑ",753,"Α_ΥΛΗ","2012",1,1.0000000000000000e+00,"Χ_Φ",1.0000000000000000e+00,1,3.5300,1,0,0,,,,,,,,,,,0,0
7210,"201206","ΣΑΛΕΠΙ",162,"Α_ΥΛΗ","2012",1,1.0000000000000000e+00,"Χ_Φ",1.0000000000000000e+00,0,0.0000,1,0,0,,,,,,,,,,,0,0
7211,"201207","ΑΡΩΜΑ ΦΡΑΟΥΛΑ",1078,"Α_ΥΛΗ","2012",1,1.0000000000000000e+00,"Χ_Φ",1.0000000000000000e+00,1,0.0000,1,0,0,,,,,,,,,,,0,0
7212,"201215","ΑΡΩΜΑ ΛΕΜΟΝΙ",1078,"Α_ΥΛΗ","2012",1,1.0000000000000000e+00,"Χ_Φ",1.0000000000000000e+00,1,5.2680,1,0,0,,,,,,,,,,,0,0
7213,"201216","ΑΡΩΜΑ ΚΑΡΥΔΙ",1078,"Α_ΥΛΗ","2012",1,1.0000000000000000e+00,"Χ_Φ",1.0000000000000000e+00,1,0.0000,1,0,0,,,,,,,,,,,0,0
7214,"201217","ΑΡΩΜΑ ΡΟΥΜΙ",1078,"Α_ΥΛΗ","2012",1,1.0000000000000000e+00,"Χ_Φ",1.0000000000000000e+00,1,18.3600,1,0,0,,,,,,,,,,,0,0
7215,"201218","ΛΕΜΟΝΙ ΣΕ ΣΚΟΝΗ",825,"Α_ΥΛΗ","2012",1,1.0000000000000000e+00,"Χ_Φ",1.0000000000000000e+00,1,0.0000,1,0,0,,,,,,,,,,,0,0
7217,"201001","ΒΕΝΖΟΙΚΟ",153,"Α_ΥΛΗ","2010",1,1.0000000000000000e+00,"Χ_Φ",1.0000000000000000e+00,1,0.0000,1,0,0,,,,,,,,,,,0,0
7218,"201003","ΣΟΡΒΙΚΟ",155,"Α_ΥΛΗ","2010",1,1.0000000000000000e+00,"Χ_Φ",1.0000000000000000e+00,1,9.9000,1,0,0,,,,,,,,,,,0,0
7219,"200203","ΖΑΧΑΡΗ ΑΧΝΗ ΑΔΙΑΒΡΟΧΗ",27,"Α_ΥΛΗ","2002",1,1.0000000000000000e+00,"Χ_Φ",1.0000000000000000e+00,1,2.5020,1,0,0,,,,,,,,,,,0,0
7220,"200205","ΖΑΧΑΡΗ ΔΙΑΚΟΣΜΗΤΙΚΗ ΧΟΝΔΡΗ",25,"Α_ΥΛΗ","2002",1,1.0000000000000000e+00,"Χ_Φ",1.0000000000000000e+00,1,3.0600,1,0,0,,,,,,,,,,,0,0
7221,"201625","ΚΑΡΥΔΑ ΙΝΔΙΩΝ",1039,"Α_ΥΛΗ","2016",1,1.0000000000000000e+00,"Χ_Φ",1.0000000000000000e+00,1,2.3650,1,0,0,,,,,,,,,,,0,0
7222,"201627","ΤΑΧΙΝΙ",812,"Α_ΥΛΗ","2016",1,1.0000000000000000e+00,"Χ_Φ",1.0000000000000000e+00,1,4.0500,1,0,0,,,,,,,,,,,0,0
7223,"201313","ΠΑΡΙΖΑ",1018,"Α_ΥΛΗ","2013",1,1.0000000000000000e+00,"Χ_Φ",1.0000000000000000e+00,1,2.8980,1,0,0,,,,,,,,,,,0,0
7224,"201324","ΖΑΜΠΟΝ",182,"Α_ΥΛΗ","2013",1,1.0000000000000000e+00,"Χ_Φ",1.0000000000000000e+00,1,3.5000,1,0,0,,,,,,,,,,,0,0
7225,"201729","ΜΑΡΓΑΡΙΝΗ ΦΡΕΣΚΟ",770,"Α_ΥΛΗ","2017",1,1.0000000000000000e+00,"Χ_Φ",1.0000000000000000e+00,1,1.4400,1,0,0,,,,,,,,,,,0,0
7227,"201916","ΜΑΡΜΕΛΑΔΑ ΒΕΡΥΚΟΚΟ",235,"Α_ΥΛΗ","2019",1,1.0000000000000000e+00,"Χ_Φ",1.0000000000000000e+00,1,1.6270,1,0,0,,,,,,,,,,,0,0
7228,"201921","ΚΥΒΟΙ ΦΡΟΥΤΩΝ",235,"Α_ΥΛΗ","2019",1,1.0000000000000000e+00,"Χ_Φ",1.0000000000000000e+00,1,2.2500,1,0,0,,,,,,,,,,,0,0
7229,"201919","ΚΕΡΑΣΙ ΣΤΡΑΓΓΙΣΤΟ",248,"Α_ΥΛΗ","2019",1,1.0000000000000000e+00,"Χ_Φ",1.0000000000000000e+00,1,3.3930,1,0,0,,,,,,,,,,,0,0
7230,"201922","ΑΝΑΝΑΣ ΚΟΜΠΟΣΤΑ",1040,"Α_ΥΛΗ","2019",1,1.0000000000000000e+00,"Χ_Φ",1.0000000000000000e+00,1,1.6500,1,0,0,,,,,,,,,,,0,0
7231,"202329","ΤΣΟΥΡΕΚΙ ΜΙΧ",11,"Α_ΥΛΗ","2023",1,1.0000000000000000e+00,"Χ_Φ",1.0000000000000000e+00,1,2.6000,1,0,0,,,,,,,,,,,0,0
7233,"202703","ΠΙΤΑ ΣΦΟΛΙΑΤΑ  ΜΕ ΖΑΜΠΟΝ-ΚΑΣΕΡΙ   ΑΨΗΤΗ",1067,"Α_ΥΛΗ","0",2,2.0999999999999999e-01,"Χ_Φ",1.0000000000000000e+00,1,0.5520,1,0,0,,,,,,,,,,,0,0
7235,"202705","ΠΕΙΝΙΡΛΙ ΑΨΗΤΟ",1076,"Α_ΥΛΗ","0",2,2.8000000000000003e-01,"Χ_Φ",1.0000000000000000e+00,1,0.7940,1,0,0,,,,,,,,,,,0,0
7236,"202706","ΚΟΥΡΟΥ ΜΕ ΛΟΥΚΑΝΙΚΟ  ΑΨΗΤΟ",1076,"Α_ΥΛΗ","0",2,1.0000000000000000e+00,"Χ_Φ",1.0000000000000000e+00,1,0.5130,1,0,0,,,,,,,,,,,0,0
7237,"202707","ΚΟΥΡΟΥ ΜΙΝΙ ΜΕ ΤΥΡΙ   ΑΨΗΤΟ",2,"Α_ΥΛΗ","0",1,1.0000000000000000e+00,"Χ_Φ",1.0000000000000000e+00,1,3.0020,1,0,0,,,,,,,,,,,0,0
7238,"202708","ΚΟΥΛΟΥΡΙ ΜΕ ΤΥΡΙ  ΑΨΗΤΟ",1076,"Α_ΥΛΗ","0",2,1.2000000000000000e-01,"Χ_Φ",1.0000000000000000e+00,1,0.4560,1,0,0,,,,,,,,,,,0,0
7239,"202709","ΚΟΥΛΟΥΡΙ ΜΕ ΖΑΜΠΟΝ-ΚΑΣΕΡΙ  ΑΨΗΤΟ",1076,"Α_ΥΛΗ","0",2,1.2000000000000000e-01,"Χ_Φ",1.0000000000000000e+00,1,0.4960,1,0,0,,,,,,,,,,,0,0
7240,"202710","ΤΥΡΟΠΙΤΑΚΙ ΚΟΥΡΟΥ ΑΨΗΤΟ",1067,"Α_ΥΛΗ","0",1,1.0000000000000000e+00,"Χ_Φ",1.0000000000000000e+00,1,2.8800,1,0,0,,,,,,,,,,,0,0
7241,"202711","ΤΥΡΟΠΙΤΑΚΙ ΛΑΔΙΟ ΑΨΗΤΟ",1076,"Α_ΥΛΗ","0",1,1.0000000000000000e+00,"Χ_Φ",1.0000000000000000e+00,1,2.9400,1,0,0,,,,,,,,,,,0,0
7242,"202712","ΠΙΤΑ ΣΤΡΙΦΤΗ ΤΥΡΙ ΑΨΗΤΗ",1067,"Α_ΥΛΗ","0",2,2.3000000000000001e-01,"Χ_Φ",1.0000000000000000e+00,1,0.4470,1,0,0,,,,,,,,,,,0,0
