IDRaw,Choice,Raw,IDCompositionDescription,IDCategory,Carbohydrt,Sugars,OrganicsAcid,Polyols,Alcohol,Fats,Protein,Ash,Fiber_,Calcium,Iron,Magnesium,Phosphorus,Potassium,Sodium,Zinc,Copper,Manganese,FA_Sat,FA_Mono,FA_Poly,Cholestrl,Emulsifiers,Stabilizers,CocosButter,MilkFats,Presevatives,Flavors,Colors
40,0,"ΑΚΕΣΟΥΛΦΑΜΗ",15,"Α_ΥΛΗ",0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.0000000000000000e+00,0.0000000000000000e+00,,,,,,,,,,0.00000000e+00,0.00000000e+00,0.00000000e+00,,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
41,0,"ΙΣΟΜΑΛΤΟΛΗ",16,"Α_ΥΛΗ",9.5000000000000007e-01,0.0000000000000000e+00,0.0000000000000000e+00,9.5000000000000007e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,,,,,,,,,,0.00000000e+00,0.00000000e+00,0.00000000e+00,,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
42,0,"ΞΥΛΙΤΟΛΗ",17,"Α_ΥΛΗ",9.5000000000000007e-01,0.0000000000000000e+00,0.0000000000000000e+00,9.5000000000000007e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,,,,,,,,,,0.00000000e+00,0.00000000e+00,0.00000000e+00,,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
43,0,"ΝΕΟΕΣΠΕΡΙΔΙΝΗ",18,"Α_ΥΛΗ",0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.0000000000000000e+00,0.0000000000000000e+00,,,,,,,,,,0.00000000e+00,0.00000000e+00,0.00000000e+00,,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
44,0,"ΜΑΝΙΤΟΛΗ",19,"Α_ΥΛΗ",9.5000000000000007e-01,0.0000000000000000e+00,0.0000000000000000e+00,9.5000000000000007e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,,,,,,,,,,0.00000000e+00,0.00000000e+00,0.00000000e+00,,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
45,0,"ΜΑΛΤΟΔΕΞΤΡΙΝΗ",20,"Α_ΥΛΗ",9.2000000000000004e-01,9.2000000000000004e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,,,,,,,,,,0.00000000e+00,0.00000000e+00,0.00000000e+00,,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
46,0,"ΓΑΛΑ ΖΑΧΑΡΟΥΧΟ",47,"Α_ΥΛΗ",5.4400000000000004e-01,5.4400000000000004e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,8.6999999999999994e-02,7.9000000000000001e-02,1.8000000000000002e-02,0.0000000000000000e+00,284,1.89999998e-01,26,253,371,127,9.39999998e-01,1.99999996e-02,6.00000005e-03,5.40000014e-02,2.40000002e-02,3.40000005e-03,34,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,8.6999999999999994e-02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
49,0,"ΓΑΛΑ ΣΥΜΠΥΚΝΩΜΕΝΟ",47,"Α_ΥΛΗ",9.1999999999999998e-02,9.1999999999999998e-02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,7.0000000000000007e-02,7.2000000000000008e-02,2.0000000000000001e-04,0.0000000000000000e+00,261,1.89999998e-01,24,203,303,106,7.69999981e-01,1.60000008e-02,6.00000005e-03,4.60000001e-02,2.30000000e-02,2.50000004e-02,29,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,7.0000000000000007e-02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
50,0,"ΓΑΛΑ ΦΡΕΣΚΟ",45,"Α_ΥΛΗ",4.5999999999999999e-02,4.5999999999999999e-02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,3.5000000000000003e-02,3.5999999999999997e-02,1.0000000000000000e-04,0.0000000000000000e+00,101,5.00000007e-02,5,86,253,43,3.79999995e-01,9.99999978e-03,4.00000019e-03,2.19999999e-02,9.99999978e-03,1.30000000e-03,14,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,3.5000000000000003e-02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
51,0,"ΓΑΛΑΚΤΟΣ ΚΡΕΜΑ",50,"Α_ΥΛΗ",1.4999999999999999e-02,1.4999999999999999e-02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,3.2000000000000001e-01,1.0000000000000000e-02,2.0000000000000001e-04,0.0000000000000000e+00,,,,,,,,,,,,,,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,3.2000000000000001e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
52,0,"ΓΑΛΑΚΤΟΣ ΟΡΟΣ ΣΚΟΝΗ",51,"Α_ΥΛΗ",7.3499999999999999e-01,7.3499999999999999e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,6.0000000000000001e-03,1.1699999999999999e-01,1.0800000000000001e-01,0.0000000000000000e+00,2054,1.24000001e+00,199,1349,2289,968,6.30999994e+00,5.00000007e-02,1.49999997e-02,3.40000005e-03,1.50000001e-03,1.99999995e-04,3,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,6.0000000000000001e-03,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
53,0,"ΓΑΛΑΚΤΟΣ ΠΡΩΤΕΙΝΕΣ ",52,"Α_ΥΛΗ",0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,9.5000000000000007e-01,0.0000000000000000e+00,0.0000000000000000e+00,,,,,,,,,,0.00000000e+00,0.00000000e+00,0.00000000e+00,,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
55,0,"ΚΑΣΕΡΙ ΜΑΚΕΔΟΝΙΑΣ",288,"Α_ΥΛΗ",1.0000000000000000e-03,1.0000000000000000e-03,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,3.0599999999999999e-01,2.5800000000000001e-01,2.9999999999999999e-02,0.0000000000000000e+00,893,2.70000005e+00,49,1818,260,487,2.57999992e+00,2.99999993e-02,1.99999996e-02,1.71200007e-01,7.84000009e-02,5.90000022e-03,103,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,3.0599999999999999e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
56,0,"ΚΕΦΑΛΟΤΥΡΙ",288,"Α_ΥΛΗ",0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,3.4000000000000002e-01,2.8999999999999998e-01,6.5000000000000002e-02,0.0000000000000000e+00,1184,8.19999993e-01,44,694,92,1602,2.75000000e+00,3.20000015e-02,1.99999996e-02,1.64100006e-01,7.51999989e-02,5.70000010e-03,68,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,3.4000000000000002e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
57,0,"ΜΥΖΗΘΡΑ",288,"Α_ΥΛΗ",2.0000000000000001e-01,2.0000000000000001e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,4.0000000000000002e-01,4.0000000000000001e-02,0.0000000000000000e+00,,,,,,,,,,0.00000000e+00,0.00000000e+00,0.00000000e+00,,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
61,0,"ΦΥΤΙΚΗ ΣΑΝΤΙΓΥ",22,"Α_ΥΛΗ",2.7999999999999997e-02,2.7999999999999997e-02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,3.7000000000000000e-01,2.0000000000000000e-02,5.0000000000000001e-03,0.0000000000000000e+00,65,0.00000000e+00,7,62,75,38,2.00000003e-01,0.00000000e+00,0.00000000e+00,2.30000004e-01,1.07000001e-01,1.37000000e-02,137,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
65,0,"ΚΕΡΑΣΙΑ",205,"Α_ΥΛΗ",1.6010000000000002e-01,1.3910000000000000e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,2.0000000000000000e-03,1.0600000000000000e-02,4.7999999999999996e-03,2.1000000000000001e-02,13,3.60000014e-01,11,21,222,0,7.00000003e-02,5.99999987e-02,7.00000003e-02,3.99999990e-04,5.00000024e-04,5.00000024e-04,0,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
66,0,"ΧΥΜΟΣ ΛΕΜΟΝΙΟΥ",151,"Α_ΥΛΗ",8.5999999999999993e-02,2.4000000000000000e-02,6.2000000000000006e-02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,4.0000000000000001e-03,3.0000000000000001e-03,4.0000000000000001e-03,7,2.99999993e-02,6,6,124,1,5.00000007e-02,2.99999993e-02,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
67,0,"ΠΟΡΤΟΚΑΛΙ",54,"Α_ΥΛΗ",1.0400000000000001e-01,8.4000000000000005e-02,1.8000000000000002e-02,0.0000000000000000e+00,0.0000000000000000e+00,2.0000000000000000e-03,6.9999999999999993e-03,4.0000000000000001e-03,2.0000000000000000e-03,11,2.00000003e-01,11,17,200,1,5.00000007e-02,3.99999991e-02,9.99999978e-03,1.99999995e-04,3.99999990e-04,3.99999990e-04,0,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
72,0,"ΧΥΜΟΣ ΑΜΙΤΑ ΜΟΤΙΟΝ",151,"Α_ΥΛΗ",1.2500000000000000e-01,1.0000000000000001e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.0000000000000000e-03,3.0000000000000001e-03,0.0000000000000000e+00,2.5000000000000001e-02,,,,,,,,,,0.00000000e+00,0.00000000e+00,0.00000000e+00,,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
74,0,"ΑΓΓΟΥΡΙ",306,"Α_ΥΛΗ",2.5000000000000001e-02,1.2000000000000000e-02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,2.0000000000000000e-03,3.0000000000000001e-03,3.0000000000000001e-03,1.3000000000000001e-02,0,0.00000000e+00,0,0,0,0,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
75,0,"ΑΡΑΚΑΣ",436,"Α_ΥΛΗ",1.3000000000000000e-01,1.0000000000000001e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,4.0000000000000001e-03,5.9999999999999998e-02,3.0000000000000001e-03,2.9999999999999999e-02,,,,,,,,,,0.00000000e+00,0.00000000e+00,0.00000000e+00,,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
76,0,"ΚΑΡΟΤΑ",331,"Α_ΥΛΗ",8.0000000000000002e-02,5.9999999999999998e-02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.0000000000000000e-02,3.0000000000000001e-03,2.0000000000000000e-02,,,,,,,,,,0.00000000e+00,0.00000000e+00,0.00000000e+00,,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
77,0,"ΚΟΛΟΚΥΘΑΚΙΑ",333,"Α_ΥΛΗ",8.5000000000000006e-02,6.5000000000000002e-02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.0000000000000000e-03,1.0000000000000000e-02,3.0000000000000001e-03,2.0000000000000000e-02,,,,,,,,,,0.00000000e+00,0.00000000e+00,0.00000000e+00,,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
78,0,"ΚΟΥΚΙΑ",337,"Α_ΥΛΗ",5.5000000000000004e-01,5.0000000000000000e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,2.0000000000000000e-02,2.7000000000000002e-01,4.0000000000000001e-02,5.0000000000000003e-02,,,,,,,,,,0.00000000e+00,0.00000000e+00,0.00000000e+00,,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
79,0,"ΚΟΥΝΟΥΠΙΔΙ",338,"Α_ΥΛΗ",7.6999999999999999e-02,5.9999999999999998e-02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.0000000000000000e-03,2.0000000000000000e-02,3.0000000000000001e-03,1.7000000000000001e-02,,,,,,,,,,0.00000000e+00,0.00000000e+00,0.00000000e+00,,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
81,0,"ΚΡΕΜΥΔΙΑ ΦΡΕΣΚΑ",342,"Α_ΥΛΗ",2.9999999999999999e-02,2.5000000000000001e-02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,2.0000000000000000e-03,1.4999999999999999e-02,2.0000000000000000e-03,5.0000000000000001e-03,,,,,,,,,,0.00000000e+00,0.00000000e+00,0.00000000e+00,,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
82,0,"ΛΑΧΑΝΑΚΙΑ",345,"Α_ΥΛΗ",8.5999999999999993e-02,7.0000000000000007e-02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.0000000000000000e-03,1.0000000000000000e-02,3.0000000000000001e-03,1.6000000000000000e-02,,,,,,,,,,0.00000000e+00,0.00000000e+00,0.00000000e+00,,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
83,0,"ΜΑΝΙΤΑΡΙΑ",216,"Α_ΥΛΗ",3.2400000000000005e-02,2.0400000000000001e-02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,3.4000000000000002e-03,3.1099999999999999e-02,8.5000000000000006e-03,1.2000000000000000e-02,3,5.19999981e-01,9,85,314,4,5.19999981e-01,3.19000006e-01,4.60000001e-02,5.00000024e-04,9.99999975e-05,1.39999995e-03,0,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
84,0,"ΜΑΡΟΥΛΙΑ",357,"Α_ΥΛΗ",4.0000000000000001e-02,3.5000000000000003e-02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.0000000000000000e-02,3.0000000000000001e-03,5.0000000000000001e-03,,,,,,,,,,0.00000000e+00,0.00000000e+00,0.00000000e+00,,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
85,0,"ΜΕΛΙΤΖΑΝΕΣ",358,"Α_ΥΛΗ",5.9999999999999998e-02,5.0000000000000003e-02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,5.0000000000000001e-03,2.0000000000000000e-02,2.0000000000000000e-03,1.0000000000000000e-02,,,,,,,,,,0.00000000e+00,0.00000000e+00,0.00000000e+00,,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
86,0,"ΜΗΛΟ ΑΠΟΞΗΡΑΜΕΝΟ",361,"Α_ΥΛΗ",9.0000000000000002e-01,8.0000000000000004e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.0000000000000001e-01,,,,,,,,,,0.00000000e+00,0.00000000e+00,,,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
87,0,"ΜΠΑΜΙΕΣ",368,"Α_ΥΛΗ",7.4999999999999997e-02,5.9999999999999998e-02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.0000000000000000e-03,2.0000000000000000e-02,3.0000000000000001e-03,1.4999999999999999e-02,,,,,,,,,,0.00000000e+00,0.00000000e+00,0.00000000e+00,,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
88,0,"ΜΠΡΟΚΟΛΟ",371,"Α_ΥΛΗ",7.0999999999999994e-02,1.1000000000000001e-02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.0000000000000000e-03,2.0000000000000000e-02,3.0000000000000001e-03,5.9999999999999998e-02,,,,,,,,,,0.00000000e+00,0.00000000e+00,0.00000000e+00,,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
90,0,"ΠΑΖΙΑ",434,"Α_ΥΛΗ",4.0000000000000001e-02,2.0000000000000000e-02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.0000000000000000e-02,3.0000000000000001e-03,2.0000000000000000e-02,,,,,,,,,,0.00000000e+00,0.00000000e+00,0.00000000e+00,,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
91,0,"ΠΑΝΤΖΑΡΙΑ",382,"Α_ΥΛΗ",7.6999999999999999e-02,5.9999999999999998e-02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.0000000000000000e-03,2.0000000000000000e-02,2.0000000000000000e-03,1.7000000000000001e-02,,,,,,,,,,0.00000000e+00,0.00000000e+00,0.00000000e+00,,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
93,0,"ΠΙΠΕΡΙΕΣ ΠΡΑΣΙΝΕΣ",462,"Α_ΥΛΗ",5.9999999999999998e-02,5.0000000000000003e-02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.0000000000000000e-03,1.0000000000000000e-02,3.0000000000000001e-03,1.0000000000000000e-02,,,,,,,,,,0.00000000e+00,0.00000000e+00,0.00000000e+00,,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
95,0,"ΡΕΒΥΘΙΑ",392,"Α_ΥΛΗ",6.2000000000000000e-01,5.5000000000000004e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,5.0000000000000003e-02,1.7999999999999999e-01,2.9999999999999999e-02,7.0000000000000007e-02,,,,,,,,,,0.00000000e+00,0.00000000e+00,0.00000000e+00,,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
96,0,"ΡΟΚΑ",434,"Α_ΥΛΗ",4.0000000000000001e-02,2.0000000000000000e-02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.0000000000000000e-02,3.0000000000000001e-03,2.0000000000000000e-02,,,,,,,,,,0.00000000e+00,0.00000000e+00,0.00000000e+00,,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
97,0,"ΣΕΛΙΝΟ",397,"Α_ΥΛΗ",4.0000000000000001e-02,2.0000000000000000e-02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.0000000000000000e-03,1.0000000000000000e-02,2.0000000000000000e-03,2.0000000000000000e-02,,,,,,,,,,0.00000000e+00,0.00000000e+00,0.00000000e+00,,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
99,0,"ΣΟΓΙΑ",260,"Α_ΥΛΗ",1.1050000000000001e-01,6.8499999999999991e-02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,6.8000000000000005e-02,1.2950000000000000e-01,1.7000000000000001e-02,4.2000000000000003e-02,197,3.54999995e+00,65,194,620,15,9.90000010e-01,1.28000006e-01,5.46999991e-01,7.89999962e-03,1.27999997e-02,3.20000015e-02,0,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
100,0,"ΣΠΑΝΑΚΙ",264,"Α_ΥΛΗ",2.5000000000000001e-02,2.5000000000000001e-02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,2.0000000000000000e-03,1.4999999999999999e-02,1.8000000000000002e-02,0.0000000000000000e+00,58,8.00000012e-01,39,28,130,130,3.79999995e-01,9.30000022e-02,6.38999999e-01,3.00000014e-04,9.99999975e-05,7.99999980e-04,0,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
101,0,"ΦΑΚΕΣ",419,"Α_ΥΛΗ",6.3000000000000000e-01,5.7999999999999996e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,2.0000000000000000e-02,2.3000000000000001e-01,2.0000000000000000e-02,5.0000000000000003e-02,,,,,,,,,,,,,,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
102,0,"ΦΑΣΟΛΑΚΙΑ",432,"Α_ΥΛΗ",2.0999999999999999e-01,1.7999999999999999e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.0000000000000000e-02,7.0000000000000007e-02,3.0000000000000001e-03,2.9999999999999999e-02,,,,,,,,,,,,,,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
103,0,"ΦΑΣΟΛΙΑ",433,"Α_ΥΛΗ",5.7000000000000006e-01,5.2000000000000002e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,5.0000000000000003e-02,2.3999999999999999e-01,3.5000000000000003e-02,5.0000000000000003e-02,,,,,,,,,,,,,,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
104,0,"ΕΛΙΕΣ ΚΑΛΑΜΩΝ",322,"Α_ΥΛΗ",2.0000000000000000e-03,2.0000000000000000e-03,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,2.1900000000000000e-01,1.4999999999999999e-02,0.0000000000000000e+00,0.0000000000000000e+00,71,2.70000005e+00,52,248,152,577,,,,2.30000000e-02,1.53999999e-01,4.19999994e-02,,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
106,0,"ΣΟΚΟΛΑΤΑ ΓΑΛΑΚΤΟΣ",38,"Α_ΥΛΗ",6.2500000000000000e-01,6.2500000000000000e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,3.1900000000000001e-01,5.5000000000000000e-02,0.0000000000000000e+00,0.0000000000000000e+00,,,,,,,,,,1.80000007e-01,1.00000001e-01,3.90000008e-02,,0.0000000000000000e+00,0.0000000000000000e+00,2.8999999999999998e-01,1.9000000000000000e-02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
107,0,"ΣΟΚΟΛΑΤΑ ΛΕΥΚΗ",38,"Α_ΥΛΗ",5.7200000000000006e-01,5.7200000000000006e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,3.5600000000000004e-01,6.9000000000000006e-02,0.0000000000000000e+00,0.0000000000000000e+00,,,,,,,,,,,,,,0.0000000000000000e+00,0.0000000000000000e+00,2.9999999999999999e-01,5.5999999999999994e-02,0.0000000000000000e+00,1.0000000000000000e-03,1.0000000000000000e-03
