IDGDA,KCal,Proteins,Carbohydrates,Sugars,Fats,SatFats,Fibres,Sodium,Salt
3,2000,5.0000000000000000e+01,2.7000000000000000e+02,9.0000000000000000e+01,7.0000000000000000e+01,2.0000000000000000e+01,2.5000000000000000e+01,2.3999999999999999e+00,6.0000000000000000e+00
