IDStoreControl,IDMarketer,Date,NoApod,Incam
572,880,"04/05/06 00:00:00",502,1024.2100
573,879,"04/06/06 00:00:00",336,803.0000
574,890,"04/06/06 00:00:00",257,437.1000
575,880,"04/06/06 00:00:00",512,1058.1000
576,880,"04/07/06 00:00:00",518,1014.8000
577,879,"04/07/06 00:00:00",398,1189.9000
578,890,"04/07/06 00:00:00",252,493.5000
579,890,"04/08/06 00:00:00",294,674.9500
580,880,"04/08/06 00:00:00",755,2016.9700
581,879,"04/08/06 00:00:00",430,1324.8700
582,879,"04/10/06 00:00:00",377,1084.7500
583,890,"04/10/06 00:00:00",247,441.4000
584,880,"04/10/06 00:00:00",542,1074.5500
585,890,"04/11/06 00:00:00",255,443.9000
586,879,"04/11/06 00:00:00",360,1078.0000
587,880,"04/11/06 00:00:00",505,1024.5000
588,890,"04/12/06 00:00:00",250,446.9000
589,879,"04/12/06 00:00:00",399,886.4000
590,880,"04/12/06 00:00:00",525,996.4500
591,879,"04/13/06 00:00:00",328,790.0000
592,890,"04/13/06 00:00:00",253,481.2500
593,880,"04/13/06 00:00:00",554,1140.4000
594,890,"04/14/06 00:00:00",274,494.9500
595,879,"04/14/06 00:00:00",371,898.5700
596,880,"04/14/06 00:00:00",534,1150.2100
597,879,"04/15/06 00:00:00",482,1357.8500
598,880,"04/15/06 00:00:00",773,1932.5100
599,890,"04/15/06 00:00:00",279,690.6500
600,879,"04/17/06 00:00:00",432,986.0000
601,890,"04/17/06 00:00:00",227,403.5000
602,890,"04/18/06 00:00:00",248,529.6000
603,879,"04/18/06 00:00:00",500,1175.5500
604,880,"04/18/06 00:00:00",575,1203.0300
605,880,"04/17/06 00:00:00",588,1196.0300
606,879,"04/19/06 00:00:00",491,1322.0500
607,890,"04/19/06 00:00:00",219,483.3000
608,880,"04/19/06 00:00:00",545,1283.8300
609,879,"04/20/06 00:00:00",418,1268.0000
610,890,"04/20/06 00:00:00",240,522.5000
611,880,"04/20/06 00:00:00",561,1331.2500
612,880,"04/21/06 00:00:00",451,1251.3000
613,890,"04/21/06 00:00:00",229,524.7500
614,890,"04/22/06 00:00:00",269,936.6000
615,880,"04/22/06 00:00:00",660,2331.6900
616,879,"04/22/06 00:00:00",424,1592.7900
617,879,"04/21/06 00:00:00",453,1360.0000
618,879,"04/25/06 00:00:00",224,449.0000
619,890,"04/25/06 00:00:00",141,257.3000
620,880,"04/25/06 00:00:00",365,649.1500
621,879,"04/26/06 00:00:00",389,701.0000
622,880,"04/26/06 00:00:00",418,779.3000
623,890,"04/26/06 00:00:00",177,311.3000
624,879,"04/27/06 00:00:00",381,777.5000
625,890,"04/27/06 00:00:00",183,308.3000
626,880,"04/27/06 00:00:00",441,850.9000
627,880,"04/28/06 00:00:00",480,1014.1500
628,890,"04/28/06 00:00:00",202,375.0000
629,879,"04/28/06 00:00:00",338,791.9900
630,890,"04/29/06 00:00:00",292,789.5000
631,880,"04/29/06 00:00:00",495,1331.1600
632,879,"04/29/06 00:00:00",503,1455.7000
633,883,"05/02/06 00:00:00",,50.7000
634,885,"05/02/06 00:00:00",,10.0000
635,906,"05/02/06 00:00:00",,25.8000
636,888,"05/02/06 00:00:00",,22.6000
637,905,"05/02/06 00:00:00",,43.9000
638,913,"05/02/06 00:00:00",,114.9000
639,914,"05/02/06 00:00:00",,63.8000
640,890,"05/02/06 00:00:00",192,325.2500
641,880,"05/02/06 00:00:00",361,629.1000
642,879,"05/02/06 00:00:00",264,591.0000
643,913,"05/03/06 00:00:00",,136.8000
644,885,"05/03/06 00:00:00",,11.2000
645,914,"05/03/06 00:00:00",,63.8000
646,906,"05/03/06 00:00:00",,35.8000
647,886,"05/03/06 00:00:00",,49.1000
648,888,"05/03/06 00:00:00",,27.3000
649,905,"05/03/06 00:00:00",,36.1000
650,879,"05/03/06 00:00:00",359,785.2000
651,890,"05/03/06 00:00:00",238,408.6000
652,883,"05/04/06 00:00:00",,68.8000
653,913,"05/04/06 00:00:00",,135.5000
654,885,"05/04/06 00:00:00",,12.2000
655,914,"05/04/06 00:00:00",,62.3000
656,906,"05/04/06 00:00:00",,27.6000
657,886,"05/04/06 00:00:00",,49.1000
658,888,"05/04/06 00:00:00",,27.3000
659,905,"05/04/06 00:00:00",,47.8000
660,879,"05/04/06 00:00:00",349,789.3000
661,880,"05/04/06 00:00:00",490,880.3500
662,880,"05/03/06 00:00:00",855,943.2000
663,890,"05/04/06 00:00:00",231,429.8000
664,883,"05/05/06 00:00:00",,101.5000
665,913,"05/05/06 00:00:00",,273.0000
666,885,"05/05/06 00:00:00",,33.7000
667,914,"05/05/06 00:00:00",,203.8000
668,906,"05/05/06 00:00:00",,65.7000
669,886,"05/05/06 00:00:00",,97.2000
670,888,"05/05/06 00:00:00",,51.0000
671,905,"05/05/06 00:00:00",,64.6000
672,879,"05/05/06 00:00:00",361,866.0500
673,880,"05/05/06 00:00:00",493,849.1600
674,890,"05/05/06 00:00:00",232,387.7000
675,879,"05/06/06 00:00:00",514,1364.2000
676,880,"05/06/06 00:00:00",760,1751.2500
677,890,"05/06/06 00:00:00",258,608.6500
678,879,"05/08/06 00:00:00",394,824.9600
679,890,"05/08/06 00:00:00",224,405.2500
680,883,"05/09/06 00:00:00",,68.8000
681,913,"05/09/06 00:00:00",,128.0000
682,885,"05/09/06 00:00:00",,10.2000
683,914,"05/09/06 00:00:00",,72.3000
684,906,"05/09/06 00:00:00",,27.7000
685,886,"05/09/06 00:00:00",,66.5000
686,888,"05/09/06 00:00:00",,27.3000
687,905,"05/09/06 00:00:00",,43.8000
688,883,"05/10/06 00:00:00",,68.8000
689,913,"05/10/06 00:00:00",,130.0000
690,885,"05/10/06 00:00:00",,6.1000
691,914,"05/10/06 00:00:00",,67.3000
692,906,"05/10/06 00:00:00",,31.1000
693,886,"05/10/06 00:00:00",,66.5000
694,888,"05/10/06 00:00:00",,27.3000
695,905,"05/10/06 00:00:00",,43.3000
696,880,"05/08/06 00:00:00",496,949.8000
697,879,"05/09/06 00:00:00",355,772.7500
698,890,"05/09/06 00:00:00",232,416.1500
699,883,"05/11/06 00:00:00",,68.8000
700,913,"05/11/06 00:00:00",,156.3000
701,885,"05/11/06 00:00:00",,7.1000
702,914,"05/11/06 00:00:00",,68.4000
703,906,"05/11/06 00:00:00",,44.7000
704,886,"05/11/06 00:00:00",,38.3000
705,888,"05/11/06 00:00:00",,29.2000
706,905,"05/11/06 00:00:00",,48.6000
707,880,"05/09/06 00:00:00",475,926.9000
708,879,"05/10/06 00:00:00",379,854.7500
709,890,"05/10/06 00:00:00",215,380.1000
710,883,"05/12/06 00:00:00",,63.7000
711,913,"05/12/06 00:00:00",,125.4000
712,885,"05/12/06 00:00:00",,6.1000
713,914,"05/12/06 00:00:00",,75.5000
714,906,"05/12/06 00:00:00",,36.0000
715,886,"05/12/06 00:00:00",,38.3000
716,888,"05/12/06 00:00:00",,28.3000
717,905,"05/12/06 00:00:00",,48.6000
718,880,"05/10/06 00:00:00",486,937.1500
719,879,"05/11/06 00:00:00",431,922.7600
720,890,"05/11/06 00:00:00",235,413.8500
721,880,"05/11/06 00:00:00",510,980.5000
722,879,"05/12/06 00:00:00",526,990.1000
723,880,"05/12/06 00:00:00",499,963.4500
724,890,"05/12/06 00:00:00",241,439.5000
725,879,"05/13/06 00:00:00",523,1277.0000
726,880,"05/13/06 00:00:00",770,1755.3500
727,890,"05/13/06 00:00:00",283,677.2000
728,883,"05/13/06 00:00:00",,102.0000
729,885,"05/13/06 00:00:00",,34.7000
730,913,"05/13/06 00:00:00",,289.7000
731,914,"05/13/06 00:00:00",,196.6000
732,906,"05/13/06 00:00:00",,61.9000
733,886,"05/13/06 00:00:00",,90.9000
734,888,"05/13/06 00:00:00",,42.5000
735,905,"05/13/06 00:00:00",,63.9000
736,883,"05/15/06 00:00:00",,63.7000
737,913,"05/15/06 00:00:00",,125.4000
738,885,"05/15/06 00:00:00",,6.1000
739,914,"05/15/06 00:00:00",,71.8000
740,906,"05/15/06 00:00:00",,28.2000
741,886,"05/15/06 00:00:00",,47.6000
742,888,"05/15/06 00:00:00",,26.6000
743,905,"05/15/06 00:00:00",,43.4000
744,879,"05/15/06 00:00:00",433,915.3000
745,880,"05/15/06 00:00:00",503,929.6000
746,890,"05/15/06 00:00:00",212,366.5000
747,883,"05/16/06 00:00:00",,63.7000
748,913,"05/16/06 00:00:00",,125.4000
749,885,"05/16/06 00:00:00",,7.1000
750,914,"05/16/06 00:00:00",,71.8000
751,906,"05/16/06 00:00:00",,32.9000
752,886,"05/16/06 00:00:00",,47.6000
753,888,"05/16/06 00:00:00",,26.6000
754,905,"05/16/06 00:00:00",,47.7000
755,879,"05/16/06 00:00:00",430,843.4900
756,890,"05/16/06 00:00:00",211,349.7000
757,883,"05/17/06 00:00:00",,63.7000
758,913,"05/17/06 00:00:00",,155.2000
759,885,"05/17/06 00:00:00",,7.1000
760,914,"05/17/06 00:00:00",,75.6000
761,886,"05/17/06 00:00:00",,47.6000
762,888,"05/17/06 00:00:00",,27.5000
763,905,"05/17/06 00:00:00",,44.6000
764,880,"05/16/06 00:00:00",525,960.7500
765,879,"05/17/06 00:00:00",508,944.4000
766,890,"05/17/06 00:00:00",222,400.3000
767,883,"05/18/06 00:00:00",,63.7000
768,913,"05/18/06 00:00:00",,167.0000
769,885,"05/18/06 00:00:00",,7.1000
770,914,"05/18/06 00:00:00",,75.6000
771,906,"05/18/06 00:00:00",,50.3000
772,886,"05/18/06 00:00:00",,54.3000
773,888,"05/18/06 00:00:00",,27.5000
774,905,"05/18/06 00:00:00",,55.0000
775,880,"05/17/06 00:00:00",510,979.7500
776,879,"05/18/06 00:00:00",453,867.4500
777,880,"05/18/06 00:00:00",521,973.8500
778,890,"05/18/06 00:00:00",240,420.8000
779,883,"05/19/06 00:00:00",,63.7000
780,883,"05/22/06 00:00:00",,63.7000
781,913,"05/19/06 00:00:00",,167.0000
782,913,"05/22/06 00:00:00",,167.0000
783,885,"05/19/06 00:00:00",,7.1000
784,885,"05/22/06 00:00:00",,7.1000
785,914,"05/19/06 00:00:00",,75.6000
786,914,"05/22/06 00:00:00",,75.6000
787,906,"05/19/06 00:00:00",,50.3000
788,906,"05/22/06 00:00:00",,50.3000
789,886,"05/19/06 00:00:00",,54.3000
790,886,"05/22/06 00:00:00",,54.3000
791,888,"05/19/06 00:00:00",,27.5000
792,888,"05/22/06 00:00:00",,27.5000
793,905,"05/19/06 00:00:00",,55.0000
794,905,"05/22/06 00:00:00",,55.0000
795,879,"05/19/06 00:00:00",447,1051.3500
796,880,"05/19/06 00:00:00",483,916.9500
797,890,"05/19/06 00:00:00",253,435.6000
798,879,"05/20/06 00:00:00",548,1320.6100
799,880,"05/20/06 00:00:00",770,1906.0000
800,890,"05/20/06 00:00:00",307,722.3000
801,883,"05/23/06 00:00:00",,63.7000
802,913,"05/23/06 00:00:00",,147.0000
803,885,"05/23/06 00:00:00",,7.1000
804,914,"05/23/06 00:00:00",,74.5000
805,906,"05/23/06 00:00:00",,33.5000
806,886,"05/23/06 00:00:00",,45.1000
807,888,"05/23/06 00:00:00",,28.8000
808,905,"05/23/06 00:00:00",,43.1000
809,883,"05/20/06 00:00:00",,108.3000
810,913,"05/20/06 00:00:00",,312.0000
811,885,"05/20/06 00:00:00",,34.0000
812,914,"05/20/06 00:00:00",,192.5000
813,906,"05/20/06 00:00:00",,71.0000
814,886,"05/20/06 00:00:00",,100.0000
815,888,"05/20/06 00:00:00",,42.5000
816,905,"05/20/06 00:00:00",,84.5000
817,879,"05/22/06 00:00:00",408,801.5000
818,890,"05/22/06 00:00:00",209,370.7500
819,883,"05/24/06 00:00:00",,63.7000
820,913,"05/24/06 00:00:00",,147.0000
821,885,"05/24/06 00:00:00",,7.1000
822,914,"05/24/06 00:00:00",,56.0000
823,906,"05/24/06 00:00:00",,37.6000
824,886,"05/24/06 00:00:00",,40.2000
825,888,"05/24/06 00:00:00",,28.8000
826,905,"05/24/06 00:00:00",,39.7000
827,880,"05/22/06 00:00:00",461,880.5900
828,879,"05/23/06 00:00:00",397,895.6500
829,890,"05/23/06 00:00:00",199,425.5000
830,883,"05/25/06 00:00:00",,63.7000
831,913,"05/25/06 00:00:00",,147.0000
832,885,"05/25/06 00:00:00",,7.1000
833,914,"05/25/06 00:00:00",,70.0000
834,906,"05/25/06 00:00:00",,35.9000
835,886,"05/25/06 00:00:00",,44.7000
836,888,"05/25/06 00:00:00",,24.9000
837,905,"05/25/06 00:00:00",,34.2000
838,880,"05/23/06 00:00:00",427,803.3500
839,879,"05/24/06 00:00:00",408,951.3500
840,890,"05/24/06 00:00:00",225,383.2000
841,883,"05/26/06 00:00:00",,59.5000
842,913,"05/26/06 00:00:00",,155.9000
843,885,"05/26/06 00:00:00",,14.0000
844,914,"05/26/06 00:00:00",,56.0000
845,906,"05/26/06 00:00:00",,31.0000
846,886,"05/26/06 00:00:00",,38.3000
847,888,"05/26/06 00:00:00",,24.9000
848,905,"05/26/06 00:00:00",,48.3000
849,880,"05/24/06 00:00:00",498,964.8500
850,879,"05/25/06 00:00:00",398,761.0600
851,880,"05/25/06 00:00:00",489,942.6500
852,890,"05/25/06 00:00:00",235,428.6000
853,883,"05/27/06 00:00:00",,102.0000
854,883,"05/29/06 00:00:00",,63.7000
855,913,"05/27/06 00:00:00",,304.0000
856,913,"05/29/06 00:00:00",,171.2000
857,885,"05/27/06 00:00:00",,33.7000
858,885,"05/29/06 00:00:00",,12.2000
859,914,"05/27/06 00:00:00",,180.8000
860,914,"05/29/06 00:00:00",,67.7000
861,906,"05/27/06 00:00:00",,64.7000
862,906,"05/29/06 00:00:00",,35.7000
863,886,"05/27/06 00:00:00",,79.8000
864,886,"05/29/06 00:00:00",,49.6000
865,888,"05/27/06 00:00:00",,42.5000
866,888,"05/29/06 00:00:00",,24.9000
867,905,"05/27/06 00:00:00",,61.2000
868,905,"05/29/06 00:00:00",,36.3000
870,879,"05/26/06 00:00:00",396,1084.8500
871,880,"05/26/06 00:00:00",530,1002.1500
872,890,"05/26/06 00:00:00",238,420.8500
873,879,"05/27/06 00:00:00",471,1253.6400
874,880,"05/27/06 00:00:00",776,1861.5500
875,890,"05/27/06 00:00:00",278,802.2500
876,883,"05/30/06 00:00:00",,63.7000
877,913,"05/30/06 00:00:00",,117.6000
878,885,"05/30/06 00:00:00",,8.1000
879,914,"05/30/06 00:00:00",,65.9000
880,906,"05/30/06 00:00:00",,34.1000
881,886,"05/30/06 00:00:00",,51.0000
882,888,"05/30/06 00:00:00",,24.9000
883,905,"05/30/06 00:00:00",,38.4000
884,879,"05/29/06 00:00:00",403,958.2000
885,890,"05/29/06 00:00:00",245,433.8000
886,883,"05/31/06 00:00:00",,63.7000
887,913,"05/31/06 00:00:00",,142.0000
888,885,"05/31/06 00:00:00",,8.1000
889,914,"05/31/06 00:00:00",,65.9000
890,906,"05/31/06 00:00:00",,22.0000
891,886,"05/31/06 00:00:00",,55.8000
892,888,"05/31/06 00:00:00",,26.0000
893,905,"05/31/06 00:00:00",,45.7000
894,880,"05/29/06 00:00:00",471,898.0000
895,880,"05/30/06 00:00:00",481,881.1000
896,890,"05/30/06 00:00:00",244,419.5000
897,883,"06/01/06 00:00:00",,63.7000
898,913,"06/01/06 00:00:00",,129.4000
899,885,"06/01/06 00:00:00",,8.1000
900,914,"06/01/06 00:00:00",,65.9000
901,906,"06/01/06 00:00:00",,29.7000
902,886,"06/01/06 00:00:00",,55.8000
903,888,"06/01/06 00:00:00",,26.0000
904,905,"06/01/06 00:00:00",,41.5000
905,879,"05/30/06 00:00:00",400,784.0000
906,879,"05/31/06 00:00:00",362,1007.8000
907,890,"05/31/06 00:00:00",239,446.3000
908,883,"06/02/06 00:00:00",,63.7000
909,913,"06/02/06 00:00:00",,147.6000
910,885,"06/02/06 00:00:00",,8.1000
911,914,"06/02/06 00:00:00",,65.9000
912,906,"06/02/06 00:00:00",,25.0000
913,886,"06/02/06 00:00:00",,55.8000
914,888,"06/02/06 00:00:00",,26.0000
915,905,"06/02/06 00:00:00",,59.4000
916,880,"05/31/06 00:00:00",516,939.2800
917,879,"06/01/06 00:00:00",509,1080.3000
918,880,"06/01/06 00:00:00",511,913.9800
919,890,"06/01/06 00:00:00",463,470.1000
920,883,"06/03/06 00:00:00",,102.0000
921,913,"06/03/06 00:00:00",,304.0000
922,885,"06/03/06 00:00:00",,33.7000
923,914,"06/03/06 00:00:00",,180.8000
924,906,"06/03/06 00:00:00",,64.7000
925,886,"06/03/06 00:00:00",,79.8000
926,888,"06/03/06 00:00:00",,42.5000
927,905,"06/03/06 00:00:00",,61.2000
928,883,"06/05/06 00:00:00",,68.8000
929,913,"06/05/06 00:00:00",,161.8000
930,885,"06/05/06 00:00:00",,8.1000
931,914,"06/05/06 00:00:00",,77.2000
932,906,"06/05/06 00:00:00",,29.2000
933,886,"06/06/06 00:00:00",,37.1000
934,888,"06/05/06 00:00:00",,26.0000
935,905,"06/05/06 00:00:00",,35.3000
936,879,"06/02/06 00:00:00",487,1080.0000
937,880,"06/02/06 00:00:00",498,957.1500
938,890,"06/02/06 00:00:00",248,482.0500
939,879,"06/03/06 00:00:00",549,1605.4000
940,890,"06/03/06 00:00:00",281,704.4500
941,883,"06/06/06 00:00:00",,68.8000
942,906,"06/06/06 00:00:00",,22.4000
943,913,"06/06/06 00:00:00",,131.4000
944,885,"06/06/06 00:00:00",,9.1500
945,914,"06/06/06 00:00:00",,73.6000
946,886,"06/05/06 00:00:00",,57.8000
947,888,"06/06/06 00:00:00",,26.0000
948,905,"06/06/06 00:00:00",,37.0000
949,880,"06/03/06 00:00:00",765,1883.4000
950,890,"06/05/06 00:00:00",220,410.6000
951,879,"06/05/06 00:00:00",468,993.8000
952,883,"06/07/06 00:00:00",,68.8000
953,913,"06/07/06 00:00:00",,131.4000
954,885,"06/07/06 00:00:00",,9.1500
955,914,"06/07/06 00:00:00",,73.6000
956,886,"06/07/06 00:00:00",,57.8000
957,880,"06/05/06 00:00:00",493,959.9000
958,890,"06/06/06 00:00:00",220,375.2000
959,879,"06/06/06 00:00:00",452,908.0000
960,906,"06/07/06 00:00:00",,28.0000
961,888,"06/07/06 00:00:00",,24.8000
962,905,"06/07/06 00:00:00",,42.2000
963,883,"06/08/06 00:00:00",,68.8000
964,913,"06/08/06 00:00:00",,143.6000
965,885,"06/08/06 00:00:00",,9.1500
966,914,"06/08/06 00:00:00",,82.9000
967,906,"06/08/06 00:00:00",,27.4000
968,886,"06/08/06 00:00:00",,54.6000
969,888,"06/08/06 00:00:00",,24.8000
970,905,"06/08/06 00:00:00",,41.3000
971,880,"06/06/06 00:00:00",476,877.0500
972,890,"06/07/06 00:00:00",238,441.9000
973,879,"06/07/06 00:00:00",503,1037.1500
974,883,"06/09/06 00:00:00",,68.8000
975,913,"06/09/06 00:00:00",,165.0000
976,885,"06/09/06 00:00:00",,9.1500
977,914,"06/09/06 00:00:00",,82.9000
978,906,"06/09/06 00:00:00",,23.4000
979,886,"06/09/06 00:00:00",,55.2000
980,888,"06/09/06 00:00:00",,25.8000
981,905,"06/09/06 00:00:00",,52.5000
983,880,"06/07/06 00:00:00",531,1011.2000
984,879,"06/08/06 00:00:00",524,1206.2500
985,890,"06/08/06 00:00:00",235,429.7000
986,883,"06/10/06 00:00:00",,80.6000
987,913,"06/10/06 00:00:00",,226.3000
988,885,"06/10/06 00:00:00",,15.9500
989,914,"06/10/06 00:00:00",,126.6000
990,906,"06/10/06 00:00:00",,43.3000
991,886,"06/10/06 00:00:00",,68.5000
992,888,"06/10/06 00:00:00",,26.4000
993,905,"06/10/06 00:00:00",,45.5000
994,880,"06/08/06 00:00:00",514,965.2600
995,879,"06/09/06 00:00:00",469,1218.0500
996,880,"06/09/06 00:00:00",454,1029.5000
997,890,"06/09/06 00:00:00",265,482.0000
998,879,"06/10/06 00:00:00",550,1750.0000
999,890,"06/10/06 00:00:00",328,890.3000
1000,883,"06/13/06 00:00:00",,66.7000
1001,883,"06/14/06 00:00:00",,66.7000
1002,913,"06/13/06 00:00:00",,131.4000
1003,913,"06/14/06 00:00:00",,131.4000
1004,885,"06/13/06 00:00:00",,10.2000
1005,885,"06/14/06 00:00:00",,10.2000
1006,914,"06/13/06 00:00:00",,75.5000
1007,914,"06/14/06 00:00:00",,75.5000
1008,906,"06/13/06 00:00:00",,17.3000
1009,906,"06/14/06 00:00:00",,17.3000
1010,886,"06/13/06 00:00:00",,60.5600
1011,886,"06/14/06 00:00:00",,60.5600
1012,888,"06/13/06 00:00:00",,26.0000
1013,888,"06/14/06 00:00:00",,26.0000
1014,905,"06/13/06 00:00:00",,41.3000
1015,905,"06/14/06 00:00:00",,41.3000
1016,880,"06/10/06 00:00:00",790,2176.2000
1017,879,"06/13/06 00:00:00",479,1037.1000
1018,890,"06/13/06 00:00:00",230,435.7000
1019,883,"06/15/06 00:00:00",,69.7000
1020,913,"06/15/06 00:00:00",,163.0000
1021,885,"06/15/06 00:00:00",,10.2000
1022,914,"06/15/06 00:00:00",,92.0000
1023,906,"06/15/06 00:00:00",,27.5000
1024,886,"06/15/06 00:00:00",,41.5000
1025,888,"06/15/06 00:00:00",,26.0000
1026,905,"06/15/06 00:00:00",,36.4000
1027,880,"06/13/06 00:00:00",500,947.8500
1028,890,"06/14/06 00:00:00",245,414.0500
1029,879,"06/14/06 00:00:00",518,1052.0000
1030,883,"06/16/06 00:00:00",,69.7000
1031,913,"06/16/06 00:00:00",,163.0000
1032,885,"06/16/06 00:00:00",,10.2000
1033,914,"06/16/06 00:00:00",,87.6000
1034,906,"06/16/06 00:00:00",,22.4000
1035,886,"06/16/06 00:00:00",,60.7000
1036,888,"06/16/06 00:00:00",,26.0000
1037,905,"06/16/06 00:00:00",,51.4000
1038,880,"06/14/06 00:00:00",532,1030.1300
1039,879,"06/15/06 00:00:00",472,918.5000
1040,880,"06/15/06 00:00:00",494,901.4000
1041,890,"06/15/06 00:00:00",221,408.3000
1042,883,"06/17/06 00:00:00",,102.0000
1043,883,"06/19/06 00:00:00",,69.7000
1044,913,"06/17/06 00:00:00",,358.0000
1045,913,"06/19/06 00:00:00",,147.4000
1046,885,"06/17/06 00:00:00",,33.7000
1047,885,"06/19/06 00:00:00",,10.2000
1048,914,"06/17/06 00:00:00",,197.8000
1049,914,"06/19/06 00:00:00",,87.6000
1050,906,"06/17/06 00:00:00",,44.6000
1051,906,"06/19/06 00:00:00",,23.5000
1052,886,"06/17/06 00:00:00",,94.3000
1053,886,"06/19/06 00:00:00",,60.7000
1054,888,"06/17/06 00:00:00",,42.5000
1055,888,"06/19/06 00:00:00",,26.0000
1056,905,"06/17/06 00:00:00",,63.0000
1057,905,"06/19/06 00:00:00",,41.0000
1058,879,"06/16/06 00:00:00",431,1141.4000
1059,880,"06/16/06 00:00:00",514,1044.7000
1060,890,"06/16/06 00:00:00",222,407.6500
1061,879,"06/17/06 00:00:00",573,1506.4000
1062,880,"06/17/06 00:00:00",756,1829.4100
1063,890,"06/17/06 00:00:00",278,666.9000
1064,883,"06/20/06 00:00:00",,69.7000
1065,913,"06/20/06 00:00:00",,129.6000
1066,885,"06/20/06 00:00:00",,9.1500
1067,914,"06/20/06 00:00:00",,64.3000
1068,906,"06/20/06 00:00:00",,23.4000
1069,886,"06/20/06 00:00:00",,70.2000
1070,888,"06/20/06 00:00:00",,26.0000
1071,905,"06/20/06 00:00:00",,42.4000
1072,890,"06/19/06 00:00:00",229,415.2600
1073,879,"06/19/06 00:00:00",454,953.4000
1074,883,"06/21/06 00:00:00",,59.5000
1075,913,"06/21/06 00:00:00",,138.0000
1076,885,"06/21/06 00:00:00",,9.1500
1077,914,"06/21/06 00:00:00",,64.3000
1078,906,"06/21/06 00:00:00",,24.8000
1079,886,"06/21/06 00:00:00",,51.5000
1080,888,"06/21/06 00:00:00",,26.0000
1081,905,"06/21/06 00:00:00",,40.8000
1082,880,"06/19/06 00:00:00",439,849.7000
1083,883,"06/22/06 00:00:00",,59.5000
1084,913,"06/22/06 00:00:00",,136.8000
1085,885,"06/22/06 00:00:00",,7.1000
1086,914,"06/22/06 00:00:00",,71.7000
1087,906,"06/22/06 00:00:00",,31.4000
1088,886,"06/22/06 00:00:00",,52.5000
1089,888,"06/22/06 00:00:00",,29.0000
1090,905,"06/22/06 00:00:00",,38.5800
1091,890,"06/20/06 00:00:00",217,397.3500
1092,880,"06/20/06 00:00:00",473,896.5000
1093,879,"06/20/06 00:00:00",457,986.0000
1094,879,"06/21/06 00:00:00",496,919.7700
1095,890,"06/21/06 00:00:00",217,402.5000
1096,883,"06/23/06 00:00:00",,64.6000
1097,913,"06/23/06 00:00:00",,136.8000
1098,885,"06/23/06 00:00:00",,16.4000
1099,914,"06/23/06 00:00:00",,88.0000
1100,906,"06/23/06 00:00:00",,24.0000
1101,886,"06/23/06 00:00:00",,61.8000
1102,888,"06/23/06 00:00:00",,29.0000
1103,905,"06/23/06 00:00:00",,58.8000
1104,880,"06/21/06 00:00:00",466,962.3000
1105,879,"06/22/06 00:00:00",461,911.1100
1106,880,"06/22/06 00:00:00",483,947.9000
1107,890,"06/22/06 00:00:00",193,358.1000
1108,883,"06/24/06 00:00:00",,102.0000
1109,883,"06/26/06 00:00:00",,64.6000
1110,913,"06/24/06 00:00:00",,304.5000
1111,913,"06/26/06 00:00:00",,144.4000
1112,885,"06/24/06 00:00:00",,38.6000
1113,885,"06/26/06 00:00:00",,10.2000
1114,914,"06/24/06 00:00:00",,199.7000
1115,914,"06/26/06 00:00:00",,88.0000
1116,906,"06/24/06 00:00:00",,50.2000
1117,906,"06/26/06 00:00:00",,24.0000
1118,886,"06/24/06 00:00:00",,82.0000
1119,886,"06/26/06 00:00:00",,55.8000
1120,888,"06/24/06 00:00:00",,42.5000
1121,888,"06/26/06 00:00:00",,29.0000
1122,905,"06/24/06 00:00:00",,76.7000
1123,905,"06/26/06 00:00:00",,41.3000
1124,879,"06/23/06 00:00:00",481,1121.0000
1125,880,"06/23/06 00:00:00",496,1012.4000
1126,890,"06/23/06 00:00:00",208,443.4500
1127,879,"06/24/06 00:00:00",571,1390.1900
1128,880,"06/24/06 00:00:00",731,1839.8000
1129,890,"06/24/06 00:00:00",288,684.3000
1130,883,"06/27/06 00:00:00",,64.6000
