IDC_FASH,IDSort,IDOperation,IDC_FASHQuantity,IDC_FASHLoose,IDC_FASHRecipe,IDC_FASHDelete
7166,6978,"92",1.6000000000000000e-01,0.0000000000000000e+00,0,0
7167,6727,"Χ_Φ",0.0000000000000000e+00,0.0000000000000000e+00,0,0
7167,6978,"92",1.6000000000000000e-01,0.0000000000000000e+00,0,0
7168,6727,"Χ_Φ",0.0000000000000000e+00,0.0000000000000000e+00,0,0
7168,7974,"93",1.2500000000000000e-01,0.0000000000000000e+00,0,0
7169,6727,"Χ_Φ",0.0000000000000000e+00,0.0000000000000000e+00,0,0
7169,6729,"Χ_Φ",0.0000000000000000e+00,0.0000000000000000e+00,0,0
7171,6727,"Χ_Φ",0.0000000000000000e+00,0.0000000000000000e+00,0,0
7171,6729,"Χ_Φ",0.0000000000000000e+00,0.0000000000000000e+00,0,0
7172,6727,"Χ_Φ",0.0000000000000000e+00,0.0000000000000000e+00,0,0
7172,6729,"Χ_Φ",0.0000000000000000e+00,0.0000000000000000e+00,0,0
7182,6727,"Χ_Φ",0.0000000000000000e+00,0.0000000000000000e+00,0,0
7182,6729,"Χ_Φ",0.0000000000000000e+00,0.0000000000000000e+00,0,0
7184,6727,"Χ_Φ",0.0000000000000000e+00,0.0000000000000000e+00,0,0
7184,6729,"Χ_Φ",0.0000000000000000e+00,0.0000000000000000e+00,0,0
7185,6727,"Χ_Φ",0.0000000000000000e+00,0.0000000000000000e+00,0,0
7185,6729,"Χ_Φ",0.0000000000000000e+00,0.0000000000000000e+00,0,0
7188,6727,"Χ_Φ",0.0000000000000000e+00,0.0000000000000000e+00,0,0
7188,6729,"Χ_Φ",0.0000000000000000e+00,0.0000000000000000e+00,0,0
7189,6727,"Χ_Φ",0.0000000000000000e+00,0.0000000000000000e+00,0,0
7189,6729,"Χ_Φ",0.0000000000000000e+00,0.0000000000000000e+00,0,0
7190,6727,"Χ_Φ",0.0000000000000000e+00,0.0000000000000000e+00,0,0
7190,6729,"Χ_Φ",0.0000000000000000e+00,0.0000000000000000e+00,0,0
7191,6727,"Χ_Φ",0.0000000000000000e+00,0.0000000000000000e+00,0,0
7191,6978,"95",5.9999999999999998e-01,0.0000000000000000e+00,0,0
7192,6727,"Χ_Φ",0.0000000000000000e+00,0.0000000000000000e+00,0,0
7192,6729,"Χ_Φ",0.0000000000000000e+00,0.0000000000000000e+00,0,0
7271,6727,"Χ_Φ",0.0000000000000000e+00,0.0000000000000000e+00,0,0
7271,6729,"Χ_Φ",0.0000000000000000e+00,0.0000000000000000e+00,0,0
7273,6727,"Χ_Φ",0.0000000000000000e+00,0.0000000000000000e+00,0,0
7273,6729,"Χ_Φ",0.0000000000000000e+00,0.0000000000000000e+00,0,0
7280,6727,"Χ_Φ",0.0000000000000000e+00,0.0000000000000000e+00,0,0
7280,6729,"Χ_Φ",0.0000000000000000e+00,0.0000000000000000e+00,0,0
7282,6727,"Χ_Φ",0.0000000000000000e+00,0.0000000000000000e+00,0,0
7282,6729,"Χ_Φ",0.0000000000000000e+00,0.0000000000000000e+00,0,0
7283,6727,"Χ_Φ",0.0000000000000000e+00,0.0000000000000000e+00,0,0
7283,6729,"Χ_Φ",0.0000000000000000e+00,0.0000000000000000e+00,0,0
7288,6727,"Χ_Φ",0.0000000000000000e+00,0.0000000000000000e+00,0,0
7288,6729,"Χ_Φ",0.0000000000000000e+00,0.0000000000000000e+00,0,0
7289,6727,"Χ_Φ",0.0000000000000000e+00,0.0000000000000000e+00,0,0
7289,6729,"Χ_Φ",0.0000000000000000e+00,0.0000000000000000e+00,0,0
7290,6727,"Χ_Φ",0.0000000000000000e+00,0.0000000000000000e+00,0,0
7290,6729,"Χ_Φ",0.0000000000000000e+00,0.0000000000000000e+00,0,0
7291,6727,"Χ_Φ",0.0000000000000000e+00,0.0000000000000000e+00,0,0
7291,6729,"Χ_Φ",0.0000000000000000e+00,0.0000000000000000e+00,0,0
7297,6727,"Χ_Φ",0.0000000000000000e+00,0.0000000000000000e+00,0,0
7297,6729,"Χ_Φ",0.0000000000000000e+00,0.0000000000000000e+00,0,0
7299,6727,"Χ_Φ",0.0000000000000000e+00,0.0000000000000000e+00,0,0
7299,6729,"Χ_Φ",0.0000000000000000e+00,0.0000000000000000e+00,0,0
7301,6727,"Χ_Φ",0.0000000000000000e+00,0.0000000000000000e+00,0,0
7301,6729,"Χ_Φ",0.0000000000000000e+00,0.0000000000000000e+00,0,0
7315,6727,"Χ_Φ",0.0000000000000000e+00,0.0000000000000000e+00,0,0
7315,6729,"Χ_Φ",0.0000000000000000e+00,0.0000000000000000e+00,0,0
7316,6727,"Χ_Φ",0.0000000000000000e+00,0.0000000000000000e+00,0,0
7316,6729,"Χ_Φ",0.0000000000000000e+00,0.0000000000000000e+00,0,0
7320,6727,"Χ_Φ",0.0000000000000000e+00,0.0000000000000000e+00,0,0
7320,6729,"Χ_Φ",0.0000000000000000e+00,0.0000000000000000e+00,0,0
7335,6727,"Χ_Φ",0.0000000000000000e+00,0.0000000000000000e+00,0,0
7335,6729,"Χ_Φ",0.0000000000000000e+00,0.0000000000000000e+00,0,0
7352,6727,"Χ_Φ",0.0000000000000000e+00,0.0000000000000000e+00,0,0
7352,6729,"Χ_Φ",0.0000000000000000e+00,0.0000000000000000e+00,0,0
7356,6727,"Χ_Φ",0.0000000000000000e+00,0.0000000000000000e+00,0,0
7356,6978,"92",1.6000000000000000e-01,0.0000000000000000e+00,0,0
7357,6727,"Χ_Φ",0.0000000000000000e+00,0.0000000000000000e+00,0,0
7357,7974,"93",1.2500000000000000e+00,0.0000000000000000e+00,0,0
7359,6727,"Χ_Φ",0.0000000000000000e+00,0.0000000000000000e+00,0,0
7359,7974,"93",1.1000000000000000e-01,0.0000000000000000e+00,0,0
7361,6727,"Χ_Φ",0.0000000000000000e+00,0.0000000000000000e+00,0,0
7361,6978,"92",1.6000000000000000e-01,0.0000000000000000e+00,0,0
7366,6727,"Χ_Φ",0.0000000000000000e+00,0.0000000000000000e+00,0,0
7366,6729,"Χ_Φ",0.0000000000000000e+00,0.0000000000000000e+00,0,0
7371,6727,"Χ_Φ",0.0000000000000000e+00,0.0000000000000000e+00,0,0
7371,6729,"Χ_Φ",0.0000000000000000e+00,0.0000000000000000e+00,0,0
7387,6727,"Χ_Φ",0.0000000000000000e+00,0.0000000000000000e+00,0,0
7387,6729,"Χ_Φ",0.0000000000000000e+00,0.0000000000000000e+00,0,0
7388,6727,"Χ_Φ",0.0000000000000000e+00,0.0000000000000000e+00,0,0
7388,6729,"Χ_Φ",0.0000000000000000e+00,0.0000000000000000e+00,0,0
7392,6727,"Χ_Φ",0.0000000000000000e+00,0.0000000000000000e+00,0,0
7392,6729,"Χ_Φ",0.0000000000000000e+00,0.0000000000000000e+00,0,0
7399,6727,"Χ_Φ",0.0000000000000000e+00,0.0000000000000000e+00,0,0
7399,6729,"Χ_Φ",0.0000000000000000e+00,0.0000000000000000e+00,0,0
7442,6727,"Χ_Φ",0.0000000000000000e+00,0.0000000000000000e+00,0,0
7442,6729,"Χ_Φ",0.0000000000000000e+00,0.0000000000000000e+00,0,0
7448,6727,"Χ_Φ",0.0000000000000000e+00,0.0000000000000000e+00,0,0
7448,6729,"Χ_Φ",0.0000000000000000e+00,0.0000000000000000e+00,0,0
7449,6727,"Χ_Φ",0.0000000000000000e+00,0.0000000000000000e+00,0,0
7449,6729,"Χ_Φ",0.0000000000000000e+00,0.0000000000000000e+00,0,0
7450,6727,"Χ_Φ",0.0000000000000000e+00,0.0000000000000000e+00,0,0
7450,6729,"Χ_Φ",0.0000000000000000e+00,0.0000000000000000e+00,0,0
7462,6727,"Χ_Φ",0.0000000000000000e+00,0.0000000000000000e+00,0,0
7462,6729,"Χ_Φ",0.0000000000000000e+00,0.0000000000000000e+00,0,0
7463,6727,"Χ_Φ",0.0000000000000000e+00,0.0000000000000000e+00,0,0
7463,6729,"Χ_Φ",0.0000000000000000e+00,0.0000000000000000e+00,0,0
7472,6727,"Χ_Φ",0.0000000000000000e+00,0.0000000000000000e+00,0,0
7472,6729,"Χ_Φ",0.0000000000000000e+00,0.0000000000000000e+00,0,0
7475,6727,"Χ_Φ",0.0000000000000000e+00,0.0000000000000000e+00,0,0
7475,6729,"Χ_Φ",0.0000000000000000e+00,0.0000000000000000e+00,0,0
7485,6727,"Χ_Φ",0.0000000000000000e+00,0.0000000000000000e+00,0,0
7485,6729,"Χ_Φ",0.0000000000000000e+00,0.0000000000000000e+00,0,0
7486,6727,"Χ_Φ",0.0000000000000000e+00,0.0000000000000000e+00,0,0
7486,6729,"Χ_Φ",0.0000000000000000e+00,0.0000000000000000e+00,0,0
7489,6727,"Χ_Φ",0.0000000000000000e+00,0.0000000000000000e+00,0,0
7489,6729,"Χ_Φ",0.0000000000000000e+00,0.0000000000000000e+00,0,0
7490,6727,"Χ_Φ",0.0000000000000000e+00,0.0000000000000000e+00,0,0
7490,6729,"Χ_Φ",0.0000000000000000e+00,0.0000000000000000e+00,0,0
7491,6727,"Χ_Φ",0.0000000000000000e+00,0.0000000000000000e+00,0,0
7491,6729,"Χ_Φ",0.0000000000000000e+00,0.0000000000000000e+00,0,0
7492,6727,"Χ_Φ",0.0000000000000000e+00,0.0000000000000000e+00,0,0
7492,6729,"Χ_Φ",0.0000000000000000e+00,0.0000000000000000e+00,0,0
7493,6727,"Χ_Φ",0.0000000000000000e+00,0.0000000000000000e+00,0,0
7493,6729,"Χ_Φ",0.0000000000000000e+00,0.0000000000000000e+00,0,0
7494,6727,"Χ_Φ",0.0000000000000000e+00,0.0000000000000000e+00,0,0
7494,6729,"Χ_Φ",0.0000000000000000e+00,0.0000000000000000e+00,0,0
7526,6727,"Χ_Φ",0.0000000000000000e+00,0.0000000000000000e+00,0,0
7526,6729,"Χ_Φ",0.0000000000000000e+00,0.0000000000000000e+00,0,0
7527,6727,"Χ_Φ",0.0000000000000000e+00,0.0000000000000000e+00,0,0
7527,6729,"Χ_Φ",0.0000000000000000e+00,0.0000000000000000e+00,0,0
7529,6727,"Χ_Φ",0.0000000000000000e+00,0.0000000000000000e+00,0,0
7529,6729,"Χ_Φ",0.0000000000000000e+00,0.0000000000000000e+00,0,0
7530,6727,"Χ_Φ",0.0000000000000000e+00,0.0000000000000000e+00,0,0
7530,6729,"Χ_Φ",0.0000000000000000e+00,0.0000000000000000e+00,0,0
7531,6727,"Χ_Φ",0.0000000000000000e+00,0.0000000000000000e+00,0,0
7531,6729,"Χ_Φ",0.0000000000000000e+00,0.0000000000000000e+00,0,0
7532,6727,"Χ_Φ",0.0000000000000000e+00,0.0000000000000000e+00,0,0
7532,6729,"Χ_Φ",0.0000000000000000e+00,0.0000000000000000e+00,0,0
7534,6727,"Χ_Φ",0.0000000000000000e+00,0.0000000000000000e+00,0,0
7534,6729,"Χ_Φ",0.0000000000000000e+00,0.0000000000000000e+00,0,0
7535,6727,"Χ_Φ",0.0000000000000000e+00,0.0000000000000000e+00,0,0
7535,6729,"Χ_Φ",0.0000000000000000e+00,0.0000000000000000e+00,0,0
7536,6727,"Χ_Φ",0.0000000000000000e+00,0.0000000000000000e+00,0,0
7536,6729,"Χ_Φ",0.0000000000000000e+00,0.0000000000000000e+00,0,0
7537,6727,"Χ_Φ",0.0000000000000000e+00,0.0000000000000000e+00,0,0
7537,6729,"Χ_Φ",0.0000000000000000e+00,0.0000000000000000e+00,0,0
7538,6727,"Χ_Φ",0.0000000000000000e+00,0.0000000000000000e+00,0,0
7538,6729,"Χ_Φ",0.0000000000000000e+00,0.0000000000000000e+00,0,0
7539,6727,"Χ_Φ",0.0000000000000000e+00,0.0000000000000000e+00,0,0
7539,6729,"Χ_Φ",0.0000000000000000e+00,0.0000000000000000e+00,0,0
7542,6727,"Χ_Φ",0.0000000000000000e+00,0.0000000000000000e+00,0,0
7542,6729,"Χ_Φ",0.0000000000000000e+00,0.0000000000000000e+00,0,0
7543,6727,"Χ_Φ",0.0000000000000000e+00,0.0000000000000000e+00,0,0
7543,6729,"Χ_Φ",0.0000000000000000e+00,0.0000000000000000e+00,0,0
7545,6727,"Χ_Φ",0.0000000000000000e+00,0.0000000000000000e+00,0,0
7545,6729,"Χ_Φ",0.0000000000000000e+00,0.0000000000000000e+00,0,0
7559,6727,"Χ_Φ",0.0000000000000000e+00,0.0000000000000000e+00,0,0
7559,6729,"Χ_Φ",0.0000000000000000e+00,0.0000000000000000e+00,0,0
7560,6727,"Χ_Φ",0.0000000000000000e+00,0.0000000000000000e+00,0,0
7560,6729,"Χ_Φ",0.0000000000000000e+00,0.0000000000000000e+00,0,0
7561,6727,"Χ_Φ",0.0000000000000000e+00,0.0000000000000000e+00,0,0
7561,6729,"Χ_Φ",0.0000000000000000e+00,0.0000000000000000e+00,0,0
7562,6727,"Χ_Φ",0.0000000000000000e+00,0.0000000000000000e+00,0,0
7562,6729,"Χ_Φ",0.0000000000000000e+00,0.0000000000000000e+00,0,0
7563,6727,"Χ_Φ",0.0000000000000000e+00,0.0000000000000000e+00,0,0
7563,6729,"Χ_Φ",0.0000000000000000e+00,0.0000000000000000e+00,0,0
7564,6727,"Χ_Φ",0.0000000000000000e+00,0.0000000000000000e+00,0,0
7564,6729,"Χ_Φ",0.0000000000000000e+00,0.0000000000000000e+00,0,0
7565,6727,"Χ_Φ",0.0000000000000000e+00,0.0000000000000000e+00,0,0
7565,6729,"Χ_Φ",0.0000000000000000e+00,0.0000000000000000e+00,0,0
7566,6727,"Χ_Φ",0.0000000000000000e+00,0.0000000000000000e+00,0,0
7566,6729,"Χ_Φ",0.0000000000000000e+00,0.0000000000000000e+00,0,0
7582,6727,"Χ_Φ",0.0000000000000000e+00,0.0000000000000000e+00,0,0
7582,6729,"Χ_Φ",0.0000000000000000e+00,0.0000000000000000e+00,0,0
7594,6727,"Χ_Φ",0.0000000000000000e+00,0.0000000000000000e+00,0,0
7594,7783,"Χ_Φ",1.3000000000000000e+01,0.0000000000000000e+00,0,0
7595,6727,"Χ_Φ",0.0000000000000000e+00,0.0000000000000000e+00,0,0
7595,7783,"Χ_Φ",1.4000000000000000e+01,0.0000000000000000e+00,0,0
7602,6727,"Χ_Φ",0.0000000000000000e+00,0.0000000000000000e+00,0,0
7602,6729,"Χ_Φ",0.0000000000000000e+00,0.0000000000000000e+00,0,0
7603,6727,"Χ_Φ",0.0000000000000000e+00,0.0000000000000000e+00,0,0
7603,6729,"Χ_Φ",0.0000000000000000e+00,0.0000000000000000e+00,0,0
7608,6727,"Χ_Φ",0.0000000000000000e+00,0.0000000000000000e+00,0,0
7608,7974,"93",1.1000000000000000e-01,0.0000000000000000e+00,0,0
7632,6727,"Χ_Φ",0.0000000000000000e+00,0.0000000000000000e+00,0,0
7632,6729,"Χ_Φ",0.0000000000000000e+00,0.0000000000000000e+00,0,0
7643,6727,"Χ_Φ",0.0000000000000000e+00,0.0000000000000000e+00,0,0
7643,6729,"Χ_Φ",0.0000000000000000e+00,0.0000000000000000e+00,0,0
7645,6727,"Χ_Φ",0.0000000000000000e+00,0.0000000000000000e+00,0,0
7645,6729,"Χ_Φ",0.0000000000000000e+00,0.0000000000000000e+00,0,0
7646,6727,"Χ_Φ",0.0000000000000000e+00,0.0000000000000000e+00,0,0
7646,6729,"Χ_Φ",0.0000000000000000e+00,0.0000000000000000e+00,0,0
7669,6727,"Χ_Φ",0.0000000000000000e+00,0.0000000000000000e+00,0,0
7669,6729,"Χ_Φ",0.0000000000000000e+00,0.0000000000000000e+00,0,0
7670,6727,"Χ_Φ",0.0000000000000000e+00,0.0000000000000000e+00,0,0
7670,6729,"Χ_Φ",0.0000000000000000e+00,0.0000000000000000e+00,0,0
7671,6727,"Χ_Φ",0.0000000000000000e+00,0.0000000000000000e+00,0,0
7671,6729,"Χ_Φ",0.0000000000000000e+00,0.0000000000000000e+00,0,0
7672,6727,"Χ_Φ",0.0000000000000000e+00,0.0000000000000000e+00,0,0
7672,6729,"Χ_Φ",0.0000000000000000e+00,0.0000000000000000e+00,0,0
7673,6727,"Χ_Φ",0.0000000000000000e+00,0.0000000000000000e+00,0,0
7673,6729,"Χ_Φ",0.0000000000000000e+00,0.0000000000000000e+00,0,0
7674,6727,"Χ_Φ",0.0000000000000000e+00,0.0000000000000000e+00,0,0
7674,6729,"Χ_Φ",0.0000000000000000e+00,0.0000000000000000e+00,0,0
7690,6727,"Χ_Φ",0.0000000000000000e+00,0.0000000000000000e+00,0,0
7690,6729,"Χ_Φ",0.0000000000000000e+00,0.0000000000000000e+00,0,0
7696,6727,"Χ_Φ",0.0000000000000000e+00,0.0000000000000000e+00,0,0
7696,6729,"Χ_Φ",0.0000000000000000e+00,0.0000000000000000e+00,0,0
7697,6727,"Χ_Φ",0.0000000000000000e+00,0.0000000000000000e+00,0,0
7697,6729,"Χ_Φ",0.0000000000000000e+00,0.0000000000000000e+00,0,0
7700,6727,"Χ_Φ",0.0000000000000000e+00,0.0000000000000000e+00,0,0
7700,6729,"Χ_Φ",0.0000000000000000e+00,0.0000000000000000e+00,0,0
7701,6727,"Χ_Φ",0.0000000000000000e+00,0.0000000000000000e+00,0,0
7701,6729,"Χ_Φ",0.0000000000000000e+00,0.0000000000000000e+00,0,0
7702,6727,"Χ_Φ",0.0000000000000000e+00,0.0000000000000000e+00,0,0
7702,6729,"Χ_Φ",0.0000000000000000e+00,0.0000000000000000e+00,0,0
7705,6727,"Χ_Φ",0.0000000000000000e+00,0.0000000000000000e+00,0,0
7705,6729,"Χ_Φ",0.0000000000000000e+00,0.0000000000000000e+00,0,0
7708,6727,"Χ_Φ",0.0000000000000000e+00,0.0000000000000000e+00,0,0
7708,6729,"Χ_Φ",0.0000000000000000e+00,0.0000000000000000e+00,0,0
7710,6727,"Χ_Φ",0.0000000000000000e+00,0.0000000000000000e+00,0,0
7710,7714,"Χ_Φ",1.2800000000000001e+01,0.0000000000000000e+00,0,0
7722,6727,"Χ_Φ",0.0000000000000000e+00,0.0000000000000000e+00,0,0
7722,6729,"Χ_Φ",0.0000000000000000e+00,0.0000000000000000e+00,0,0
7733,6727,"Χ_Φ",0.0000000000000000e+00,0.0000000000000000e+00,0,0
7733,6729,"Χ_Φ",0.0000000000000000e+00,0.0000000000000000e+00,0,0
7737,6727,"Χ_Φ",0.0000000000000000e+00,0.0000000000000000e+00,0,0
7737,6729,"Χ_Φ",0.0000000000000000e+00,0.0000000000000000e+00,0,0
7738,6727,"Χ_Φ",0.0000000000000000e+00,0.0000000000000000e+00,0,0
7738,6729,"Χ_Φ",0.0000000000000000e+00,0.0000000000000000e+00,0,0
7745,6727,"Χ_Φ",0.0000000000000000e+00,0.0000000000000000e+00,0,0
7745,6729,"Χ_Φ",0.0000000000000000e+00,0.0000000000000000e+00,0,0
7746,6727,"Χ_Φ",0.0000000000000000e+00,0.0000000000000000e+00,0,0
7746,6729,"Χ_Φ",0.0000000000000000e+00,0.0000000000000000e+00,0,0
7751,6727,"Χ_Φ",0.0000000000000000e+00,0.0000000000000000e+00,0,0
7751,6729,"Χ_Φ",0.0000000000000000e+00,0.0000000000000000e+00,0,0
7757,6727,"Χ_Φ",0.0000000000000000e+00,0.0000000000000000e+00,0,0
7757,6729,"Χ_Φ",0.0000000000000000e+00,0.0000000000000000e+00,0,0
7759,6727,"Χ_Φ",0.0000000000000000e+00,0.0000000000000000e+00,0,0
7759,6729,"Χ_Φ",0.0000000000000000e+00,0.0000000000000000e+00,0,0
7766,6727,"Χ_Φ",0.0000000000000000e+00,0.0000000000000000e+00,0,0
7766,6729,"Χ_Φ",0.0000000000000000e+00,0.0000000000000000e+00,0,0
7767,6727,"Χ_Φ",0.0000000000000000e+00,0.0000000000000000e+00,0,0
7767,6729,"Χ_Φ",0.0000000000000000e+00,0.0000000000000000e+00,0,0
7768,6727,"Χ_Φ",0.0000000000000000e+00,0.0000000000000000e+00,0,0
7768,6729,"Χ_Φ",0.0000000000000000e+00,0.0000000000000000e+00,0,0
7773,6727,"Χ_Φ",0.0000000000000000e+00,0.0000000000000000e+00,0,0
7773,6729,"Χ_Φ",0.0000000000000000e+00,0.0000000000000000e+00,0,0
7774,6727,"Χ_Φ",0.0000000000000000e+00,0.0000000000000000e+00,0,0
7774,6729,"Χ_Φ",0.0000000000000000e+00,0.0000000000000000e+00,0,0
7779,6727,"Χ_Φ",0.0000000000000000e+00,0.0000000000000000e+00,0,0
7779,6729,"Χ_Φ",0.0000000000000000e+00,0.0000000000000000e+00,0,0
7794,6727,"Χ_Φ",0.0000000000000000e+00,0.0000000000000000e+00,0,0
7794,6729,"Χ_Φ",0.0000000000000000e+00,0.0000000000000000e+00,0,0
7802,6727,"Χ_Φ",0.0000000000000000e+00,0.0000000000000000e+00,0,0
7802,6729,"Χ_Φ",0.0000000000000000e+00,0.0000000000000000e+00,0,0
7807,6727,"Χ_Φ",0.0000000000000000e+00,0.0000000000000000e+00,0,0
7807,6729,"Χ_Φ",0.0000000000000000e+00,0.0000000000000000e+00,0,0
7818,6727,"Χ_Φ",0.0000000000000000e+00,0.0000000000000000e+00,0,0
7818,6729,"Χ_Φ",0.0000000000000000e+00,0.0000000000000000e+00,0,0
7826,6727,"Χ_Φ",0.0000000000000000e+00,0.0000000000000000e+00,0,0
7826,6729,"Χ_Φ",0.0000000000000000e+00,0.0000000000000000e+00,0,0
7828,6727,"Χ_Φ",0.0000000000000000e+00,0.0000000000000000e+00,0,0
7828,6729,"Χ_Φ",0.0000000000000000e+00,0.0000000000000000e+00,0,0
7829,6727,"Χ_Φ",0.0000000000000000e+00,0.0000000000000000e+00,0,0
7829,6729,"Χ_Φ",0.0000000000000000e+00,0.0000000000000000e+00,0,0
7834,6727,"Χ_Φ",0.0000000000000000e+00,0.0000000000000000e+00,0,0
7834,6729,"Χ_Φ",0.0000000000000000e+00,0.0000000000000000e+00,0,0
7835,6727,"Χ_Φ",0.0000000000000000e+00,0.0000000000000000e+00,0,0
7835,6729,"Χ_Φ",0.0000000000000000e+00,0.0000000000000000e+00,0,0
7836,6727,"Χ_Φ",0.0000000000000000e+00,0.0000000000000000e+00,0,0
7836,6729,"Χ_Φ",0.0000000000000000e+00,0.0000000000000000e+00,0,0
7840,6727,"Χ_Φ",0.0000000000000000e+00,0.0000000000000000e+00,0,0
7840,6729,"Χ_Φ",0.0000000000000000e+00,0.0000000000000000e+00,0,0
7851,6727,"Χ_Φ",0.0000000000000000e+00,0.0000000000000000e+00,0,0
7851,6729,"Χ_Φ",0.0000000000000000e+00,0.0000000000000000e+00,0,0
7852,6727,"Χ_Φ",0.0000000000000000e+00,0.0000000000000000e+00,0,0
7852,6729,"Χ_Φ",0.0000000000000000e+00,0.0000000000000000e+00,0,0
7853,6727,"Χ_Φ",0.0000000000000000e+00,0.0000000000000000e+00,0,0
7853,6729,"Χ_Φ",0.0000000000000000e+00,0.0000000000000000e+00,0,0
7863,6727,"Χ_Φ",0.0000000000000000e+00,0.0000000000000000e+00,0,0
7863,6729,"Χ_Φ",0.0000000000000000e+00,0.0000000000000000e+00,0,0
7867,6727,"Χ_Φ",0.0000000000000000e+00,0.0000000000000000e+00,0,0
7867,6729,"Χ_Φ",0.0000000000000000e+00,0.0000000000000000e+00,0,0
7869,6727,"Χ_Φ",0.0000000000000000e+00,0.0000000000000000e+00,0,0
7869,6729,"Χ_Φ",0.0000000000000000e+00,0.0000000000000000e+00,0,0
7871,6727,"Χ_Φ",0.0000000000000000e+00,0.0000000000000000e+00,0,0
7871,6729,"Χ_Φ",0.0000000000000000e+00,0.0000000000000000e+00,0,0
7872,6727,"Χ_Φ",0.0000000000000000e+00,0.0000000000000000e+00,0,0
7872,6729,"Χ_Φ",0.0000000000000000e+00,0.0000000000000000e+00,0,0
7875,6727,"Χ_Φ",0.0000000000000000e+00,0.0000000000000000e+00,0,0
7875,6729,"Χ_Φ",0.0000000000000000e+00,0.0000000000000000e+00,0,0
7881,6727,"Χ_Φ",0.0000000000000000e+00,0.0000000000000000e+00,0,0
7881,6729,"Χ_Φ",0.0000000000000000e+00,0.0000000000000000e+00,0,0
7882,6727,"Χ_Φ",0.0000000000000000e+00,0.0000000000000000e+00,0,0
7882,6729,"Χ_Φ",0.0000000000000000e+00,0.0000000000000000e+00,0,0
7883,6727,"Χ_Φ",0.0000000000000000e+00,0.0000000000000000e+00,0,0
7883,6729,"Χ_Φ",0.0000000000000000e+00,0.0000000000000000e+00,0,0
7884,6727,"Χ_Φ",0.0000000000000000e+00,0.0000000000000000e+00,0,0
7884,6729,"Χ_Φ",0.0000000000000000e+00,0.0000000000000000e+00,0,0
7885,6727,"Χ_Φ",0.0000000000000000e+00,0.0000000000000000e+00,0,0
7885,6729,"Χ_Φ",0.0000000000000000e+00,0.0000000000000000e+00,0,0
7890,6727,"Χ_Φ",0.0000000000000000e+00,0.0000000000000000e+00,0,0
7890,6729,"Χ_Φ",0.0000000000000000e+00,0.0000000000000000e+00,0,0
7891,6727,"Χ_Φ",0.0000000000000000e+00,0.0000000000000000e+00,0,0
7891,6729,"Χ_Φ",0.0000000000000000e+00,0.0000000000000000e+00,0,0
7892,6727,"Χ_Φ",0.0000000000000000e+00,0.0000000000000000e+00,0,0
7892,6729,"Χ_Φ",0.0000000000000000e+00,0.0000000000000000e+00,0,0
7899,6727,"Χ_Φ",0.0000000000000000e+00,0.0000000000000000e+00,0,0
7899,6729,"Χ_Φ",0.0000000000000000e+00,0.0000000000000000e+00,0,0
7900,6727,"Χ_Φ",0.0000000000000000e+00,0.0000000000000000e+00,0,0
7900,6729,"Χ_Φ",0.0000000000000000e+00,0.0000000000000000e+00,0,0
7907,6727,"Χ_Φ",0.0000000000000000e+00,0.0000000000000000e+00,0,0
7907,7974,"94",1.7000000000000000e+00,0.0000000000000000e+00,0,0
7908,6727,"Χ_Φ",0.0000000000000000e+00,0.0000000000000000e+00,0,0
7908,6729,"Χ_Φ",0.0000000000000000e+00,0.0000000000000000e+00,0,0
7909,6727,"Χ_Φ",0.0000000000000000e+00,0.0000000000000000e+00,0,0
7909,7974,"94",1.7000000000000000e+00,0.0000000000000000e+00,0,0
7910,6727,"Χ_Φ",0.0000000000000000e+00,0.0000000000000000e+00,0,0
7910,7974,"Χ_Φ",0.0000000000000000e+00,0.0000000000000000e+00,0,0
7914,6727,"Χ_Φ",0.0000000000000000e+00,0.0000000000000000e+00,0,0
7914,6729,"Χ_Φ",0.0000000000000000e+00,0.0000000000000000e+00,0,0
7915,6727,"Χ_Φ",0.0000000000000000e+00,0.0000000000000000e+00,0,0
7915,6729,"Χ_Φ",0.0000000000000000e+00,0.0000000000000000e+00,0,0
7916,6727,"Χ_Φ",0.0000000000000000e+00,0.0000000000000000e+00,0,0
7916,6729,"Χ_Φ",0.0000000000000000e+00,0.0000000000000000e+00,0,0
7917,6727,"Χ_Φ",0.0000000000000000e+00,0.0000000000000000e+00,0,0
7917,6729,"Χ_Φ",0.0000000000000000e+00,0.0000000000000000e+00,0,0
7919,6727,"Χ_Φ",0.0000000000000000e+00,0.0000000000000000e+00,0,0
7919,6729,"Χ_Φ",0.0000000000000000e+00,0.0000000000000000e+00,0,0
7920,6727,"Χ_Φ",0.0000000000000000e+00,0.0000000000000000e+00,0,0
7920,6729,"Χ_Φ",0.0000000000000000e+00,0.0000000000000000e+00,0,0
7921,6727,"Χ_Φ",0.0000000000000000e+00,0.0000000000000000e+00,0,0
7921,6729,"Χ_Φ",0.0000000000000000e+00,0.0000000000000000e+00,0,0
7922,6727,"Χ_Φ",0.0000000000000000e+00,0.0000000000000000e+00,0,0
7922,6729,"Χ_Φ",0.0000000000000000e+00,0.0000000000000000e+00,0,0
7923,6727,"Χ_Φ",0.0000000000000000e+00,0.0000000000000000e+00,0,0
7923,6729,"Χ_Φ",0.0000000000000000e+00,0.0000000000000000e+00,0,0
